IHITEM_ItemNumber,IHTRNT_TransactionType,IHTRN_TransactionNumber,IHVNDR_VendorID,IHCUST_CustomerID,IHTRYY_TransactionYear,IHTRMM_TransactionMonth,IHTRDD_TransactionDay,IHTQTY_QuantityTransacted
50002,IN,967386,0,199,25,2,7,-2.917
50002,PO,518291,130,0,25,2,20,82.667
50002,PO,518291,130,0,25,2,20,247.000
50002,IA,37855,130,0,25,2,21,0.000
50007,IA,36986,0,0,25,2,4,-21.917
50007,IA,36986,0,0,25,2,4,10.084
50007,IA,36986,0,0,25,2,4,11.833
50007,IA,37025,0,0,25,2,5,-21.917
50007,IA,37025,0,0,25,2,5,4.584
50007,IA,37025,0,0,25,2,5,17.333
50007,IN,967112,0,106,25,2,6,-10.084
50007,IN,967163,0,302,25,2,14,-21.913
50007,IN,967163,0,302,25,2,14,-4.584
50007,IN,967172,0,907,25,2,17,-3.083
50007,PO,518694,183,0,25,2,21,94.667
50007,IA,37990,183,0,25,2,25,0.000
50007,IA,38027,0,0,25,2,25,-17.333
50007,IA,38027,0,0,25,2,25,14.583
50007,IA,38027,0,0,25,2,25,2.750
50009,IA,37296,0,0,25,2,10,-23.083
50009,IA,37296,0,0,25,2,10,12.583
50009,IA,37296,0,0,25,2,10,10.500
50009,IN,967401,0,1024,25,2,20,-12.583
50010,IA,36877,0,0,25,2,3,-21.833
50010,IA,36878,0,0,25,2,3,-21.917
50010,IA,36880,0,0,25,2,3,-21.917
50010,IA,36880,0,0,25,2,3,20.417
50010,IA,36882,0,0,25,2,3,-21.917
50010,IA,36882,0,0,25,2,3,15.334
50010,IN,965024,0,994,25,2,4,-20.417
50010,IN,965024,0,994,25,2,4,-15.334
50013,IN,967015,0,1226,25,2,3,-24.500
50013,IN,967015,0,1226,25,2,3,-24.583
50013,IN,967325,0,317,25,2,6,-20.750
50013,IN,967337,0,1226,25,2,7,-24.417
50013,IN,967337,0,1226,25,2,7,-24.166
50013,IN,967478,0,1226,25,2,11,-24.333
50013,IN,967478,0,1226,25,2,11,-23.917
50013,IN,967764,0,130,25,2,14,-24.500
50013,IN,967764,0,130,25,2,14,-24.416
50013,IN,967764,0,130,25,2,14,-24.250
50013,IN,967764,0,130,25,2,14,-24.083
50013,IN,967817,0,1226,25,2,18,-23.917
50013,IN,967817,0,1226,25,2,18,-23.750
50013,IA,37846,0,0,25,2,20,-22.917
50013,IA,37846,0,0,25,2,20,14.084
50013,IA,37846,0,0,25,2,20,8.833
50013,IN,968037,0,783,25,2,21,-14.084
50013,IN,968312,0,1226,25,2,26,-23.666
50013,IN,968312,0,1226,25,2,26,-23.834
50015,IA,36884,0,0,25,2,3,-6.750
50015,IA,36884,0,0,25,2,3,5.333
50015,IA,36884,0,0,25,2,3,1.333
50015,IA,36885,0,0,25,2,3,-29.000
50015,IA,36885,0,0,25,2,3,12.750
50015,IA,36885,0,0,25,2,3,16.250
50015,IA,36886,0,0,25,2,3,-28.917
50015,IA,36886,0,0,25,2,3,16.750
50015,IA,36886,0,0,25,2,3,12.167
50015,IA,36845,0,0,25,2,3,-29.000
50015,IA,36845,0,0,25,2,3,22.250
50015,IA,36845,0,0,25,2,3,6.750
50015,IN,967071,0,195,25,2,19,-22.250
50015,IN,968238,0,488,25,2,25,-16.250
50017,IA,37591,0,0,25,2,14,-13.500
50017,IA,37591,0,0,25,2,14,3.417
50017,IA,37591,0,0,25,2,14,10.083
50017,IN,966372,0,189,25,2,19,-14.667
50017,IA,37952,0,0,25,2,24,-10.083
50017,IA,37952,0,0,25,2,24,5.416
50017,IA,37952,0,0,25,2,24,4.667
50018,IN,967074,0,189,25,2,3,-6.084
50018,IA,36910,0,0,25,2,3,-11.667
50018,IA,36910,0,0,25,2,3,6.084
50018,IA,36910,0,0,25,2,3,5.583
50020,IA,37604,0,0,25,2,17,-11.917
50020,IA,37604,0,0,25,2,17,1.000
50020,IA,37604,0,0,25,2,17,10.917
50020,IN,967761,0,606,25,2,17,-1.000
50020,IA,37951,0,0,25,2,24,-10.917
50020,IA,37951,0,0,25,2,24,8.584
50020,IA,37951,0,0,25,2,24,2.333
50020,IA,38019,0,0,25,2,25,-13.833
50020,IA,38019,0,0,25,2,25,2.833
50020,IA,38019,0,0,25,2,25,11.000
50024,IA,37479,0,0,25,2,13,-19.500
50024,IA,37479,0,0,25,2,13,14.083
50024,IA,37479,0,0,25,2,13,5.417
50024,IN,968264,0,236,25,2,25,-12.083
50025,IN,966269,0,381,25,2,10,-3.000
50025,IN,966269,0,381,25,2,10,-1.750
50025,IA,37593,0,0,25,2,14,-2.000
50025,IA,37593,0,0,25,2,14,1.250
50025,IA,37593,0,0,25,2,14,0.750
50025,IN,966628,0,753,25,2,21,-0.750
50025,IN,966437,0,753,25,2,21,-1.250
50027,IN,965943,0,227,25,2,3,-5.750
50027,IN,966999,0,189,25,2,24,-3.250
50027,IA,38233,0,0,25,2,28,-19.083
50027,IA,38233,0,0,25,2,28,3.916
50027,IA,38233,0,0,25,2,28,15.167
50029,CR,967751,0,503,25,2,14,1.250
50029,CR,967751,0,503,25,2,14,1.250
50029,IN,966204,0,157,25,2,21,-16.500
50029,IN,966204,0,157,25,2,21,-11.501
50029,IA,37977,0,0,25,2,24,-8.333
50029,IA,37977,0,0,25,2,24,6.000
50029,IA,37977,0,0,25,2,24,2.333
50029,IA,37979,0,0,25,2,24,-6.000
50029,IA,37979,0,0,25,2,24,6.000
50029,PO,518483,130,0,25,2,24,16.583
50029,PO,518483,130,0,25,2,24,18.167
50029,PO,518483,130,0,25,2,24,60.250
50029,PO,518483,130,0,25,2,24,15.750
50029,PO,518483,130,0,25,2,24,18.750
50029,PO,518483,130,0,25,2,24,20.167
50029,IA,38090,130,0,25,2,26,0.000
50035,IA,37095,0,0,25,2,6,-12.917
50035,IA,37095,0,0,25,2,6,1.500
50035,IA,37095,0,0,25,2,6,11.417
50035,IA,37370,0,0,25,2,11,-27.083
50035,IA,37370,0,0,25,2,11,21.333
50035,IA,37370,0,0,25,2,11,5.750
50035,IA,37870,0,0,25,2,21,-2.500
50035,IA,37870,0,0,25,2,21,0.500
50035,IA,37870,0,0,25,2,21,2.000
50035,IN,967289,0,189,25,2,24,-1.500
50035,IA,37953,0,0,25,2,24,-5.750
50035,IA,37953,0,0,25,2,24,3.667
50035,IA,37953,0,0,25,2,24,2.083
50038,IN,967036,0,381,25,2,5,-15.917
50038,PO,518097,130,0,25,2,21,13.333
50038,PO,518097,130,0,25,2,21,17.500
50038,PO,518097,130,0,25,2,21,18.583
50038,PO,518097,130,0,25,2,21,38.000
50038,PO,518097,130,0,25,2,21,37.667
50038,PO,518097,130,0,25,2,21,18.667
50038,PO,518097,130,0,25,2,21,18.750
50038,PO,518097,130,0,25,2,21,125.000
50038,PO,518097,130,0,25,2,21,42.167
50038,PO,518097,130,0,25,2,21,43.000
50038,PO,518097,130,0,25,2,21,42.667
50038,PO,518097,130,0,25,2,21,42.000
50038,PO,518097,130,0,25,2,21,38.667
50038,PO,518097,130,0,25,2,21,21.417
50038,PO,518097,130,0,25,2,21,19.917
50038,PO,518097,130,0,25,2,21,20.583
50038,PO,518097,130,0,25,2,21,19.667
50038,PO,518097,130,0,25,2,21,21.250
50038,PO,518097,130,0,25,2,21,20.917
50038,PO,518097,130,0,25,2,21,18.167
50038,PO,518097,130,0,25,2,21,20.250
50038,PO,518097,130,0,25,2,21,19.417
50038,PO,518097,130,0,25,2,21,47.833
50038,PO,518097,130,0,25,2,21,47.333
50038,PO,518097,130,0,25,2,21,23.500
50038,PO,518097,130,0,25,2,21,23.833
50038,PO,518097,130,0,25,2,21,23.750
50038,PO,518097,130,0,25,2,21,22.667
50038,PO,518097,130,0,25,2,21,24.917
50038,PO,518097,130,0,25,2,21,8.833
50038,IA,37955,0,0,25,2,24,-8.833
50038,IA,37955,0,0,25,2,24,2.666
50038,IA,37955,0,0,25,2,24,6.167
50038,IN,968132,0,725,25,2,24,-2.666
50038,IA,37919,130,0,25,2,24,0.000
50040,IN,967619,0,307,25,2,13,-24.667
50040,IN,967619,0,307,25,2,13,-24.417
50040,IN,967619,0,307,25,2,13,-23.500
50040,IN,967619,0,307,25,2,13,-23.167
50043,IN,966816,0,539,25,2,6,-36.000
50043,IN,966818,0,539,25,2,6,-36.000
50043,IN,966820,0,539,25,2,6,-35.916
50043,IN,966822,0,539,25,2,6,-35.833
50043,IN,966824,0,539,25,2,6,-36.084
50043,IN,966828,0,539,25,2,6,-35.417
50043,IN,966821,0,539,25,2,6,-36.000
50043,IN,966825,0,539,25,2,6,-36.166
50043,IN,966827,0,539,25,2,6,-35.833
50043,IA,37247,0,0,25,2,7,-0.001
50045,IN,967051,0,157,25,2,11,-3.167
50045,IN,967692,0,1113,25,2,13,-2.333
50045,IN,967692,0,1113,25,2,13,-2.667
50045,IA,37742,0,0,25,2,19,-36.667
50045,IA,37742,0,0,25,2,19,36.833
50045,IA,37725,0,0,25,2,19,-28.083
50045,IA,37725,0,0,25,2,19,13.166
50045,IA,37725,0,0,25,2,19,14.917
50045,IN,967893,0,728,25,2,20,-13.166
50045,IN,967893,0,728,25,2,20,-36.833
50046,IN,967299,0,1268,25,2,6,-0.750
50046,IA,37137,0,0,25,2,6,-16.833
50046,IA,37137,0,0,25,2,6,0.750
50046,IA,37137,0,0,25,2,6,16.083
50046,IA,37656,0,0,25,2,17,-16.083
50046,IA,37656,0,0,25,2,17,0.666
50046,IA,37656,0,0,25,2,17,15.417
50046,IN,967800,0,1268,25,2,17,-0.666
50046,IA,38255,0,0,25,2,28,-6.917
50046,IA,38255,0,0,25,2,28,2.417
50046,IA,38255,0,0,25,2,28,4.500
50046,IN,968468,0,106,25,2,28,-2.417
50047,IN,967180,0,209,25,2,5,-6.667
50047,IN,967479,0,116,25,2,11,-8.750
50047,IA,37349,0,0,25,2,11,-28.417
50047,IA,37349,0,0,25,2,11,8.750
50047,IA,37349,0,0,25,2,11,19.667
50047,IA,37496,0,0,25,2,13,-29.166
50047,IA,37496,0,0,25,2,13,4.416
50047,IA,37496,0,0,25,2,13,24.750
50047,IN,967502,0,381,25,2,13,-2.667
50047,IN,967615,0,116,25,2,14,-29.085
50047,IN,967615,0,116,25,2,14,-4.416
50047,IN,968357,0,622,25,2,27,-4.750
50047,IN,968357,0,622,25,2,27,-5.833
50047,IN,968357,0,622,25,2,27,-5.917
50053,IA,37698,0,0,25,2,18,-22.667
50053,IA,37698,0,0,25,2,18,12.000
50053,IA,37698,0,0,25,2,18,10.667
50053,IN,967852,0,736,25,2,18,-12.000
50054,IN,967656,0,907,25,2,17,-0.417
50054,IA,37617,0,0,25,2,17,-7.667
50054,IA,37617,0,0,25,2,17,0.417
50054,IA,37617,0,0,25,2,17,7.250
50055,IA,37948,0,0,25,2,24,-5.833
50055,IA,37948,0,0,25,2,24,2.750
50055,IA,37948,0,0,25,2,24,3.083
50055,IN,968067,0,195,25,2,24,-2.750
50059,IN,967556,0,149,25,2,12,-28.250
50060,IN,967653,0,1070,25,2,17,-20.916
50060,IN,967653,0,1070,25,2,17,-21.166
50060,IA,37728,0,0,25,2,19,-22.167
50060,IA,37728,0,0,25,2,19,4.167
50060,IA,37728,0,0,25,2,19,18.000
50060,IN,967843,0,362,25,2,19,-22.417
50060,IN,967843,0,362,25,2,19,-4.167
50060,IA,37801,0,0,25,2,20,-22.000
50060,IA,37801,0,0,25,2,20,12.167
50060,IA,37801,0,0,25,2,20,6.833
50060,IA,37801,0,0,25,2,20,3.000
50060,IN,967963,0,362,25,2,20,-21.583
50060,IN,967963,0,362,25,2,20,-22.083
50060,IN,967963,0,362,25,2,20,-12.167
50060,IN,968417,0,1006,25,2,27,-22.084
50060,IN,968417,0,1006,25,2,27,-9.083
50060,IA,38213,0,0,25,2,27,-21.750
50060,IA,38213,0,0,25,2,27,9.083
50060,IA,38213,0,0,25,2,27,12.667
50060,IN,968528,0,1006,25,2,28,-15.250
50060,IA,38276,0,0,25,2,28,-18.000
50060,IA,38276,0,0,25,2,28,15.250
50060,IA,38276,0,0,25,2,28,2.750
50066,IN,967073,0,212,25,2,3,-24.167
50066,IN,967847,0,691,25,2,18,-4.000
50066,IA,38025,0,0,25,2,25,-24.166
50066,IA,38025,0,0,25,2,25,8.583
50066,IA,38025,0,0,25,2,25,15.583
50066,IN,968215,0,605,25,2,25,-8.583
50069,IA,37276,0,0,25,2,10,-10.083
50069,IA,37276,0,0,25,2,10,1.166
50069,IA,37276,0,0,25,2,10,8.917
50069,IN,967406,0,131,25,2,10,-1.166
50069,IA,37344,0,0,25,2,11,-11.250
50069,IA,37344,0,0,25,2,11,4.583
50069,IA,37344,0,0,25,2,11,6.667
50069,IN,967483,0,773,25,2,11,-8.417
50069,IN,967483,0,773,25,2,11,-4.583
50069,IA,38026,0,0,25,2,25,-24.417
50069,IA,38026,0,0,25,2,25,6.250
50069,IA,38026,0,0,25,2,25,18.167
50069,IN,968191,0,773,25,2,25,-6.667
50069,IN,968191,0,773,25,2,25,-6.250
50070,IA,37796,0,0,25,2,20,-19.250
50070,IA,37796,0,0,25,2,20,-19.500
50070,IA,37796,0,0,25,2,20,-5.500
50070,IN,965918,0,189,25,2,20,0.000
50070,IA,37823,0,0,25,2,20,-21.000
50070,IA,37823,0,0,25,2,20,5.417
50070,IA,37823,0,0,25,2,20,15.583
50071,IN,968025,0,419,25,2,25,-18.250
50071,IN,968482,0,277,25,2,28,-3.750
50071,IA,38253,0,0,25,2,28,-35.917
50071,IA,38253,0,0,25,2,28,3.750
50071,IA,38253,0,0,25,2,28,32.167
50075,IA,37365,0,0,25,2,11,-19.750
50075,IA,37365,0,0,25,2,11,14.250
50075,IA,37365,0,0,25,2,11,5.500
50075,IA,37366,0,0,25,2,11,-19.667
50075,IA,37366,0,0,25,2,11,14.167
50075,IA,37366,0,0,25,2,11,5.500
50075,IA,37369,0,0,25,2,11,-24.000
50075,IA,37369,0,0,25,2,11,14.250
50075,IA,37369,0,0,25,2,11,9.750
50075,IA,37375,0,0,25,2,11,-20.417
50075,IA,37375,0,0,25,2,11,14.250
50075,IA,37375,0,0,25,2,11,6.167
50075,IA,37376,0,0,25,2,11,-22.917
50075,IA,37376,0,0,25,2,11,7.084
50075,IA,37376,0,0,25,2,11,15.833
50075,IN,967510,0,228,25,2,12,-21.583
50075,IN,967510,0,228,25,2,12,-45.500
50075,IN,967510,0,228,25,2,12,-23.833
50075,IN,967510,0,228,25,2,12,-69.750
50075,IN,967510,0,228,25,2,12,-23.167
50075,IN,967510,0,228,25,2,12,-23.083
50075,IN,966930,0,157,25,2,14,-22.417
50075,IN,966930,0,157,25,2,14,-23.000
50075,IN,966930,0,157,25,2,14,-23.250
50075,IN,967451,0,163,25,2,21,-14.250
50075,IN,967451,0,163,25,2,21,-16.167
50075,IN,967451,0,163,25,2,21,-14.167
50075,IN,967451,0,163,25,2,21,-14.167
50075,IN,967451,0,163,25,2,21,-48.000
50075,IN,967451,0,163,25,2,21,-23.416
50075,IN,967451,0,163,25,2,21,-23.250
50075,IN,967451,0,163,25,2,21,-22.750
50075,IN,967451,0,163,25,2,21,-14.250
50075,IA,38210,0,0,25,2,27,22.750
50075,IN,968447,0,901,25,2,28,-8.833
50075,IN,968447,0,901,25,2,28,-9.084
50075,IN,968447,0,901,25,2,28,-11.917
50075,IN,968447,0,901,25,2,28,-9.500
50075,IN,968447,0,901,25,2,28,-11.667
50075,IN,968447,0,901,25,2,28,-7.083
50075,IN,968447,0,901,25,2,28,-11.750
50075,IA,38241,0,0,25,2,28,-11.083
50075,IA,38241,0,0,25,2,28,7.083
50075,IA,38241,0,0,25,2,28,4.000
50075,IN,967453,0,163,25,2,28,-9.750
50075,IN,967453,0,163,25,2,28,-23.250
50075,IN,967453,0,163,25,2,28,-21.667
50075,IN,967453,0,163,25,2,28,-22.916
50075,IN,967453,0,163,25,2,28,-14.250
50075,IN,967453,0,163,25,2,28,-23.084
50075,IN,967453,0,163,25,2,28,-22.250
50075,IN,967453,0,163,25,2,28,-22.583
50075,IN,967453,0,163,25,2,28,-7.084
50075,IN,967453,0,163,25,2,28,-22.750
50076,IA,37730,0,0,25,2,19,-29.250
50076,IA,37730,0,0,25,2,19,18.083
50076,IA,37730,0,0,25,2,19,11.167
50076,IN,967883,0,737,25,2,20,-18.083
50081,IN,968389,0,1226,25,2,27,-24.833
50081,IA,38236,0,0,25,2,28,-23.833
50081,IA,38236,0,0,25,2,28,13.333
50081,IA,38236,0,0,25,2,28,10.500
50081,IA,38237,0,0,25,2,28,-24.917
50081,IA,38237,0,0,25,2,28,13.334
50081,IA,38237,0,0,25,2,28,11.583
50081,IN,968448,0,901,25,2,28,-49.167
50081,IN,968448,0,901,25,2,28,-13.333
50081,IN,968448,0,901,25,2,28,-13.334
50082,IA,37579,0,0,25,2,14,-14.667
50082,IA,37579,0,0,25,2,14,1.834
50082,IA,37579,0,0,25,2,14,12.833
50082,IN,967251,0,1131,25,2,14,-1.834
50084,PO,517942,177,0,25,2,27,33.667
50084,PO,517942,177,0,25,2,27,36.083
50084,PO,517942,177,0,25,2,27,32.667
50084,PO,517942,177,0,25,2,27,36.417
50084,PO,517942,177,0,25,2,27,36.167
50084,PO,517942,177,0,25,2,27,71.667
50084,PO,517942,177,0,25,2,27,71.833
50084,PO,517942,177,0,25,2,27,72.000
50084,PO,517942,177,0,25,2,27,33.167
50084,PO,517942,177,0,25,2,27,34.083
50088,IA,37327,0,0,25,2,10,-4.583
50088,IA,37327,0,0,25,2,10,0.416
50088,IA,37327,0,0,25,2,10,4.167
50088,IN,967474,0,286,25,2,10,-0.416
50091,IA,37615,0,0,25,2,17,-31.666
50091,IA,37615,0,0,25,2,17,12.583
50091,IA,37615,0,0,25,2,17,19.083
50091,IN,967795,0,860,25,2,17,-12.583
50091,IA,38219,0,0,25,2,27,-19.083
50091,IA,38219,0,0,25,2,27,3.416
50091,IA,38219,0,0,25,2,27,15.667
50091,IN,968404,0,561,25,2,28,-3.416
50092,IN,966916,0,468,25,2,3,-1.250
50092,IA,36867,0,0,25,2,3,-20.750
50092,IA,36867,0,0,25,2,3,1.250
50092,IA,36867,0,0,25,2,3,19.500
50092,IA,37654,0,0,25,2,17,-19.500
50092,IA,37654,0,0,25,2,17,12.917
50092,IA,37654,0,0,25,2,17,6.583
50092,IN,967791,0,279,25,2,18,-12.917
50093,IA,37322,0,0,25,2,10,-20.000
50093,IA,37322,0,0,25,2,10,5.833
50093,IA,37322,0,0,25,2,10,14.167
50093,IN,967463,0,172,25,2,25,-5.833
50094,IA,37740,0,0,25,2,19,-29.167
50094,IA,37740,0,0,25,2,19,12.167
50094,IA,37740,0,0,25,2,19,17.000
50095,IN,966934,0,828,25,2,3,-0.333
50095,IN,966880,0,195,25,2,11,-2.166
50095,IA,38124,0,0,25,2,26,-8.167
50095,IA,38124,0,0,25,2,26,6.334
50095,IA,38124,0,0,25,2,26,1.833
50095,IN,968173,0,195,25,2,26,-6.334
50095,IN,968321,0,550,25,2,26,-21.333
50096,IN,968157,0,223,25,2,25,-1.917
50096,IN,968245,0,116,25,2,26,-2.417
50096,IN,968245,0,116,25,2,26,-0.500
50096,IA,38075,0,0,25,2,26,-2.750
50096,IA,38075,0,0,25,2,26,0.500
50096,IA,38075,0,0,25,2,26,2.250
50097,IN,967035,0,592,25,2,3,-3.750
50097,IN,967193,0,966,25,2,5,-6.666
50097,IN,967192,0,966,25,2,5,-3.917
50097,IA,37015,0,0,25,2,5,-18.667
50097,IA,37015,0,0,25,2,5,3.917
50097,IA,37015,0,0,25,2,5,14.750
50097,IA,37013,0,0,25,2,5,-25.333
50097,IA,37013,0,0,25,2,5,6.666
50097,IA,37013,0,0,25,2,5,18.667
50097,IN,967216,0,189,25,2,10,-5.000
50097,CR,967444,0,592,25,2,10,3.583
50097,PO,517658,177,0,25,2,14,23.333
50097,PO,517658,177,0,25,2,14,21.667
50097,IN,967755,0,907,25,2,17,-1.166
50097,IA,37644,0,0,25,2,17,-3.333
50097,IA,37644,0,0,25,2,17,1.166
50097,IA,37644,0,0,25,2,17,2.167
50097,IN,968156,0,223,25,2,25,-2.667
50097,IN,968266,0,557,25,2,25,-7.333
50097,IA,38069,0,0,25,2,25,-14.750
50097,IA,38069,0,0,25,2,25,7.333
50097,IA,38069,0,0,25,2,25,7.417
50097,IA,38091,177,0,25,2,26,0.000
50098,IA,36951,0,0,25,2,4,-14.083
50098,IA,36951,0,0,25,2,4,1.500
50098,IA,36951,0,0,25,2,4,12.583
50098,IA,37050,0,0,25,2,5,-12.583
50098,IA,37050,0,0,25,2,5,0.583
50098,IA,37050,0,0,25,2,5,12.000
50098,IN,967179,0,1044,25,2,5,-0.583
50098,IN,967118,0,381,25,2,6,-1.500
50098,IA,37119,0,0,25,2,6,-12.000
50098,IA,37119,0,0,25,2,6,1.750
50098,IA,37119,0,0,25,2,6,10.250
50098,IN,967304,0,212,25,2,7,-1.750
50098,IA,37298,0,0,25,2,10,-10.250
50098,IA,37298,0,0,25,2,10,0.583
50098,IA,37298,0,0,25,2,10,9.667
50098,IA,37299,0,0,25,2,10,-9.667
50098,IA,37299,0,0,25,2,10,0.500
50098,IA,37299,0,0,25,2,10,9.167
50098,IA,37300,0,0,25,2,10,-9.167
50098,IA,37300,0,0,25,2,10,0.500
50098,IA,37300,0,0,25,2,10,8.667
50098,IA,37301,0,0,25,2,10,-8.667
50098,IA,37301,0,0,25,2,10,0.834
50098,IA,37301,0,0,25,2,10,7.833
50098,IN,967405,0,131,25,2,10,-0.500
50098,IN,966852,0,157,25,2,14,-0.834
50098,IN,966851,0,157,25,2,14,-0.500
50098,IN,966849,0,157,25,2,14,-0.583
50098,IN,964074,0,907,25,2,17,-4.083
50098,IA,37652,0,0,25,2,17,-7.833
50098,IA,37652,0,0,25,2,17,4.083
50098,IA,37652,0,0,25,2,17,3.750
50098,IN,967587,0,157,25,2,21,-6.417
50098,IA,37879,0,0,25,2,21,-26.167
50098,IA,37879,0,0,25,2,21,6.417
50098,IA,37879,0,0,25,2,21,19.750
50098,IA,37939,0,0,25,2,24,-3.750
50098,IA,37939,0,0,25,2,24,2.000
50098,IA,37939,0,0,25,2,24,1.750
50098,IA,38048,0,0,25,2,25,-26.417
50098,IA,38048,0,0,25,2,25,2.000
50098,IA,38048,0,0,25,2,25,24.417
50098,IN,966855,0,157,25,2,25,-2.000
50098,IN,968235,0,157,25,2,25,-2.000
50098,IA,38067,0,0,25,2,25,-24.417
50098,IA,38067,0,0,25,2,25,6.250
50098,IA,38067,0,0,25,2,25,18.167
50098,IN,968269,0,157,25,2,25,-6.250
50098,IA,38242,0,0,25,2,28,-18.167
50098,IA,38242,0,0,25,2,28,3.084
50098,IA,38242,0,0,25,2,28,15.083
50098,IA,38243,0,0,25,2,28,-15.083
50098,IA,38243,0,0,25,2,28,1.166
50098,IA,38243,0,0,25,2,28,13.917
50098,IN,968416,0,157,25,2,28,-1.166
50098,IN,968415,0,157,25,2,28,-3.084
50099,IA,38104,0,0,25,2,26,-12.000
50099,IA,38104,0,0,25,2,26,2.083
50099,IA,38104,0,0,25,2,26,9.917
50099,IA,38106,0,0,25,2,26,-9.917
50099,IA,38106,0,0,25,2,26,1.834
50099,IA,38106,0,0,25,2,26,8.083
50099,IN,967229,0,907,25,2,27,-1.834
50099,IN,967228,0,907,25,2,27,-2.083
50102,IN,967245,0,694,25,2,7,-2.667
50102,PO,517973,177,0,25,2,10,20.583
50102,PO,517973,177,0,25,2,10,117.250
50102,PO,517973,177,0,25,2,10,34.750
50102,PO,517973,177,0,25,2,10,34.667
50102,PO,517973,177,0,25,2,10,37.917
50102,PO,517973,177,0,25,2,10,37.667
50102,PO,517973,177,0,25,2,10,37.833
50102,PO,517973,177,0,25,2,10,30.250
50102,PO,517973,177,0,25,2,10,28.917
50102,PO,517973,177,0,25,2,10,40.333
50102,PO,517973,177,0,25,2,10,41.333
50102,IA,37983,0,0,25,2,24,-3.083
50102,IA,37983,0,0,25,2,24,0.250
50102,IA,37983,0,0,25,2,24,2.833
50102,IA,37986,0,0,25,2,24,-2.833
50102,IA,37986,0,0,25,2,24,0.750
50102,IA,37986,0,0,25,2,24,2.083
50102,IA,38047,0,0,25,2,25,-19.917
50102,IA,38047,0,0,25,2,25,0.750
50102,IA,38047,0,0,25,2,25,19.167
50102,IN,968158,0,223,25,2,25,-0.250
50102,IN,966984,0,157,25,2,25,-0.750
50102,IN,968130,0,102,25,2,25,-0.750
50102,IN,966977,0,157,25,2,28,-0.666
50102,IN,968203,0,157,25,2,28,-4.750
50102,IA,38246,0,0,25,2,28,-16.583
50102,IA,38246,0,0,25,2,28,4.750
50102,IA,38246,0,0,25,2,28,11.833
50102,IA,38248,0,0,25,2,28,-11.833
50102,IA,38248,0,0,25,2,28,0.666
50102,IA,38248,0,0,25,2,28,11.167
50104,IA,37122,0,0,25,2,6,-15.417
50104,IA,37122,0,0,25,2,6,13.167
50104,IA,37122,0,0,25,2,6,2.250
50104,IN,967219,0,157,25,2,7,-21.916
50104,IN,967219,0,157,25,2,7,-13.167
50108,IN,966708,0,102,25,2,3,-18.083
50108,IN,966708,0,102,25,2,3,-15.167
50108,IN,967127,0,116,25,2,5,-6.334
50108,IA,37040,0,0,25,2,5,-17.917
50108,IA,37040,0,0,25,2,5,6.334
50108,IA,37040,0,0,25,2,5,11.583
50108,IN,967047,0,753,25,2,6,-3.250
50108,IN,967538,0,557,25,2,11,-3.750
50108,IN,967539,0,557,25,2,11,-3.583
50108,IA,37386,0,0,25,2,11,-11.583
50108,IA,37386,0,0,25,2,11,3.750
50108,IA,37386,0,0,25,2,11,7.833
50108,IA,37387,0,0,25,2,11,-7.833
50108,IA,37387,0,0,25,2,11,3.583
50108,IA,37387,0,0,25,2,11,4.250
50108,IA,37419,0,0,25,2,12,-18.000
50108,IA,37419,0,0,25,2,12,10.500
50108,IA,37419,0,0,25,2,12,7.500
50108,IN,967435,0,189,25,2,13,-10.500
50108,IA,37739,0,0,25,2,19,-3.917
50108,IA,37739,0,0,25,2,19,2.500
50108,IA,37739,0,0,25,2,19,1.417
50108,IN,967911,0,209,25,2,19,-2.500
50109,IA,37129,0,0,25,2,6,-41.833
50109,IA,37129,0,0,25,2,6,19.916
50109,IA,37129,0,0,25,2,6,21.917
50109,IN,967211,0,157,25,2,7,-1.500
50109,IN,967211,0,157,25,2,7,-19.916
50109,PO,518305,177,0,25,2,26,31.583
50109,PO,518305,177,0,25,2,26,30.583
50109,PO,518305,177,0,25,2,26,33.250
50109,PO,518305,177,0,25,2,26,32.833
50109,PO,518305,177,0,25,2,26,33.500
50109,PO,518305,177,0,25,2,26,34.000
50109,PO,518305,177,0,25,2,26,28.333
50109,PO,518305,177,0,25,2,26,20.500
50109,PO,518305,177,0,25,2,26,32.167
50109,PO,518305,177,0,25,2,26,30.917
50109,PO,518305,177,0,25,2,26,33.500
50109,PO,518305,177,0,25,2,26,32.417
50109,IA,38228,177,0,25,2,28,0.000
50111,IN,967385,0,550,25,2,7,-11.000
50111,IA,37289,0,0,25,2,10,-35.584
50111,IA,37289,0,0,25,2,10,4.667
50111,IA,37289,0,0,25,2,10,30.917
50111,IA,37581,0,0,25,2,14,-30.917
50111,IA,37581,0,0,25,2,14,0.667
50111,IA,37581,0,0,25,2,14,30.250
50111,IN,967718,0,286,25,2,14,-0.667
50111,IN,967831,0,550,25,2,18,-10.250
50111,IA,37695,0,0,25,2,18,-30.250
50111,IA,37695,0,0,25,2,18,10.250
50111,IA,37695,0,0,25,2,18,20.000
50111,IN,967830,0,550,25,2,19,0.000
50111,IA,37843,0,0,25,2,20,-20.000
50111,IA,37843,0,0,25,2,20,3.167
50111,IA,37843,0,0,25,2,20,16.833
50111,IN,968010,0,550,25,2,20,-3.167
50111,IN,967408,0,103,25,2,21,-4.667
