BDPONO_PurchaseOrderNumber,BDVNDR_VendorCode,VNAME_VendorName,BDRECD_RecordFlag,BDITEM_ItemNumber,BDCRTD_CreationDate,BDRPDATE_RequiredDate,BDOQOO_QuantityOrdered,BDIUOM_UnitOfMeasure,BDCQOO_ConfirmedQuantity,BDOOQ_OtherOrderedQuantity,BDTIQR_TimeInQueue,BDPOCDATE_PurchaseOrderDate,BDRCCDATE_ReceiptConfirmationDate
517431,571,"TREK METALS INC                    ",C,50656,"6.000 BAR HF 4140 125KSI QT        ",20240404,180.750,"FT ",0.000,17100.000,171.834,20240403,20240405
517031,545,"PISEC GROUP AMERICA LLC            ",C,50656,"6.000 BAR HF 4140 125KSI QT        ",20240103,167.833,"FT ",0.000,20000.000,196.749,20240102,20240103
516666,545,"PISEC GROUP AMERICA LLC            ",C,50656,"6.000 BAR HF 4140 125KSI QT        ",20231016,200.833,"FT ",0.000,20000.000,205.250,20230912,20231018
513426,247,"MAGELLAN CORPORATION               ",C,50659,"8.000 BAR HF 4130 80KSI NQT        ",20220831,241.000,"FT ",0.000,40000.000,0.000,20211222,0
512325,571,"TREK METALS INC                    ",C,50659,"8.000 BAR HF 4130 80KSI NQT        ",20220630,120.500,"FT ",0.000,20000.000,107.334,20210806,20220616
514953,792,"SOUTHWEST ALLOYS LLC               ",C,50660,"6.750 BAR HF 4130 75KSI NQT        ",20220630,184.000,"FT ",0.000,23140.000,184.583,20220610,20220706
518345,130,"METALLUS                           ",C,50671,"15.000 BAR 8630 NORM               ",20250129,60.250,"FT ",0.000,40000.000,78.250,20241115,20250130
517969,130,"METALLUS                           ",C,50671,"15.000 BAR 8630 NORM               ",20241202,135.000,"FT ",0.000,80000.000,139.666,20240828,20241204
516858,130,"METALLUS                           ",C,50671,"15.000 BAR 8630 NORM               ",20240112,60.250,"FT ",0.000,40000.000,80.583,20231103,20240112
515245,129,"FINKL STEEL - SOREL                ",C,50671,"15.000 BAR 8630 NORM               ",20221107,126.000,"FT ",0.000,80000.000,121.000,20220810,20221206
514920,130,"METALLUS                           ",C,50671,"15.000 BAR 8630 NORM               ",20230320,60.250,"FT ",0.000,40000.000,80.083,20220608,20230320
514660,130,"METALLUS                           ",C,50671,"15.000 BAR 8630 NORM               ",20230317,126.000,"FT ",0.000,80000.000,141.083,20220510,20230320
514399,129,"FINKL STEEL - SOREL                ",C,50671,"15.000 BAR 8630 NORM               ",20220708,72.000,"FT ",0.000,40000.000,67.667,20220414,20220711
515562,474,"ARTROM STEEL TUBES SA              ",C,50673,"3.240 2.376 .432 CD 4130 P110 QT   ",20230407,3092.833,"FT ",0.000,40000.000,3139.999,20221028,20230413
514860,474,"ARTROM STEEL TUBES SA              ",C,50673,"3.240 2.376 .432 CD 4130 P110 QT   ",20230220,1707.083,"FT ",0.000,22046.000,1836.667,20220603,20230216
514673,113,"MICHIGAN SEAMLESS TUBE, LLC.       ",C,50673,"3.240 2.376 .432 CD 4130 P110 QT   ",20230127,1558.000,"FT ",0.000,20192.000,1619.500,20220511,20230203
513796,113,"MICHIGAN SEAMLESS TUBE, LLC.       ",C,50673,"3.240 2.376 .432 CD 4130 P110 QT   ",20221101,1552.833,"FT ",0.000,20192.000,1714.334,20220217,20221111
518369,219,"CUSTOMER                           ",C,50678,"FREIGHT CHARGES                    ",20241122,1.000,"EA ",0.000,1.000,1.000,20241122,20241122
517598,219,"CUSTOMER                           ",C,50678,"FREIGHT CHARGES                    ",20240516,1.000,"EA ",0.000,1.000,1.000,20240516,20240516
517194,219,"CUSTOMER                           ",C,50678,"FREIGHT CHARGES                    ",20240215,1.000,"EA ",0.000,1.000,1.000,20240215,20240215
517173,219,"CUSTOMER                           ",C,50678,"FREIGHT CHARGES                    ",20240212,1.000,"EA ",0.000,1.000,1.000,20240212,20240213
517148,219,"CUSTOMER                           ",C,50678,"FREIGHT CHARGES                    ",20240130,1.000,"EA ",0.000,1.000,1.000,20240205,20240207
517133,219,"CUSTOMER                           ",C,50678,"FREIGHT CHARGES                    ",20240130,1.000,"EA ",0.000,1.000,1.000,20240130,20240131
516904,219,"CUSTOMER                           ",C,50678,"FREIGHT CHARGES                    ",20231121,1.000,"EA ",0.000,1.000,1.000,20231121,20231121
515485,738,"HOLBERT STEEL OF LA LLC            ",C,50678,"FREIGHT CHARGES                    ",20221003,1.000,"EA ",0.000,1.000,1.000,20221003,20221003
518675,395,"ELLWOOD INVESTMENT COMPANY         ",A,50684,"19.000 BAR HF 4130 M7 NORM         ",20250515,40.000,"FT ",40.000,40000.000,0.000,20250213,0
518242,395,"ELLWOOD INVESTMENT COMPANY         ",C,50684,"19.000 BAR HF 4130 M7 NORM.        ",20250211,34.000,"FT ",0.000,37000.000,41.917,20241023,20250218
515049,474,"ARTROM STEEL TUBES SA              ",C,50688,9.000 6.500 1.250 HF 4140 125KSI QT,20221021,381.583,"FT ",0.000,40000.000,422.917,20220630,20221111
515357,474,"ARTROM STEEL TUBES SA              ",C,50689,"7.250 4.250 1.500 HF 4140 LN80 QT  ",20221209,441.833,"FT ",0.000,40000.000,510.000,20220901,20221229
516499,184,"VALBRUNA STAINLESS                 ",C,50694,"3.500 BAR HF 17-4 HH 1150          ",20230714,18.000,"FT ",0.000,607.000,18.667,20230712,20230718
516428,167,"ESP SPECIALTY STEEL PRODUCTS       ",C,50694,"3.500 BAR HF 17-4 HH 1150          ",20230623,11.000,"FT ",0.000,352.000,10.333,20230622,20230626
515584,167,"ESP SPECIALTY STEEL PRODUCTS       ",C,50694,"3.500 BAR HF 17-4 HH 1150          ",20221103,22.000,"FT ",0.000,750.000,22.834,20221102,20221104
517065,247,"MAGELLAN CORPORATION               ",C,50697,"19.000 BAR HF 4130 80KSI NQT       ",20240117,40.167,"FT ",0.000,40000.000,41.250,20240110,20240118
514669,694,"FRISA METALS LLC                   ",C,50697,"19.000 BAR HF 4130 75KSI NQT       ",20220930,126.000,"FT ",0.000,120000.000,116.251,20220510,20221201
518239,792,"SOUTHWEST ALLOYS LLC               ",C,50700,"13.000 BAR HF 4130 80KSI NQT       ",20241025,36.000,"FT ",0.000,16534.000,35.584,20241023,20241029
518093,792,"SOUTHWEST ALLOYS LLC               ",C,50700,"13.000 BAR HF 4130 80KSI NQT       ",20240926,20.500,"FT ",0.000,9303.000,20.000,20240925,20240927
517578,792,"SOUTHWEST ALLOYS LLC               ",C,50700,"13.000 BAR HF 4130 80KSI NQT       ",20240515,20.083,"FT ",0.000,9400.000,20.000,20240513,20240515
513989,183,"DUFERCO STEEL INC.                 ",C,50719,"1.750 BAR HF 4130 80KSI QT         ",20220531,2450.167,"FT ",0.000,20000.000,1863.751,20220309,20220608
518614,130,"METALLUS                           ",A,50721,"12.000 9.500 1.250 HF 4140 LN80 QT ",20250428,144.000,"FT ",144.000,20000.000,0.000,20250129,0
517036,177,"TENARIS GLOBAL SERVICES            ",C,50721,"12.000 9.500 1.250 HF 4140 LN80 QT ",20240906,302.500,"FT ",0.000,44055.000,293.417,20240103,20240906
513730,177,"TENARIS GLOBAL SERVICES            ",C,50721,"12.000 9.500 1.250 HF 4140 LN80 QT ",20221231,420.000,"FT ",0.000,60000.000,479.667,20220208,20221216
512779,177,"TENARIS GLOBAL SERVICES            ",C,50721,"12.000 9.500 1.250 HF 4140 LN80 QT ",20220930,220.917,"FT ",0.000,33060.000,307.833,20211011,20220912
515380,571,"TREK METALS INC                    ",C,50723,"7.500 BAR HF 4140 80KSI NQT        ",20220909,140.583,"FT ",0.000,20000.000,130.666,20220908,20220912
515210,792,"SOUTHWEST ALLOYS LLC               ",C,50723,"7.500 BAR HF 4140 80KSI NQT        ",20220803,69.000,"FT ",0.000,10318.000,67.833,20220801,20220831
514972,571,"TREK METALS INC                    ",C,50723,"7.500 BAR HF 4140 80KSI NQT        ",20220615,96.000,"FT ",0.000,15000.000,97.666,20220615,20220627
514043,177,"TENARIS GLOBAL SERVICES            ",C,50724,12.500 9.500 1.500 HF 4130M 110-125,20230403,461.917,"FT ",0.000,80000.000,528.000,20220316,20230428
513111,177,"TENARIS GLOBAL SERVICES            ",C,50724,12.500 9.500 1.500 HF 4130M 110-125,20220708,443.667,"FT ",0.000,79380.000,423.251,20211115,20220630
512670,177,"TENARIS GLOBAL SERVICES            ",C,50724,12.500 9.500 1.500 HF 4130M 110-125,20220725,463.833,"FT ",0.000,80027.800,457.000,20210923,20220714
516799,130,"METALLUS                           ",C,50733,"12.000 BAR HF 8630 NORM            ",20240112,75.000,"FT ",0.000,30000.000,94.416,20231017,20240123
516166,129,"FINKL STEEL - SOREL                ",C,50733,"12.000 BAR HF 8630 NORM            ",20230717,98.250,"FT ",0.000,42000.000,91.667,20230404,20230711
515416,130,"METALLUS                           ",C,50733,"12.000 BAR HF 8630 AR              ",20231009,116.583,"FT ",0.000,40000.000,125.417,20230109,20231010
515006,130,"METALLUS                           ",C,50733,"12.000 BAR HF 8630 NORM            ",20230210,54.000,"FT ",0.000,20000.000,61.833,20220621,20230214
513661,130,"METALLUS                           ",C,50736,"4.750 3.625 .563 HF 4140 125KSI QT ",20220901,2389.917,"FT ",0.000,60000.000,0.000,20220128,0
513655,177,"TENARIS GLOBAL SERVICES            ",C,50736,"4.750 3.625 .563 HF 4140 125KSI QT ",20230131,2389.917,"FT ",0.000,60000.000,2807.501,20220128,20230106
517159,247,"MAGELLAN CORPORATION               ",C,50740,"16.000 BAR HF 4140 110KSI NQT      ",20240214,24.000,"FT ",0.000,16800.000,24.167,20240206,20240215
514585,694,"FRISA METALS LLC                   ",C,50740,"16.000 BAR HF 4140 110KSI NQT      ",20220919,60.250,"FT ",0.000,40000.000,41.416,20220505,20220907
517533,453,"HYQUALITY ALLOYS LLC               ",C,50742,"17.000 BAR HF 4130 80KSI NQT       ",20240430,150.000,"FT ",0.000,121937.000,152.333,20240426,20240430
517471,453,"HYQUALITY ALLOYS LLC               ",C,50742,"17.000 BAR HF 4130 80KSI NQT       ",20240416,19.000,"FT ",0.000,15300.000,19.250,20240415,20240417
514668,694,"FRISA METALS LLC                   ",C,50742,"17.000 BAR HF 4130 80KSI NQT       ",20220822,20.000,"FT ",0.000,1.000,0.000,20220510,0
513786,247,"MAGELLAN CORPORATION               ",C,50742,"17.000 BAR HF 4130 80KSI NQT       ",20220921,60.250,"FT ",0.000,40000.000,43.084,20220216,20220923
518756,183,"DUFERCO STEEL INC.                 ",C,50744,"16.000 BAR HF 4130 80KSI NQT       ",20250310,18.167,"FT ",0.000,13018.000,18.167,20250305,20250311
516113,247,"MAGELLAN CORPORATION               ",C,50744,"16.000 BAR HF 4130 80KSI NQT       ",20231220,40.167,"FT ",0.000,30678.000,0.000,20230321,0
515183,694,"FRISA METALS LLC                   ",C,50744,"16.000 BAR HF 4130 80KSI NQT       ",20221230,60.000,"FT ",0.000,40000.000,45.833,20220727,20221121
514952,792,"SOUTHWEST ALLOYS LLC               ",C,50744,"16.000 BAR HF 4130 80KSI NQT       ",20220729,42.000,"FT ",0.000,30467.000,44.167,20220610,20220801
514951,792,"SOUTHWEST ALLOYS LLC               ",C,50744,"16.000 BAR HF 4130 80KSI NQT       ",20220729,40.167,"FT ",0.000,27897.000,0.000,20220610,0
518763,792,"SOUTHWEST ALLOYS LLC               ",C,50749,"13.000 BAR HF 4140 110KSI QT       ",20250307,31.500,"FT ",0.000,16000.000,34.334,20250305,20250312
518388,415,"DURA-BAR METAL SERVICES            ",C,50750,"10.500 BAR HF 80-55-06             ",20241209,240.000,"FT ",0.000,70785.000,242.417,20241203,20241209
518229,415,"DURA-BAR METAL SERVICES            ",C,50750,"10.500 BAR HF 80-55-06             ",20241025,78.000,"FT ",0.000,23595.000,80.750,20241022,20241025
518203,415,"DURA-BAR METAL SERVICES            ",C,50750,"10.500 BAR HF 80-55-06             ",20241021,6.000,"FT ",0.000,1815.000,6.250,20241017,20241021
518109,415,"DURA-BAR METAL SERVICES            ",C,50750,"10.500 BAR HF 80-55-06             ",20241004,66.000,"FT ",0.000,19965.000,68.167,20240926,20241003
514826,474,"ARTROM STEEL TUBES SA              ",C,50753,"6.000 4.000 1.000 HF 4140 LN80 QT  ",20220930,403.333,"FT ",0.000,22046.000,447.915,20220526,20220831
518525,183,"DUFERCO STEEL INC.                 ",C,50756,"5.000 BAR HF 1018 AR..             ",20250113,46.000,"FT ",0.000,3122.000,45.417,20250110,20250120
516105,571,"TREK METALS INC                    ",C,50756,"5.000 BAR HF 1018 AR               ",20230321,92.000,"FT ",0.000,6200.000,92.000,20230320,20230323
514564,538,"GLOBAL FORMING TECHNOLOGIES LTD    ",C,50757,"7.000 4.500 1.250 HF 4130M QT P110 ",20221231,520.000,"FT ",0.000,40000.000,463.666,20220429,20230308
518733,130,"METALLUS                           ",A,50759,"5.000 4.000 .500 HF 4130 LN80 QT   ",20250519,840.000,"FT ",840.000,20000.000,0.000,20250226,0
514923,177,"TENARIS GLOBAL SERVICES            ",C,50759,"5.000 4.000 .500 HF 4130 LN80 QT   ",20230228,923.833,"FT ",0.000,22050.000,1081.416,20220608,20230428
514478,177,"TENARIS GLOBAL SERVICES            ",C,50759,"5.000 4.000 .500 HF 4130 LN80 QT   ",20230228,1666.917,"FT ",0.000,40000.000,1933.836,20220422,20230406
515242,415,"DURA-BAR METAL SERVICES            ",C,50765,"14.000 BAR HF 65-45-12             ",20220815,12.000,"FT ",0.000,6334.000,12.333,20220808,20220816
514966,794,"AMERICAN IRON & ALLOYS LLC         ",C,50765,"14.000 BAR HF 65-45-12             ",20220626,18.000,"FT ",0.000,9693.000,18.500,20220614,20220628
514911,415,"DURA-BAR METAL SERVICES            ",C,50765,"14.000 BAR HF 65-45-12             ",20220815,18.000,"FT ",0.000,9501.000,18.667,20220607,20220816
514823,571,"TREK METALS INC                    ",C,50766,"8.000 BAR HF 4140 80KSI NQT        ",20221017,120.500,"FT ",0.000,20000.000,0.000,20220526,0
514201,571,"TREK METALS INC                    ",C,50766,"8.000 BAR HF 4140 80KSI NQT        ",20221024,120.500,"FT ",0.000,20000.000,119.500,20220329,20221118
513788,571,"TREK METALS INC                    ",C,50766,"8.000 BAR HF 4140 80KSI NQT        ",20221024,60.250,"FT ",0.000,10000.000,59.000,20220216,20221118
517725,453,"HYQUALITY ALLOYS LLC               ",C,50776,"6.750 BAR HF 4140 AR               ",20240621,112.000,"FT ",0.000,14000.000,115.583,20240619,20240621
515538,247,"MAGELLAN CORPORATION               ",C,50785,"4.750 BAR HF 4140 80KSI QT         ",20230228,160.667,"FT ",0.000,10000.000,216.168,20221018,20230222
515345,571,"TREK METALS INC                    ",C,50785,"4.750 BAR HF 4140 80KSI QT         ",20230210,341.417,"FT ",0.000,20000.000,312.917,20220831,20230210
513320,571,"TREK METALS INC                    ",C,50785,"4.750 BAR HF 4140 80KSI QT         ",20220630,341.417,"FT ",0.000,20000.000,316.000,20211214,20220715
518432,444,"BGH SPECIALTY STEEL INC            ",C,50788,"4.000 BAR HF 420M 80KSI MYS        ",20241217,234.000,"FT ",0.000,10000.000,235.166,20241216,20241218
518035,167,"ESP SPECIALTY STEEL PRODUCTS       ",C,50788,"4.000 BAR HF 420M 80KSI MYS        ",20240918,234.000,"FT ",0.000,10200.000,238.166,20240913,20240919
517763,444,"BGH SPECIALTY STEEL INC            ",C,50788,"4.000 BAR HF 420M 80KSI MYS        ",20240628,180.000,"FT ",0.000,7412.000,174.167,20240627,20240628
515061,130,"METALLUS                           ",C,50793,"14.000 BAR HF 4130M7 ANN           ",20230306,80.333,"FT ",0.000,40000.000,0.000,20220630,0
514996,130,"METALLUS                           ",C,50793,"14.000 BAR HF 4130M7 ANN           ",20230530,80.000,"FT ",0.000,40000.000,87.750,20220620,20230606
513365,395,"ELLWOOD INVESTMENT COMPANY         ",C,50793,"14.000 BAR HF 4130M7 ANN           ",20220523,80.333,"FT ",0.000,41800.000,80.332,20211217,20220613
516178,129,"FINKL STEEL - SOREL                ",C,50797,"14.000 BAR HF 8630 85KSI NQT       ",20230421,15.000,"FT ",0.000,8330.000,15.500,20230406,20230424
512463,130,"METALLUS                           ",C,50800,"8.500 5.000 1.750 HF 4140 P110 QT  ",20220725,321.333,"FT ",0.000,40000.000,316.584,20210819,20220811
515521,130,"METALLUS                           ",C,50814,12.500 2.750 4.875 HF 4130 M7 T95 Q,20230331,60.000,"FT ",0.000,20000.000,0.000,20221012,0
514687,177,"TENARIS GLOBAL SERVICES            ",C,50821,7.750 4.250 1.750 HF 4140 125KSI QT,20221215,361.500,"FT ",0.000,40000.000,410.250,20220512,20221221
513286,130,"METALLUS                           ",C,50821,7.750 4.250 1.750 HF 4140 125KSI QT,20220926,360.000,"FT ",0.000,40000.000,358.167,20211208,20220929
518613,130,"METALLUS                           ",A,50826,"9.500 7.500 1.000 HF 4140 LN80 QT. ",20250428,220.917,"FT ",220.917,20000.000,0.000,20250129,0
518330,474,"ARTROM STEEL TUBES SA              ",C,50826,"9.500 7.500 1.000 HF 4140 LN80 QT  ",20250228,216.000,"FT ",0.000,20000.000,254.417,20241115,20250307
516007,474,"ARTROM STEEL TUBES SA              ",C,50826,"9.500 7.500 1.000 HF 4140 LN80 QT  ",20230630,242.000,"FT ",0.000,22046.000,263.916,20230221,20230707
515635,177,"TENARIS GLOBAL SERVICES            ",C,50826,"9.500 7.500 1.000 HF 4140 LN80 QT  ",20230909,322.667,"FT ",0.000,30000.000,438.583,20221111,20230927
512639,177,"TENARIS GLOBAL SERVICES            ",C,50826,"9.500 7.500 1.000 HF 4140 LN80 QT  ",20220725,383.167,"FT ",0.000,34549.000,378.084,20210917,20230327
517496,130,"METALLUS                           ",C,50831,"12.000 BAR HF 4330V AR             ",20240529,80.333,"FT ",0.000,28000.000,77.500,20240419,20240528
516522,130,"METALLUS                           ",C,50831,"12.000 BAR HF 4330V AR             ",20240304,100.417,"FT ",0.000,40000.000,99.333,20230718,20240304
516089,130,"METALLUS                           ",C,50831,"12.000 BAR HF 4330V AR             ",20230918,100.417,"FT ",0.000,40000.000,100.667,20230315,20231002
514498,130,"METALLUS                           ",C,50831,"12.000 BAR HF 4330V AR             ",20230630,200.833,"FT ",0.000,80000.000,0.000,20220422,0
514388,130,"METALLUS                           ",C,50831,"12.000 BAR HF 4330V AR             ",20230530,100.417,"FT ",0.000,40000.000,117.916,20220414,20230530
513167,763,"SeAH GLOBAL INC                    ",C,50831,"12.000 BAR HF 4330V AR             ",20220919,124.000,"FT ",0.000,52000.000,145.000,20211119,20220825
516497,183,"DUFERCO STEEL INC.                 ",C,50832,"12.500 BAR HF 1018 NORM            ",20230713,22.000,"FT ",0.000,9363.000,21.583,20230712,20230717
515857,183,"DUFERCO STEEL INC.                 ",C,50832,"12.500 BAR HF 1018 NORM            ",20230123,10.000,"FT ",0.000,4423.000,13.583,20230116,20230125
513484,247,"MAGELLAN CORPORATION               ",C,50833,"6.750 BAR HF 4130 80KSI NQT        ",20220729,321.333,"FT ",0.000,40000.000,357.167,20220105,20220627
515496,247,"MAGELLAN CORPORATION               ",C,50838,"20.000 BAR 4140 FRT ANN            ",20221007,20.000,"FT ",0.000,18500.000,17.000,20221005,20221011
518383,130,"METALLUS                           ",C,50839,"8.500 BAR HF 4130 M7 ANN.          ",20250207,200.833,"FT ",0.000,40000.000,280.501,20241203,20250210
514504,130,"METALLUS                           ",C,50839,"8.500 BAR HF 4130 M7 ANN           ",20230103,421.750,"FT ",0.000,80000.000,0.000,20220422,0
513550,130,"METALLUS                           ",C,50839,"8.500 BAR HF 4130 M7 ANN           ",20220722,522.167,"FT ",0.000,100000.000,648.084,20220113,20220808
517077,177,"TENARIS GLOBAL SERVICES            ",C,50840,8.000 5.000 1.500 HF 4140 125KSI QT,20240708,300.832,"FT ",0.000,32322.000,309.666,20240115,20240726
513874,177,"TENARIS GLOBAL SERVICES            ",C,50840,8.000 5.000 1.500 HF 4140 125KSI QT,20230210,220.917,"FT ",0.000,22070.000,162.083,20220228,20230208
518331,130,"METALLUS                           ",C,50844,"5.250 3.375 .938 4130M7 125KSI     ",20250228,463.833,"FT ",0.000,20000.000,522.083,20241115,20250314
517850,130,"METALLUS                           ",C,50844,"5.250 3.375 .938 4130M7 125KSI QT  ",20241028,544.500,"FT ",0.000,23492.000,542.999,20240731,20241105
514373,130,"METALLUS                           ",C,50844,"5.250 3.375 .938 HF 4130M7 125 KSI ",20221212,460.000,"FT ",0.000,20000.000,0.000,20220414,0
513502,177,"TENARIS GLOBAL SERVICES            ",C,50844,"5.250 3.375 .938 HF 4130M7 125 KSI ",20221231,460.000,"FT ",0.000,20000.000,516.918,20220107,20221228
512805,130,"METALLUS                           ",C,50844,"5.250 3.375 .938 HF 4130M7 125 KSI ",20220718,463.833,"FT ",0.000,20000.000,522.250,20211013,20220721
514199,571,"TREK METALS INC                    ",C,50854,"11.000 BAR HF 4340 ANN++           ",20220729,100.417,"FT ",0.000,30000.000,97.333,20220329,20220805
514198,571,"TREK METALS INC                    ",C,50854,"11.000 BAR HF 4340 ANN++           ",20220729,160.667,"FT ",0.000,50000.000,155.750,20220329,20220805
518701,130,"METALLUS                           ",A,50856,"8.750 7.250 .750 HF 4140 125KSI QT ",20250515,623.500,"FT ",623.500,40000.000,0.000,20250220,0
517734,130,"METALLUS                           ",C,50856,"8.750 7.250 .750 HF 4140 125KSI QT ",20240920,1250.333,"FT ",0.000,80000.000,1180.085,20240620,20240917
517597,177,"TENARIS GLOBAL SERVICES            ",C,50856,"8.750 7.250 .750 HF 4140 125KSI QT ",20250206,685.667,"FT ",0.000,44000.000,753.416,20240516,20250213
517568,177,"TENARIS GLOBAL SERVICES            ",C,50856,"8.750 7.250 .750 HF 4140 125KSI QT ",20250207,625.167,"FT ",0.000,40000.000,660.499,20240508,20250212
517252,871,"METALLUS                           ",C,50856,"8.750 7.250 .750 HF 4140 125KSI QT ",20240531,623.500,"FT ",0.000,40000.000,511.416,20240227,20240531
514690,177,"TENARIS GLOBAL SERVICES            ",C,50856,8.750 7.250 .750 HF  4140 125KSI QT,20230131,1867.750,"FT ",0.000,120000.000,1890.498,20220512,20230213
513665,130,"METALLUS                           ",C,50856,8.750 7.250 .750 HF  4140 125KSI QT,20230116,1240.000,"FT ",0.000,80000.000,1190.165,20220128,20230126
512964,177,"TENARIS GLOBAL SERVICES            ",C,50856,"8.750 7.250 .750 HF 4140 125KSI QT ",20220731,736.000,"FT ",0.000,46252.000,716.500,20211102,20220822
512905,474,"ARTROM STEEL TUBES SA              ",C,50856,8.750 7.250 .750 HF  4140 125KSI QT,20220615,620.000,"FT ",0.000,40000.000,610.833,20211026,20220728
512380,130,"METALLUS                           ",C,50856,8.750 7.250 .750 HF  4140 125/140KS,20220620,1242.000,"FT ",0.000,80000.000,1319.000,20210811,20220628
518474,130,"METALLUS                           ",A,50863,"4.750 2.500 1.125 HF 4140 L/N80    ",20250325,923.833,"FT ",923.833,40000.000,0.000,20241231,0
517912,130,"METALLUS                           ",C,50863,"4.750 2.500 1.125 HF 4140 LN80     ",20241125,463.833,"FT ",0.000,20000.000,437.830,20240815,20241204
517910,177,"TENARIS GLOBAL SERVICES            ",C,50863,"4.750 2.500 1.125 HF 4140 LN80     ",20250203,463.833,"FT ",0.000,20000.000,473.083,20240815,20250214
518123,247,"MAGELLAN CORPORATION               ",C,50864,"3.250 BAR HF 4140 80KSI QT..       ",20241007,704.000,"FT ",0.000,20000.000,725.833,20241001,20241004
514890,571,"TREK METALS INC                    ",C,50864,"3.250 BAR HF 4140 80KSI QT         ",20221219,883.667,"FT ",0.000,25000.000,0.000,20220605,0
514889,571,"TREK METALS INC                    ",C,50864,"3.250 BAR HF 4140 80KSI QT         ",20221230,522.167,"FT ",0.000,15000.000,646.251,20220605,20221219
513642,571,"TREK METALS INC                    ",C,50864,"3.250 BAR HF 4140 80KSI QT         ",20220930,1425.917,"FT ",0.000,40000.000,1441.167,20220126,20221106
513347,530,"STEEL DYNAMICS                     ",C,50864,"3.250 BAR HF 4140 80KSI QT         ",20220914,702.917,"FT ",0.000,20000.000,761.333,20211216,20220916
516349,792,"SOUTHWEST ALLOYS LLC               ",C,50877,"4.000 BAR HF 4130 80KSI NQT++      ",20230701,220.000,"FT ",0.000,9705.000,222.417,20230526,20230707
517897,792,"SOUTHWEST ALLOYS LLC               ",C,50878,"5.750 BAR HF 4140 110KSI QT++      ",20240815,399.000,"FT ",0.000,36100.000,396.333,20240813,20240816
517875,792,"SOUTHWEST ALLOYS LLC               ",C,50878,"5.750 BAR HF 4140 110KSI QT++      ",20240809,414.000,"FT ",0.000,36787.000,402.834,20240807,20240812
514802,247,"MAGELLAN CORPORATION               ",C,50879,"7.500 BAR HF 4130 80KSI NQT        ",20220930,341.417,"FT ",0.000,50000.000,331.334,20220526,20220927
513757,247,"MAGELLAN CORPORATION               ",C,50879,"7.500 BAR HF 4130 80KSI NQT        ",20220930,200.833,"FT ",0.000,30000.000,205.667,20220209,20220928
514931,571,"TREK METALS INC                    ",C,50881,"17.000 BAR HF 4130 75KSI NQT++     ",20221031,108.000,"FT ",0.000,80000.000,95.917,20220608,20221101
518557,571,"TREK METALS INC                    ",C,50882,"4.750 BAR HF 4130 80KSI NQT        ",20250121,241.000,"FT ",0.000,15000.000,245.000,20250120,20250120
514540,545,"PISEC GROUP AMERICA LLC            ",C,50882,"4.750 BAR HF 4130 80KSI NQT        ",20220531,602.500,"FT ",0.000,36883.000,593.417,20220428,20220614
514283,571,"TREK METALS INC                    ",C,50882,"4.750 BAR HF 4130 80KSI NQT        ",20221219,656.332,"FT ",0.000,40000.000,607.416,20220406,20230119
514279,571,"TREK METALS INC                    ",C,50882,"4.750 BAR HF 4130 80KSI NQT        ",20220831,582.417,"FT ",0.000,35000.000,739.250,20220405,20220815
513339,530,"STEEL DYNAMICS                     ",C,50882,"4.750 BAR HF 4130 80KSI NQT        ",20221107,1325.500,"FT ",0.000,80000.000,1276.583,20211216,20221207
513223,247,"MAGELLAN CORPORATION               ",C,50882,"4.750 BAR HF 4130 80KSI NQT        ",20220831,803.333,"FT ",0.000,48000.000,0.000,20211202,0
518672,792,"SOUTHWEST ALLOYS LLC               ",C,50884,"13.000 BAR HF 4130 75KSI NQT       ",20250213,100.417,"FT ",0.000,49428.000,106.084,20250211,20250218
518671,792,"SOUTHWEST ALLOYS LLC               ",C,50884,"13.000 BAR HF 4130 75KSI NQT       ",20250213,60.250,"FT ",0.000,26412.000,56.917,20250211,20250214
518265,130,"METALLUS                           ",A,50887,"12.500 8.000 2.250 4130M 125KSI    ",20250428,339.333,"FT ",87.500,80000.000,251.833,20241030,20250304
515378,132,"VALLOUREC USA CORPORATION          ",C,50887,"12.500 8.000 2.250 4130M 125KSI QT ",20230817,341.417,"FT ",0.000,86208.000,329.000,20220908,20230908
514042,132,"VALLOUREC USA CORPORATION          ",C,50887,"12.500 8.000 2.250 4130M 125-140Y  ",20221216,321.333,"FT ",0.000,80000.000,344.999,20220316,20221212
512859,132,"VALLOUREC USA CORPORATION          ",C,50887,"12.500 8.000 2.250 4130M 125-140Y  ",20220725,322.000,"FT ",0.000,80000.000,326.333,20211020,20220906
518859,183,"DUFERCO STEEL INC.                 ",A,50891,"4.750 BAR HF 1018 AR               ",20250331,80.333,"FT ",80.333,4414.000,0.000,20250326,0
517819,183,"DUFERCO STEEL INC.                 ",C,50891,"4.750 BAR HF 1018 AR               ",20240724,120.000,"FT ",0.000,7341.000,118.333,20240719,20240724
517110,571,"TREK METALS INC                    ",C,50891,"4.750 BAR HF 1018 AR               ",20240124,100.417,"FT ",0.000,6100.000,100.250,20240123,20240125
516987,571,"TREK METALS INC                    ",C,50891,"4.750 BAR HF 1018 AR               ",20240115,100.417,"FT ",0.000,6200.000,100.167,20231214,20240111
