ITITEM_ItemNumber,ITTAG_TagNumber,ITTDES_TagDescription,ITLNTH_LengthFeet,ITTPCS_NumberOfPieces,ITHEAT_HeatNumber,ITV301_VendorOrBatchCode,ITLOCT_StorageLocation,ITTQTY_TotalQuantity,ITRQTY_ReservedQuantity,IMFSP2_ItemFamilyGroup
50152," 299264",11.000 8.250 1.375 HF 4130M P110 QT,391.0000,1.000,"54582          ","312687/01                     ","29S4   ",32.583,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 299261",11.000 8.250 1.375 HF 4130M P110 QT,393.0000,1.000,"54582          ","312687/01                     ","29S4   ",32.750,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 298938",11.000 8.250 1.375 HF 4130M P110 QT,396.0000,1.000,"54582          ","312687/01                     ","29S4   ",33.000,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 298935",11.000 8.250 1.375 HF 4130M P110 QT,397.0000,1.000,"54582          ","312687/01                     ","29S4   ",33.083,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 299260",11.000 8.250 1.375 HF 4130M P110 QT,404.0000,1.000,"54582          ","312687/01                     ","29S4   ",33.667,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 299263",11.000 8.250 1.375 HF 4130M P110 QT,410.0000,1.000,"54582          ","312687/01                     ","29S4   ",34.167,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 299258",11.000 8.250 1.375 HF 4130M P110 QT,416.0000,1.000,"54582          ","312687/01                     ","29S4   ",34.666,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 299259",11.000 8.250 1.375 HF 4130M P110 QT,417.0000,1.000,"54582          ","312687/01                     ","29S4   ",34.750,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 298939",11.000 8.250 1.375 HF 4130M P110 QT,420.0000,1.000,"54582          ","312687/01                     ","29S4   ",35.000,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 298934",11.000 8.250 1.375 HF 4130M P110 QT,424.0000,1.000,"54582          ","312687/01                     ","29S4   ",35.333,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 299262",11.000 8.250 1.375 HF 4130M P110 QT,424.0000,2.000,"54582          ","312687/01                     ","29S4   ",70.667,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 298937",11.000 8.250 1.375 HF 4130M P110 QT,425.0000,1.000,"54582          ","312687/01                     ","29S4   ",35.417,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 320654",11.000 8.250 1.375 HF 4130M P110 QT,14.0000,1.000,"68620          ","230052                        ","RY     ",1.167,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 218246",11.000 8.250 1.375 HF 4130M P110 QT,20.0000,1.000,"68620          ","407518                        ","4ST1   ",1.667,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 151145",11.000 8.250 1.375 HF 4130M P110 QT,20.0000,1.000,"80705          ","247048                        ","RY     ",1.667,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 280480",11.000 8.250 1.375 HF 4130M P110 QT,14.0000,1.000,"L4926          ","MO                            ","RY     ",1.167,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 153686",11.000 8.250 1.375 HF 4130M P110 QT,15.0000,1.000,"L4926          ","MR                            ","RY     ",1.250,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152,"  94942",11.000 8.250 1.375 HF 4130M P110 QT,20.0000,1.000,"L4926          ","MR                            ","RY     ",1.667,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50152," 153682",11.000 8.250 1.375 HF 4130M P110 QT,17.0000,1.000,"L7229          ","2163280                       ","RY     ",1.417,0.000,"AT11.000-08.250 HF 4130M P110 QT                                      "
50155," 307667",12.000 9.500 1.250 HF 4140 125KSI Q,437.0000,1.000,"49403          ","314893/01                     ","32S4   ",36.417,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 340637","12.000 9.500 1.250 HF 4140 125KSI  ",26.0000,1.000,"57542          ","314893/01                     ","4ST2   ",2.167,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 336535",12.000 9.500 1.250 HF 4140 125KSI Q,374.0000,1.000,"61738          ","320747/01                     ","34S2   ",31.167,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 336539",12.000 9.500 1.250 HF 4140 125KSI Q,429.0000,1.000,"61738          ","320747/01                     ","34S2   ",35.750,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 336538",12.000 9.500 1.250 HF 4140 125KSI Q,440.0000,1.000,"61738          ","320747/01                     ","34S2   ",36.667,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 336536",12.000 9.500 1.250 HF 4140 125KSI Q,461.0000,1.000,"61738          ","320747/01                     ","34S2   ",38.417,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 336540",12.000 9.500 1.250 HF 4140 125KSI Q,467.0000,1.000,"61738          ","320747/01                     ","34S2   ",38.917,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 336537",12.000 9.500 1.250 HF 4140 125KSI Q,479.0000,1.000,"61738          ","320747/01                     ","34S2   ",39.917,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 336541",12.000 9.500 1.250 HF 4140 125KSI Q,483.0000,1.000,"61738          ","320747/01                     ","34S2   ",40.250,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 334214","12.000 9.500 1.250 HF 4140 125KSI  ",13.0000,1.000,"X9452          ","2341564                       ","RY     ",1.083,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 341016","12.000 9.500 1.250 HF 4140 125KSI  ",192.0000,1.000,"X9452          ","2341564                       ","34S5   ",16.000,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 321617","12.000 9.500 1.250 HF 4140 125KSI  ",261.0000,2.000,"X9452          ","2341564                       ","34S5   ",43.500,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 321610","12.000 9.500 1.250 HF 4140 125KSI  ",275.0000,1.000,"X9452          ","2341564                       ","34S5   ",22.917,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 321618","12.000 9.500 1.250 HF 4140 125KSI  ",279.0000,2.000,"X9452          ","2341564                       ","34S5   ",46.500,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 321613","12.000 9.500 1.250 HF 4140 125KSI  ",280.0000,1.000,"X9452          ","2341564                       ","34S5   ",23.334,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 321861","12.000 9.500 1.250 HF 4140 P110 QT ",280.0000,1.000,"X9452          ","2341564                       ","34S5   ",23.333,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 321614","12.000 9.500 1.250 HF 4140 125KSI  ",281.0000,1.000,"X9452          ","2341564                       ","34S5   ",23.417,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50155," 321616","12.000 9.500 1.250 HF 4140 125KSI  ",284.0000,1.000,"X9452          ","2341564                       ","34S5   ",23.666,0.000,"AT12.000-09.500 HF 4140 125KSI QT                                     "
50156," 181347",12.750 10.000 1.375  HF 4130MP110QT,18.0000,1.000,"30325/10001    ","269811/01                     ","1S1    ",1.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 186067",12.750 10.000 1.375  HF 4130MP110QT,17.0000,1.000,"30325/10002    ","269811/01                     ","1S1    ",1.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 186566",12.750 10.000 1.375  HF 4130MP110QT,31.0000,1.000,"30325/10002    ","269976/01                     ","1S1    ",2.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 175394",12.750 10.000 1.375  HF 4130MP110QT,174.0000,1.000,"30325/10003    ","269811/01                     ","29S6   ",14.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 185384",12.750 10.000 1.375  HF 4130MP110QT,29.0000,1.000,"30325/10003    ","269976/01                     ","1S1    ",2.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 173417",12.750 10.000 1.375  HF 4130MP110QT,21.0000,1.000,"30325/10004    ","269811/01                     ","1S1    ",1.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 181351",12.750 10.000 1.375  HF 4130MP110QT,21.0000,1.000,"30325/10005    ","269811/01                     ","1S1    ",1.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 183054",12.750 10.000 1.375  HF 4130MP110QT,15.0000,1.000,"30325/10006    ","269811/01                     ","1S1    ",1.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 165521",12.750 10.000 1.375  HF 4130MP110QT,18.0000,1.000,"30325/10007    ","269811/01                     ","1S1    ",1.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 162046",12.750 10.000 1.375  HF 4130MP110QT,18.0000,1.000,"30325/10008    ","269811/01                     ","1S1    ",1.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 169038",12.750 10.000 1.375  HF 4130MP110QT,16.0000,1.000,"30325/10008    ","269976/01                     ","1S1    ",1.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 186571",12.750 10.000 1.375  HF 4130MP110QT,30.0000,1.000,"30325/10009    ","269811/01                     ","1S1    ",2.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 186572",12.750 10.000 1.375  HF 4130MP110QT,31.0000,1.000,"30325/10010    ","269811/01                     ","1S1    ",2.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 167053",12.750 10.000 1.375  HF 4130MP110QT,32.0000,1.000,"30325/10010    ","269976/01                     ","1S1    ",2.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 181349",12.750 10.000 1.375  HF 4130MP110QT,32.0000,1.000,"30325/10011    ","269811/01                     ","1S1    ",2.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 175395",12.750 10.000 1.375  HF 4130MP110QT,175.0000,1.000,"30325/10012    ","269811/01                     ","29S6   ",14.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 165519",12.750 10.000 1.375  HF 4130MP110QT,23.0000,1.000,"30325/10013    ","269811/01                     ","1S1    ",1.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 182427",12.750 10.000 1.375  HF 4130MP110QT,191.0000,1.000,"30325/10013    ","269811/01                     ","29S6   ",15.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 196500",12.750 10.000 1.375  HF 4130MP110QT,187.0000,1.000,"30325/10014    ","269811/01                     ","29S6   ",15.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 169040",12.750 10.000 1.375  HF 4130MP110QT,24.0000,1.000,"30325/10015    ","269976-01                     ","1S1    ",2.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 182903",12.750 10.000 1.375  HF 4130MP110QT,28.0000,1.000,"30325/10016    ","269976/01                     ","1S1    ",2.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 182875",12.750 10.000 1.375  HF 4130MP110QT,23.0000,1.000,"30325/10018    ","269976/01                     ","1S1    ",1.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 218351",12.750 10.000 1.375  HF 4130MP110QT,22.0000,1.000,"30325/10019    ","269976/01                     ","1S1    ",1.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 168530",12.750 10.000 1.375  HF 4130MP110QT,23.0000,1.000,"30325/10020    ","269976/01                     ","1S1    ",1.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 182877",12.750 10.000 1.375  HF 4130MP110QT,25.0000,1.000,"30325/1009     ","269976/01                     ","1S1    ",2.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 191422",12.750 10.000 1.375  HF 4130MP110QT,13.0000,1.000,"37047/10001+   ","289217/01                     ","1S1    ",1.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 195666",12.750 10.000 1.375  HF 4130MP110QT,174.0000,1.000,"37047/10003    ","289217/01                     ","29S6   ",14.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 191357",12.750 10.000 1.375  HF 4130MP110QT,11.0000,1.000,"37047/10004+   ","289217/01                     ","1S1    ",0.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 201946",12.750 10.000 1.375  HF 4130MP110QT,15.0000,1.000,"37047/10005    ","289217/01                     ","1S1    ",1.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 200635",12.750 10.000 1.375  HF 4130MP110QT,14.0000,1.000,"37047/10006    ","289217/01                     ","1S1    ",1.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 201948",12.750 10.000 1.375  HF 4130MP110QT,12.0000,1.000,"37047/10008    ","289217/01                     ","1S1    ",1.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 260004",12.750 10.000 1.375  HF 4130MP110QT,57.0000,1.000,"37047/10009+   ","289217/01                     ","4ST30  ",4.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 191420",12.750 10.000 1.375  HF 4130MP110QT,16.0000,1.000,"37047/10013+   ","289217/01                     ","1S1    ",1.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 259998",12.750 10.000 1.375  HF 4130MP110QT,64.0000,1.000,"37047/10014+   ","289217/01                     ","4ST30  ",5.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 200634",12.750 10.000 1.375  HF 4130MP110QT,18.0000,1.000,"37047/10015    ","289217/01                     ","1S1    ",1.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 206577",12.750 10.000 1.375  HF 4130MP110QT,49.0000,1.000,"42291          ","292576/01                     ","4ST26  ",4.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 273779",12.750 10.000 1.375  HF 4130MP110QT,35.0000,1.000,"42291          ","300914/02                     ","1S1    ",2.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 228864",12.750 10.000 1.375  HF 4130MP110QT,9.0000,1.000,"42291/10001+   ","292576/01                     ","1S1    ",0.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 216076",12.750 10.000 1.375  HF 4130MP110QT,24.0000,1.000,"42291/10008+   ","292576/01                     ","1S1    ",2.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 200905",12.750 10.000 1.375  HF 4130MP110QT,17.0000,1.000,"42291/10009    ","292576/01                     ","1S1    ",1.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 212927",12.750 10.000 1.375  HF 4130MP110QT,9.0000,1.000,"42291/10012    ","292576/01                     ","1S1    ",0.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 228862",12.750 10.000 1.375  HF 4130MP110QT,16.0000,1.000,"42291/10013+   ","292576/01                     ","1S1    ",1.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 206678",12.750 10.000 1.375  HF 4130MP110QT,42.0000,1.000,"42291/10018    ","292576/01                     ","4ST23  ",3.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 201167",12.750 10.000 1.375  HF 4130MP110QT,14.0000,1.000,"42291/10020    ","292576/01                     ","1S1    ",1.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 200903",12.750 10.000 1.375  HF 4130MP110QT,48.0000,1.000,"42291/10023    ","292576/01                     ","4ST22  ",4.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 201165",12.750 10.000 1.375  HF 4130MP110QT,18.0000,1.000,"42291/10024    ","292576/01                     ","1S1    ",1.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 206575",12.750 10.000 1.375  HF 4130MP110QT,38.0000,1.000,"42291/10311    ","292576/01                     ","4ST26  ",3.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 231771",12.750 10.000 1.375  HF 4130MP110QT,44.0000,1.000,"44810/10001    ","296089/01                     ","4ST25  ",3.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 231809",12.750 10.000 1.375  HF 4130MP110QT,54.0000,1.000,"44810/10002    ","296089/01                     ","4ST32  ",4.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 238928",12.750 10.000 1.375  HF 4130MP110QT,22.0000,1.000,"44810/10003+   ","296089/01                     ","1S1    ",1.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 238930",12.750 10.000 1.375  HF 4130MP110QT,19.0000,1.000,"44810/10004+   ","296089/01                     ","1S1    ",1.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 232259",12.750 10.000 1.375  HF 4130MP110QT,56.0000,1.000,"44810/10005    ","296089/01                     ","4ST22  ",4.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 238932",12.750 10.000 1.375  HF 4130MP110QT,24.0000,1.000,"44810/10007+   ","296089/01                     ","1S1    ",2.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 238936",12.750 10.000 1.375  HF 4130MP110QT,21.0000,1.000,"44810/10008+   ","296089/01                     ","1S1    ",1.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 231764",12.750 10.000 1.375  HF 4130MP110QT,53.0000,1.000,"44810/10009    ","296089/01                     ","4ST25  ",4.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 232267",12.750 10.000 1.375  HF 4130MP110QT,55.0000,1.000,"44810/10010    ","296089/01                     ","4ST33  ",4.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 238926",12.750 10.000 1.375  HF 4130MP110QT,24.0000,1.000,"44810/10011+   ","296089/01                     ","1S1    ",2.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 231772",12.750 10.000 1.375  HF 4130MP110QT,39.0000,1.000,"44810/10012    ","296089/01                     ","4ST25  ",3.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 231775",12.750 10.000 1.375  HF 4130MP110QT,55.0000,1.000,"44810/10013    ","296089/01                     ","4ST38  ",4.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 231770",12.750 10.000 1.375  HF 4130MP110QT,56.0000,1.000,"44810/10014    ","296089/01                     ","4ST25  ",4.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 231776",12.750 10.000 1.375  HF 4130MP110QT,56.0000,1.000,"44810/10015    ","296089/01                     ","4ST38  ",4.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 232263",12.750 10.000 1.375  HF 4130MP110QT,25.0000,1.000,"44810/10016    ","296089/01                     ","1S1    ",2.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 238924",12.750 10.000 1.375  HF 4130MP110QT,57.0000,1.000,"44810/10017    ","296089/01                     ","4ST39  ",4.750,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 238683",12.750 10.000 1.375  HF 4130MP110QT,25.0000,1.000,"44810/10018+   ","296089/01                     ","1S1    ",2.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 232265",12.750 10.000 1.375  HF 4130MP110QT,55.0000,1.000,"44810/10019    ","296089/01                     ","4ST33  ",4.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 231810",12.750 10.000 1.375  HF 4130MP110QT,56.0000,1.000,"44810/10020    ","296089/01                     ","4ST32  ",4.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 238685",12.750 10.000 1.375  HF 4130MP110QT,25.0000,1.000,"44810/10021+   ","296089/01                     ","1S1    ",2.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 246271",12.750 10.000 1.375  HF 4130MP110QT,10.0000,1.000,"44810/10022    ","296089/01                     ","1S1    ",0.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 246269",12.750 10.000 1.375  HF 4130MP110QT,15.0000,1.000,"44810/10023    ","296089/01                     ","1S1    ",1.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 232257",12.750 10.000 1.375  HF 4130MP110QT,40.0000,1.000,"44810/10024    ","296089/01                     ","4ST22  ",3.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 250507",12.750 10.000 1.375  HF 4130MP110QT,26.0000,1.000,"46038          ","298227/01                     ","1S1    ",2.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 249797",12.750 10.000 1.375  HF 4130MP110QT,50.0000,1.000,"46038          ","298227/01                     ","4ST28  ",4.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 250509",12.750 10.000 1.375  HF 4130MP110QT,24.0000,1.000,"46038/10001    ","298227/01                     ","1S1    ",2.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 325853",12.750 10.000 1.375  HF 4130MP110..,22.0000,1.000,"46038/10002    ","298227/01                     ","4ST5   ",1.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 239764",12.750 10.000 1.375  HF 4130MP110QT,58.0000,1.000,"46038/10003    ","298227/01                     ","4ST39  ",4.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 239763",12.750 10.000 1.375  HF 4130MP110QT,53.0000,1.000,"46038/10004    ","298227/01                     ","4ST33  ",4.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 323782",12.750 10.000 1.375  HF 4130MP110..,16.0000,1.000,"46038/10005    ","298227/01                     ","RY     ",1.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 258341",12.750 10.000 1.375  HF 4130MP110QT,25.0000,1.000,"46038/10006    ","298227/01                     ","1S1    ",2.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 249270",12.750 10.000 1.375  HF 4130MP110QT,18.0000,1.000,"46038/10007+   ","298227/01                     ","1S1    ",1.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 258339",12.750 10.000 1.375  HF 4130MP110QT,30.0000,1.000,"46038/10008    ","298227/01                     ","1S1    ",2.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 282755",12.750 10.000 1.375  HF 4130MP110QT,254.0000,1.000,"46038/10009+   ","298227/01                     ","34S2   ",21.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 319160",12.750 10.000 1.375  HF 4130MP110..,26.0000,1.000,"46038/10010    ","298227/01                     ","34S2   ",2.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 315067",12.750 10.000 1.375  HF 4130MP110..,248.0000,1.000,"46038/10011    ","298227/01                     ","34S2   ",20.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 246886",12.750 10.000 1.375  HF 4130MP110QT,150.0000,1.000,"46038/10013    ","298227/01                     ","20S5   ",12.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 258345",12.750 10.000 1.375  HF 4130MP110QT,29.0000,1.000,"46038/10014    ","298227/01                     ","1S1    ",2.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 257302",12.750 10.000 1.375  HF 4130MP110QT,32.0000,1.000,"46038/10015+   ","298227/01                     ","1S1    ",2.667,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 242787",12.750 10.000 1.375  HF 4130MP110QT,55.0000,1.000,"46038/10017    ","298227/01                     ","4ST33  ",4.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 263030",12.750 10.000 1.375  HF 4130MP110QT,39.0000,1.000,"46038/10018    ","298227/01                     ","1S1    ",3.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 257304",12.750 10.000 1.375  HF 4130MP110QT,89.0000,1.000,"46038/10019+   ","298227/01                     ","29S2   ",7.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 257306",12.750 10.000 1.375  HF 4130MP110QT,108.0000,1.000,"46038/10021+   ","298227/01                     ","13S13  ",9.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 278543",12.750 10.000 1.375  HF 4130MP110QT,17.0000,1.000,"46038/10301    ","300916/01                     ","1S1    ",1.417,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 262460",12.750 10.000 1.375  HF 4130MP110QT,184.0000,1.000,"46038/10302    ","300916/01                     ","24S5   ",15.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 278541",12.750 10.000 1.375  HF 4130MP110QT,25.0000,1.000,"46038/10304    ","300916/01                     ","1S1    ",2.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 262425",12.750 10.000 1.375  HF 4130MP110QT,36.0000,1.000,"46038/10305    ","300916/01                     ","1S1    ",3.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 255838",12.750 10.000 1.375  HF 4130MP110QT,10.0000,1.000,"46038/10306    ","300916/01                     ","1S1    ",0.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 333351",12.750 10.000 1.375  HF 4130MP110..,243.0000,1.000,"46038/10307    ","300916/01                     ","24S5   ",20.250,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 255840",12.750 10.000 1.375  HF 4130MP110QT,23.0000,1.000,"46038/10308    ","300916/01                     ","1S1    ",1.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 306697",12.750 10.000 1.375  HF 4130MP110..,10.0000,1.000,"46994          ","300914/02                     ","1S1    ",0.833,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 306699",12.750 10.000 1.375  HF 4130MP110..,11.0000,1.000,"46994          ","300914/02                     ","1S1    ",0.917,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 307838",12.750 10.000 1.375  HF 4130MP110..,13.0000,1.000,"46994          ","300914/02                     ","1S1    ",1.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 307691",12.750 10.000 1.375  HF 4130MP110..,13.0000,1.000,"46994          ","300914/02                     ","1S1    ",1.083,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 307840",12.750 10.000 1.375  HF 4130MP110..,16.0000,1.000,"46994          ","300914/02                     ","1S1    ",1.333,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 315507",12.750 10.000 1.375  HF 4130MP110..,30.0000,1.000,"46994          ","300914/02                     ","4ST10  ",2.500,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 315509",12.750 10.000 1.375  HF 4130MP110..,31.0000,1.000,"46994          ","300914/02                     ","4ST10  ",2.583,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 315511",12.750 10.000 1.375  HF 4130MP110..,48.0000,1.000,"46994          ","300914/02                     ","4ST38  ",4.000,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
50156," 267081",12.750 10.000 1.375 HF 4130M P110QT,446.0000,1.000,"46994          ","300914/02                     ","34S2   ",37.167,0.000,"AT12.750-10.000 HF 4130M P110 QT                                      "
