ITITEM_ItemNumber,ITTAG_TagNumber,ITTDES_TagDescription,ITLNTH_LengthFeet,ITTPCS_NumberOfPieces,ITHEAT_HeatNumber,ITV301_VendorOrBatchCode,ITLOCT_StorageLocation,ITTQTY_TotalQuantity,ITRQTY_ReservedQuantity,IMFSP2_ItemFamilyGroup
51121," 338255",9.000 6.000 1.500 HF  4130M7  ANN..,50.0000,1.000,"X6416+#        ","NA                            ","RY     ",4.167,0.000,"AT09.000-06.000 HF 4130M7  ANN                                        "
51121," 338262",9.000 6.000 1.500 HF  4130M7  ANN..,170.0000,1.000,"X6416+#        ","NA                            ","33S1   ",14.167,0.000,"AT09.000-06.000 HF 4130M7  ANN                                        "
51121," 338260",9.000 6.000 1.500 HF  4130M7  ANN..,240.0000,1.000,"X6416+#        ","NA                            ","33S1   ",20.000,0.000,"AT09.000-06.000 HF 4130M7  ANN                                        "
51121," 338263",9.000 6.000 1.500 HF  4130M7  ANN..,250.0000,1.000,"X6416+#        ","NA                            ","33S1   ",20.833,0.000,"AT09.000-06.000 HF 4130M7  ANN                                        "
51121," 338257",9.000 6.000 1.500 HF  4130M7  ANN..,251.0000,1.000,"X6416+#        ","NA                            ","33S1   ",20.917,0.000,"AT09.000-06.000 HF 4130M7  ANN                                        "
51121," 338256",9.000 6.000 1.500 HF  4130M7  ANN..,256.0000,1.000,"X6416+#        ","NA                            ","33S1   ",21.333,0.000,"AT09.000-06.000 HF 4130M7  ANN                                        "
51121," 338258",9.000 6.000 1.500 HF  4130M7  ANN..,262.0000,1.000,"X6416+#        ","NA                            ","33S1   ",21.833,0.000,"AT09.000-06.000 HF 4130M7  ANN                                        "
51124," 115106","11.500 8.740 1.380 HF  API L80++   ",27.0000,1.000,"7026289Z       ","T417202770                    ","4ST13  ",2.250,0.000,"AT11.500-08.740 HF API L80                                            "
51126," 341125","1.375 BAR HF  4130 80 KSI NQT      ",133.0000,1.000,"222575         ","2242897                       ","1SB53  ",11.083,0.000,"AB01.375-00.000 HF 4130 80 KSI NQT                                    "
51126," 340195","1.375 BAR HF  4130 80 KSI NQT      ",148.0000,1.000,"222575         ","2242897                       ","22S5   ",12.333,0.000,"AB01.375-00.000 HF 4130 80 KSI NQT                                    "
51126," 329831","1.375 BAR HF  4130 80 KSI NQT      ",277.0000,1.000,"222575         ","2242897                       ","22S5   ",23.083,0.000,"AB01.375-00.000 HF 4130 80 KSI NQT                                    "
51126," 329832","1.375 BAR HF  4130 80 KSI NQT      ",278.0000,1.000,"222575         ","2242897                       ","22S5   ",23.167,0.000,"AB01.375-00.000 HF 4130 80 KSI NQT                                    "
51126," 329833","1.375 BAR HF  4130 80 KSI NQT      ",281.0000,10.000,"222575         ","2242897                       ","22S5   ",234.166,0.000,"AB01.375-00.000 HF 4130 80 KSI NQT                                    "
51126," 329834","1.375 BAR HF  4130 80 KSI NQT      ",282.0000,37.000,"222575         ","2242897                       ","22S5   ",869.500,0.000,"AB01.375-00.000 HF 4130 80 KSI NQT                                    "
51126," 329835","1.375 BAR HF  4130 80 KSI NQT      ",283.0000,16.000,"222575         ","2242897                       ","22S5   ",377.334,0.000,"AB01.375-00.000 HF 4130 80 KSI NQT                                    "
51127," 155850",8.500 4.750 1.875 HF  4130M7 110 KS,50.0000,1.000,"W7413          ","479004                        ","4ST22  ",4.167,0.000,"AT08.500-04.750 HF 4130M7 110 KSI NQT                                 "
51129," 340616","3.000 1.500 .750 HF  4140 LN80 QT. ",84.0000,1.000,"926772         ","3290557/001                   ","3ST32  ",7.000,0.000,"AT03.000-01.500 HF 4140 LN80 QT                                       "
51129," 275947","3.000 1.500 .750 HF  4140 LN80 QT  ",311.0000,1.000,"926772         ","3290557/001                   ","15S4   ",25.917,0.000,"AT03.000-01.500 HF 4140 LN80 QT                                       "
51129," 275951","3.000 1.500 .750 HF  4140 LN80 QT  ",325.0000,2.000,"926772         ","3290557/001                   ","15S4   ",54.167,0.000,"AT03.000-01.500 HF 4140 LN80 QT                                       "
51129," 275950","3.000 1.500 .750 HF  4140 LN80 QT  ",330.0000,11.000,"926772         ","3290557/001                   ","15S4   ",302.500,0.000,"AT03.000-01.500 HF 4140 LN80 QT                                       "
51129," 275952","3.000 1.500 .750 HF  4140 LN80 QT  ",331.0000,1.000,"926772         ","3290557/001                   ","15S4   ",27.584,0.000,"AT03.000-01.500 HF 4140 LN80 QT                                       "
51129," 329149",3.000 1.500 .750 HF  4140 LN80 QT..,55.0000,1.000,"Y9924          ","2272996                       ","3ST23  ",4.583,0.000,"AT03.000-01.500 HF 4140 LN80 QT                                       "
51129," 340754","3.000 1.500 .750 HF  4140 LN80 QT. ",102.0000,1.000,"Y9924          ","2272996                       ","3ST38  ",8.500,0.000,"AT03.000-01.500 HF 4140 LN80 QT                                       "
51129," 234401",3.000 1.500 .750 HF  4140 LN80 QT 1,287.0000,1.000,"Y9924          ","2272996                       ","15S4   ",23.915,0.000,"AT03.000-01.500 HF 4140 LN80 QT                                       "
51130," 326711",10.454 8.535 .959 HF  4130M 125 KSI,128.0000,1.000,"71337          ","239116                        ","WHS    ",10.667,0.000,"AT10.454-08.535 HF 4130M 125 KSI QT                                   "
51133," 341075","2.500 BAR HF  4140 L80 QT/SR       ",116.0000,1.000,"T1151          ","2351799                       ","1SB48  ",9.667,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 340198","2.500 BAR HF  4140 L80 QT/SR       ",142.0000,1.000,"T1151          ","2351799                       ","8S10   ",11.833,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 340197","2.500 BAR HF  4140 L80 QT/SR       ",169.0000,1.000,"T1151          ","2351799                       ","8S10   ",14.083,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 340095","2.500 BAR HF  4140 L80 QT/SR       ",206.0000,1.000,"T1151          ","2351799                       ","8S10   ",17.167,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339973","2.500 BAR HF  4140 L80 QT/SR       ",268.0000,1.000,"T1151          ","2351799                       ","8S10   ",22.333,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339970","2.500 BAR HF  4140 L80 QT/SR       ",269.0000,2.000,"T1151          ","2351799                       ","8S10   ",44.833,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339971","2.500 BAR HF  4140 L80 QT/SR       ",270.0000,1.000,"T1151          ","2351799                       ","8S10   ",22.500,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 340323","2.500 BAR HF  4140 L80 QT/SR       ",271.0000,1.000,"T1151          ","2351799                       ","8S10   ",22.583,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339972","2.500 BAR HF  4140 L80 QT/SR       ",272.0000,1.000,"T1151          ","2351799                       ","8S10   ",22.667,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339977","2.500 BAR HF  4140 L80 QT/SR       ",273.0000,1.000,"T1151          ","2351799                       ","8S10   ",22.750,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339974","2.500 BAR HF  4140 L80 QT/SR       ",274.0000,1.000,"T1151          ","2351799                       ","8S10   ",22.833,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339976","2.500 BAR HF  4140 L80 QT/SR       ",281.0000,2.000,"T1151          ","2351799                       ","8S10   ",46.833,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339968","2.500 BAR HF  4140 L80 QT/SR       ",282.0000,6.000,"T1151          ","2351799                       ","8S10   ",141.000,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339969","2.500 BAR HF  4140 L80 QT/SR       ",283.0000,15.000,"T1151          ","2351799                       ","8S10   ",353.750,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339966","2.500 BAR HF  4140 L80 QT/SR       ",284.0000,11.000,"T1151          ","2351799                       ","8S10   ",260.333,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51133," 339975","2.500 BAR HF  4140 L80 QT/SR       ",285.0000,2.000,"T1151          ","2351799                       ","8S10   ",47.500,0.000,"AB02.500-00.000 HF 4140 L80 QT/SR                                     "
51135," 207440",6.565 4.813 .876 HF  4130M7 125KSI.,64.0000,1.000,"N1986          ","1                             ","11S13  ",5.333,0.000,"AT06.565-04.813 HF 4130M7 125 KSI QT                                  "
51135," 213967",6.565 4.813 .876 HF  4130M7 125KSI.,75.0000,2.000,"N1986          ","1                             ","11S13  ",12.500,0.000,"AT06.565-04.813 HF 4130M7 125 KSI QT                                  "
51135,"  77925",6.565 4.813 .876 HF  4130M7 125 KSI,270.0000,18.000,"N1986          ","1                             ","27S2   ",405.000,0.000,"AT06.565-04.813 HF 4130M7 125 KSI QT                                  "
51136," 211869","10.750 7.510 1.620 HF  4130  AR    ",200.0000,1.000,"L5997          ","NA                            ","3S3    ",16.667,0.000,"AT10.750-07.510 HF 4130  AR                                           "
51140," 274816","12.500 BAR HF  4340  ANN++         ",19.0000,1.000,"221-027        ","9                             ","RY     ",1.583,0.000,"AB12.500-00.000 HF 4340  ANN++                                        "
51143," 225378","4.750 3.625 .563 HF  4140 L80 QT   ",25.0000,3.000,"915312         ","3240640/001                   ","RY     ",6.251,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 306292","4.750 3.625 .563 HF  4140 L80 QT.. ",207.0000,1.000,"915312         ","3240640/001                   ","20S4   ",17.250,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 322009","4.750 3.625 .563 HF  4140 L80 QT.. ",136.0000,1.000,"920081         ","3270548/001                   ","3ST46  ",11.333,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 233207","4.750 3.625 .563 HF  4140 L80 QT   ",448.0000,1.000,"920081         ","3270548/001                   ","20S4   ",37.333,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 304511","4.750 3.625 .563 HF  4140 L80 QT.. ",38.0000,1.000,"920082         ","3270548/001                   ","3ST15  ",3.167,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 321200","4.750 3.625 .563 HF  4140 L80 QT.. ",46.0000,1.000,"920082         ","3270548/001                   ","3ST13  ",3.833,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 325937","4.750 3.625 .563 HF  4140 L80 QT.. ",63.0000,1.000,"920082         ","3270548/001                   ","3ST30  ",5.250,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 321232","4.750 3.625 .563 HF  4140 L80 QT.. ",132.0000,1.000,"920082         ","3270548/001                   ","3ST46  ",11.000,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 332964","4.750 3.625 .563 HF  4140 L80 QT.. ",177.0000,1.000,"920082         ","3270548/001                   ","20S4   ",14.750,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 337790","4.750 3.625 .563 HF  4140 L80 QT   ",205.0000,1.000,"920082         ","3270548/001                   ","20S4   ",17.083,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 306257","4.750 3.625 .563 HF  4140 L80 QT.. ",227.0000,1.000,"920082         ","3270548/001                   ","20S4   ",18.917,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 233217","4.750 3.625 .563 HF  4140 L80 QT   ",422.0000,1.000,"920082         ","3270548/001                   ","20S4   ",35.166,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 233226","4.750 3.625 .563 HF  4140 L80 QT   ",444.0000,1.000,"920082         ","3270548/001                   ","20S4   ",37.000,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 233224","4.750 3.625 .563 HF  4140 L80 QT   ",445.0000,1.000,"920082         ","3270548/001                   ","20S4   ",37.084,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 233219","4.750 3.625 .563 HF  4140 L80 QT   ",446.0000,1.000,"920082         ","3270548/001                   ","20S4   ",37.166,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 233213","4.750 3.625 .563 HF  4140 L80 QT   ",447.0000,2.000,"920082         ","3270548/001                   ","20S4   ",74.500,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51143," 233214","4.750 3.625 .563 HF  4140 L80 QT   ",448.0000,2.000,"920082         ","3270548/001                   ","20S4   ",74.668,0.000,"AT04.750-03.625 HF 4140 L80 QT                                        "
51145," 316117","6.000 BAR 4330V 150 KSI NQT..      ",30.0000,1.000,"B72292         ","E22BAK0062                    ","1SB5   ",2.500,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 323742","6.000 BAR 4330V 150 KSI NQT..      ",30.0000,2.000,"B74612         ","E23B3K0124                    ","1SB2   ",5.000,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 337655","6.000 BAR 4330V 150 KSI NQT        ",25.0000,1.000,"B75125         ","E23B3K0314                    ","1SB2   ",2.083,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 337656","6.000 BAR 4330V 150 KSI NQT        ",33.0000,1.000,"B75125         ","E23B3K0314                    ","1SB2   ",2.750,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 337658","6.000 BAR 4330V 150 KSI NQT        ",138.0000,1.000,"B75125         ","E23B3K0314                    ","1SB52  ",11.500,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 332321","6.000 BAR 4330V 150 KSI NQT..      ",251.0000,1.000,"B75125         ","E23B3K0314                    ","6S6    ",20.917,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 279549","6.000 BAR 4330V 150 KSI NQT        ",374.0000,1.000,"B75125         ","E23B3K0314                    ","6S6    ",31.166,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 279550","6.000 BAR 4330V 150 KSI NQT        ",375.0000,1.000,"B75125         ","E23B3K0314                    ","6S6    ",31.250,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 317605","6.000 BAR 4330V 150 KSI NQT..      ",3.0000,1.000,"X1799          ","2288096                       ",1956252,0.250,0.250,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 316390","6.000 BAR 4330V 150 KSI NQT..      ",27.0000,1.000,"X1799          ","2288096                       ","1SB4   ",2.250,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 341127","6.000 BAR 4330V 150 KSI NQT        ",129.0000,1.000,"X1799          ","2288096                       ","1SB44  ",10.750,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 327737","6.000 BAR 4330V 150 KSI NQT..      ",178.0000,1.000,"X1799          ","2288096                       ","7S6    ",14.833,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 327735","6.000 BAR 4330V 150 KSI NQT..      ",222.0000,1.000,"X1799          ","2288096                       ","7S6    ",18.500,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 268199","6.000 BAR 4330V 150 KSI NQT        ",403.0000,1.000,"X1799          ","2288096                       ","7S6    ",33.584,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 268206","6.000 BAR 4330V 150 KSI NQT        ",409.0000,1.000,"X1799          ","2288096                       ","7S6    ",34.083,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 268205","6.000 BAR 4330V 150 KSI NQT        ",410.0000,1.000,"X1799          ","2288096                       ","7S6    ",34.167,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 333611","6.000 BAR 4330V 150 KSI NQT..      ",25.0000,1.000,"X1946          ","2297240                       ","2SB12  ",2.083,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 332194","6.000 BAR 4330V 150 KSI NQT..      ",26.0000,1.000,"X1946          ","2297240                       ","1SB5   ",2.167,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 334924","6.000 BAR 4330V 150 KSI NQT..      ",29.0000,5.000,"X1946          ","2297240                       ","1SB2   ",12.083,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 334565","6.000 BAR 4330V 150 KSI NQT..      ",68.0000,1.000,"X1946          ","2297240                       ","1SB25  ",5.667,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 333613","6.000 BAR 4330V 150 KSI NQT..      ",110.0000,1.000,"X1946          ","2297240                       ","1SB44  ",9.167,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 332047","6.000 BAR 4330V 150 KSI NQT..      ",146.0000,1.000,"X1946          ","2297240                       ","7S6    ",12.167,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 316033","6.000 BAR 4330V 150 KSI NQT..      ",154.0000,1.000,"X1946          ","2297240                       ","7S6    ",12.833,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 268690","6.000 BAR 4330V 150 KSI NQT        ",267.0000,1.000,"X1946          ","2297240                       ","7S6    ",22.250,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 268691","6.000 BAR 4330V 150 KSI NQT        ",269.0000,1.000,"X1946          ","2297240                       ","7S6    ",22.417,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 269409","6.000 BAR 4330V 150 KSI NQT        ",376.0000,1.000,"X1946          ","2297240                       ","7S6    ",31.333,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 269413","6.000 BAR 4330V 150 KSI NQT        ",406.0000,1.000,"X1946          ","2297240                       ","7S6    ",33.833,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 269407","6.000 BAR 4330V 150 KSI NQT        ",415.0000,4.000,"X1946          ","2297240                       ","7S6    ",138.334,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 269412","6.000 BAR 4330V 150 KSI NQT        ",416.0000,5.000,"X1946          ","2297240                       ","7S6    ",173.333,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 269414","6.000 BAR 4330V 150 KSI NQT        ",417.0000,6.000,"X1946          ","2297240                       ","7S6    ",208.500,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 268688","6.000 BAR 4330V 150 KSI NQT        ",417.0000,1.000,"X1946          ","2297240                       ","7S6    ",34.750,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 269411","6.000 BAR 4330V 150 KSI NQT        ",418.0000,4.000,"X1946          ","2297240                       ","7S6    ",139.333,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 305074","6.000 BAR 4330V 150 KSI NQT..      ",27.0000,1.000,"X3119          ","2297469                       ","1SB1   ",2.250,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 302426","6.000 BAR 4330V 150 KSI NQT..      ",75.0000,1.000,"X3119          ","2297469                       ","1SB29  ",6.250,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 302427","6.000 BAR 4330V 150 KSI NQT..      ",267.0000,1.000,"X3119          ","2297469                       ","7S6    ",22.250,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291953","6.000 BAR 4330V 150 KSI NQT        ",372.0000,1.000,"X3119          ","2297469                       ","7S6    ",31.000,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291686","6.000 BAR 4330V 150 KSI NQT        ",378.0000,1.000,"X3119          ","2297469                       ","7S6    ",31.500,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291577","6.000 BAR 4330V 150 KSI NQT        ",378.0000,2.000,"X3119          ","2297469                       ","7S6    ",63.000,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291582","6.000 BAR 4330V 150 KSI NQT        ",380.0000,1.000,"X3119          ","2297469                       ","7S6    ",31.667,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291682","6.000 BAR 4330V 150 KSI NQT        ",380.0000,1.000,"X3119          ","2297469                       ","7S6    ",31.667,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291581","6.000 BAR 4330V 150 KSI NQT        ",381.0000,2.000,"X3119          ","2297469                       ","7S6    ",63.500,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291950","6.000 BAR 4330V 150 KSI NQT        ",381.0000,1.000,"X3119          ","2297469                       ","7S6    ",31.750,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291684","6.000 BAR 4330V 150 KSI NQT        ",382.0000,1.000,"X3119          ","2297469                       ","7S6    ",31.833,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291580","6.000 BAR 4330V 150 KSI NQT        ",383.0000,1.000,"X3119          ","2297469                       ","7S6    ",31.917,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291949","6.000 BAR 4330V 150 KSI NQT        ",383.0000,2.000,"X3119          ","2297469                       ","7S6    ",63.833,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291576","6.000 BAR 4330V 150 KSI NQT        ",398.0000,1.000,"X3119          ","2297469                       ","7S6    ",33.167,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291579","6.000 BAR 4330V 150 KSI NQT        ",399.0000,1.000,"X3119          ","2297469                       ","7S6    ",33.250,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291948","6.000 BAR 4330V 150 KSI NQT        ",400.0000,1.000,"X3119          ","2297469                       ","7S6    ",33.333,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291680","6.000 BAR 4330V 150 KSI NQT        ",401.0000,4.000,"X3119          ","2297469                       ","7S6    ",133.667,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291683","6.000 BAR 4330V 150 KSI NQT        ",402.0000,1.000,"X3119          ","2297469                       ","7S6    ",33.500,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291685","6.000 BAR 4330V 150 KSI NQT        ",404.0000,1.000,"X3119          ","2297469                       ","7S6    ",33.667,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291954","6.000 BAR 4330V 150 KSI NQT        ",404.0000,1.000,"X3119          ","2297469                       ","7S6    ",33.667,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291951","6.000 BAR 4330V 150 KSI NQT        ",405.0000,1.000,"X3119          ","2297469                       ","7S6    ",33.750,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291678","6.000 BAR 4330V 150 KSI NQT        ",410.0000,1.000,"X3119          ","2297469                       ","7S6    ",34.167,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291681","6.000 BAR 4330V 150 KSI NQT        ",419.0000,2.000,"X3119          ","2297469                       ","7S6    ",69.833,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291578","6.000 BAR 4330V 150 KSI NQT        ",419.0000,1.000,"X3119          ","2297469                       ","7S6    ",34.916,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291947","6.000 BAR 4330V 150 KSI NQT        ",419.0000,5.000,"X3119          ","2297469                       ","7S6    ",174.583,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291952","6.000 BAR 4330V 150 KSI NQT        ",420.0000,1.000,"X3119          ","2297469                       ","7S6    ",35.000,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51145," 291679","6.000 BAR 4330V 150 KSI NQT        ",420.0000,2.000,"X3119          ","2297469                       ","7S6    ",70.000,0.000,"AB06.000-00.000 HF 4330V  150 KSI NQT                                 "
51147," 213593","26.500 BAR HF  4130 75 KSI NQT.    ",2.0000,1.000,"A170037811     ","A170037811B11                 ","RY     ",0.167,0.000,"AB26.500-00.000 HF 4130 75 KSI NQT                                    "
51151," 258656","3.250 BAR HF  4340 130 KSI QT      ",222.0000,1.000,"A222787        ","378724                        ","4S11   ",18.500,0.000,"AB03.250-00.000 HF 4340 130 KSI QT                                    "
51151," 258654","3.250 BAR HF  4340 130 KSI QT      ",233.0000,6.000,"A222787        ","378724                        ","4S11   ",116.498,0.000,"AB03.250-00.000 HF 4340 130 KSI QT                                    "
51151," 258650","3.250 BAR HF  4340 130 KSI QT      ",240.0000,17.000,"A222787        ","378724                        ","4S11   ",340.000,0.000,"AB03.250-00.000 HF 4340 130 KSI QT                                    "
51151," 258649","3.250 BAR HF  4340 130 KSI QT      ",241.0000,20.000,"A222787        ","378724                        ","4S11   ",401.668,0.000,"AB03.250-00.000 HF 4340 130 KSI QT                                    "
51153," 294274","7.000 4.000 1.500 HF  4130M7 125   ",102.0000,1.000,"922429/K0541   ","3270614/001                   ","4ST54  ",8.500,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 276633","7.000 4.000 1.500 HF  4130M7 125   ",25.0000,1.000,"922431/K0752   ","3270614/001                   ","3ST12  ",2.083,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 337317","7.000 4.000 1.500 HF  4130M7 125   ",28.0000,1.000,930463/K1879/C+,"3270965/001                   ","3ST16  ",2.333,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 313687","7.000 4.000 1.500 HF  4130M7 125   ",25.0000,1.000,"938208/K1910/C ","3270965/001                   ","3ST6   ",2.083,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 327410","7.000 4.000 1.500 HF  4130M7 125   ",8.0000,1.000,"938208/K1911   ","3270965/001                   ","PR2    ",0.667,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 338911","7.000 4.000 1.500 HF  4130M7 125   ",90.0000,1.000,"T0514          ","2347303                       ","3ST41  ",7.500,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 337267","7.000 4.000 1.500 HF 4130M7 125KSI ",255.0000,1.000,"T0514          ","2347303                       ","16S4   ",21.250,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 337265","7.000 4.000 1.500 HF 4130M7 125KSI ",264.0000,1.000,"T0514          ","2347303                       ","16S4   ",22.000,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 337266","7.000 4.000 1.500 HF 4130M7 125KSI ",275.0000,1.000,"T0514          ","2347303                       ","16S4   ",22.917,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 337262","7.000 4.000 1.500 HF 4130M7 125KSI ",283.0000,1.000,"T0514          ","2347303                       ","16S4   ",23.584,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 337268","7.000 4.000 1.500 HF 4130M7 125KSI ",284.0000,1.000,"T0514          ","2347303                       ","16S4   ",23.667,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 337263","7.000 4.000 1.500 HF 4130M7 125KSI ",286.0000,2.000,"T0514          ","2347303                       ","16S4   ",47.667,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
51153," 337269","7.000 4.000 1.500 HF 4130M7 125KSI ",287.0000,1.000,"T0514          ","2347303                       ","16S4   ",23.917,0.000,"AT07.000-04.000 HF 4130M7 125 KSI QT                                  "
