QueryName,Order_districtPlusTransaction,Salesman_Name_____SMNAME,Order_Type_____OOTYPE,Customer_DistrictPlusCustomer,Customer_Alpha_Name_____CALPHA,InvoiceDate_OOI,ITEM_NUMBER_____ODITEM,Ship_To_Vendor_#_____BSSVEN,Multiple_SPO_____BSSPS#
"Sales analysis, SPO",1967287,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,51329,119.0,3.0
"Sales analysis, SPO",1967288,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,50793,898.0,1.0
"Sales analysis, SPO",1967288,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,50793,121.0,2.0
"Sales analysis, SPO",1967288,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,50793,119.0,3.0
"Sales analysis, SPO",1967289,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250225,50035,898.0,1.0
"Sales analysis, SPO",1967289,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250225,50035,121.0,2.0
"Sales analysis, SPO",1967289,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250225,50035,119.0,3.0
"Sales analysis, SPO",1967290,BEN HILTON     ,A,100655,TEXAS INTERNATIONAL OILFIELD TOOLS ,20250218,51520,121.0,1.0
"Sales analysis, SPO",1967293,CHRIS SITKA    ,B,100907,BAKER HUGHES                       ,20250328,BTUBE,121.0,1.0
"Sales analysis, SPO",1967293,CHRIS SITKA    ,B,100907,BAKER HUGHES                       ,20250328,BTUBE,465.0,2.0
"Sales analysis, SPO",1967303,BEN HILTON     ,A,101268,3D MANUFACTURING INC               ,20250213,50605,465.0,1.0
"Sales analysis, SPO",1967305,BEN HILTON     ,A,101268,3D MANUFACTURING INC               ,20250213,52608,465.0,1.0
"Sales analysis, SPO",1967312,SHAWN REYES    ,B,100419,FRONTIER OIL TOOLS LLC             ,20250221,BTUBE,168.0,1.0
"Sales analysis, SPO",1967314,BEN HILTON     ,A,100200,UNIVERSAL MANUFACTURING SERVICES   ,20250214,51403,121.0,1.0
"Sales analysis, SPO",1967324,CHRIS SITKA    ,A,101163,SIGMAHLR                           ,20250213,50903,168.0,1.0
"Sales analysis, SPO",1967328,DARIO CAMACHO  ,A,100550,METALCRAFT MANUFACTURING LLC       ,20250212,50161,119.0,1.0
"Sales analysis, SPO",1967357,DARREL THORMER ,A,101327,WILLIAM M WEBBER                   ,20250211,50305,168.0,1.0
"Sales analysis, SPO",1967359,CHRIS SITKA    ,A,100235,RYERSON                            ,20250213,51959,168.0,1.0
"Sales analysis, SPO",1967360,BEN HILTON     ,A,100200,UNIVERSAL MANUFACTURING SERVICES   ,20250319,51464,139.0,1.0
"Sales analysis, SPO",1967360,BEN HILTON     ,A,100200,UNIVERSAL MANUFACTURING SERVICES   ,20250319,51464,121.0,2.0
"Sales analysis, SPO",1967360,BEN HILTON     ,A,100200,UNIVERSAL MANUFACTURING SERVICES   ,20250319,51464,307.0,3.0
"Sales analysis, SPO",1967360,BEN HILTON     ,A,100200,UNIVERSAL MANUFACTURING SERVICES   ,20250319,51464,119.0,4.0
"Sales analysis, SPO",1967364,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,50188,121.0,2.0
"Sales analysis, SPO",1967364,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,50188,465.0,1.0
"Sales analysis, SPO",1967364,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,50188,119.0,3.0
"Sales analysis, SPO",1967366,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250213,51977,465.0,1.0
"Sales analysis, SPO",1967366,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250213,51977,119.0,2.0
"Sales analysis, SPO",1967368,BEN HILTON     ,A,100807,DUNCAN MACHINE PRODUCTS INC        ,20250219,51270,121.0,1.0
"Sales analysis, SPO",1967369,BEN HILTON     ,A,100807,DUNCAN MACHINE PRODUCTS INC        ,20250218,51199,121.0,1.0
"Sales analysis, SPO",1967372,BEN HILTON     ,B,100753,HALLIBURTON SINGAPORE              ,20250319,BTUBE,121.0,1.0
"Sales analysis, SPO",1967372,BEN HILTON     ,B,100753,HALLIBURTON SINGAPORE              ,20250319,BTUBE,307.0,2.0
"Sales analysis, SPO",1967372,BEN HILTON     ,B,100753,HALLIBURTON SINGAPORE              ,20250319,BTUBE,119.0,3.0
"Sales analysis, SPO",1967373,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20250213,52296,307.0,1.0
"Sales analysis, SPO",1967373,CHRIS SITKA    ,A,100131,CNC MANUFACTURING                  ,20250213,52296,119.0,2.0
"Sales analysis, SPO",1967375,DAVID POPHAM   ,A,100887,TEXAS PRECISION MACHINE            ,20250221,50186,180.0,1.0
"Sales analysis, SPO",1967375,DAVID POPHAM   ,A,100887,TEXAS PRECISION MACHINE            ,20250221,50186,121.0,2.0
"Sales analysis, SPO",1967376,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20250218,50433,121.0,1.0
"Sales analysis, SPO",1967378,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20250217,50447,121.0,1.0
"Sales analysis, SPO",1967384,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250214,51848,168.0,1.0
"Sales analysis, SPO",1967389,DARIO CAMACHO  ,A,100489,MINCO INC                          ,20250221,52142,121.0,1.0
"Sales analysis, SPO",1967390,DARIO CAMACHO  ,A,101417,TEI ALSIM SANAYI TICARET AS        ,20250219,52030,480.0,1.0
"Sales analysis, SPO",1967392,DAVID POPHAM   ,A,100887,TEXAS PRECISION MACHINE            ,20250218,52152,119.0,1.0
"Sales analysis, SPO",1967394,DAVID POPHAM   ,A,100270,VALLEY PERFORATING CO              ,20250213,50723,465.0,1.0
"Sales analysis, SPO",1967395,DAVID POPHAM   ,A,100270,VALLEY PERFORATING CO              ,20250213,50447,465.0,1.0
"Sales analysis, SPO",1967396,DAVID POPHAM   ,A,100270,VALLEY PERFORATING CO              ,20250214,50447,168.0,1.0
"Sales analysis, SPO",1967397,DARIO CAMACHO  ,A,100503,ASAP INDUSTRIES MANUFACTURING LLC  ,20250225,51506,121.0,2.0
"Sales analysis, SPO",1967397,DARIO CAMACHO  ,A,100503,ASAP INDUSTRIES MANUFACTURING LLC  ,20250225,51506,168.0,1.0
"Sales analysis, SPO",1967401,DARIO CAMACHO  ,A,101024,SUPERIOR DRILLING SOLUTIONS LLC    ,20250220,50009,121.0,1.0
"Sales analysis, SPO",1967402,DARIO CAMACHO  ,A,101024,SUPERIOR DRILLING SOLUTIONS LLC    ,20250220,52360,121.0,1.0
"Sales analysis, SPO",1967404,BEN HILTON     ,A,100381,BLUELINE MANUFACTURING LLC         ,20250226,51107,121.0,1.0
"Sales analysis, SPO",1967407,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20250221,51503,121.0,1.0
"Sales analysis, SPO",1967408,BEN HILTON     ,A,100103,EASTMAN-BOOTH INC                  ,20250221,50111,121.0,1.0
"Sales analysis, SPO",1967408,BEN HILTON     ,A,100103,EASTMAN-BOOTH INC                  ,20250221,50111,119.0,2.0
"Sales analysis, SPO",1967418,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250219,51766,684.0,1.0
"Sales analysis, SPO",1967418,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250219,51766,465.0,2.0
"Sales analysis, SPO",1967421,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250226,52026,684.0,1.0
"Sales analysis, SPO",1967421,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250226,52026,465.0,2.0
"Sales analysis, SPO",1967423,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250226,50633,684.0,1.0
"Sales analysis, SPO",1967423,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250226,50633,218.0,2.0
"Sales analysis, SPO",1967427,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250225,52481,168.0,1.0
"Sales analysis, SPO",1967430,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250225,50671,168.0,1.0
"Sales analysis, SPO",1967430,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250225,50671,121.0,2.0
"Sales analysis, SPO",1967433,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250221,50185,168.0,1.0
"Sales analysis, SPO",1967433,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250221,50185,121.0,2.0
"Sales analysis, SPO",1967438,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250212,50525,119.0,1.0
"Sales analysis, SPO",1967445,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250225,50544,168.0,1.0
"Sales analysis, SPO",1967445,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250225,50544,121.0,2.0
"Sales analysis, SPO",1967451,SHAWN REYES    ,A,100163,ANVIL MACHINE LTD                  ,20250221,50075,168.0,1.0
"Sales analysis, SPO",1967453,SHAWN REYES    ,A,100163,ANVIL MACHINE LTD                  ,20250228,50075,168.0,1.0
"Sales analysis, SPO",1967461,DAVID POPHAM   ,A,100299,VALLOUREC TUBE-ALLOY LLC           ,20250219,52725,139.0,1.0
"Sales analysis, SPO",1967463,DARIO CAMACHO  ,A,100172,M & R MANUFACTURING LLC            ,20250225,50093,121.0,1.0
"Sales analysis, SPO",1967463,DARIO CAMACHO  ,A,100172,M & R MANUFACTURING LLC            ,20250225,50093,119.0,2.0
"Sales analysis, SPO",1967463,DARIO CAMACHO  ,A,100172,M & R MANUFACTURING LLC            ,20250225,50093,307.0,3.0
"Sales analysis, SPO",1967464,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250312,50035,168.0,1.0
"Sales analysis, SPO",1967464,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250312,50035,121.0,2.0
"Sales analysis, SPO",1967464,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250312,50035,307.0,3.0
"Sales analysis, SPO",1967464,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250312,50035,119.0,4.0
"Sales analysis, SPO",1967464,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250312,50035,465.0,5.0
"Sales analysis, SPO",1967465,SHAWN REYES    ,A,100517,NATIONAL OILWELL U.S. AFTER MARKET ,20250307,50305,473.0,1.0
"Sales analysis, SPO",1967465,SHAWN REYES    ,A,100517,NATIONAL OILWELL U.S. AFTER MARKET ,20250307,50305,121.0,2.0
"Sales analysis, SPO",1967468,LACEY CORTEZ   ,A,100565,STABILTEC DOWNHOLE TOOLS LLC       ,20250218,51154,168.0,1.0
"Sales analysis, SPO",1967480,CHRIS SITKA    ,A,101163,SIGMAHLR                           ,20250217,50891,168.0,1.0
"Sales analysis, SPO",1967485,LACEY CORTEZ   ,A,100508,COASTAL MACHINE & SUPPLY           ,20250219,51872,465.0,1.0
"Sales analysis, SPO",1967488,DARREL THORMER ,A,100228,CROSSOVER INC                      ,20250219,50267,168.0,1.0
"Sales analysis, SPO",1967491,SHAWN REYES    ,A,100417,TURN-TECH INC                      ,20250224,50407,121.0,1.0
"Sales analysis, SPO",1967493,SHAWN REYES    ,A,101095,KEJR INC                           ,20250228,50656,139.0,1.0
"Sales analysis, SPO",1967498,BEN HILTON     ,A,100561,US STEEL OILWELL SERVICES LLC      ,20250214,50226,465.0,1.0
"Sales analysis, SPO",1967503,DAVID POPHAM   ,A,100636,AEROLIFT MACHINE LLC               ,20250219,51999,465.0,1.0
"Sales analysis, SPO",1967505,DAVID POPHAM   ,A,100636,AEROLIFT MACHINE LLC               ,20250219,50318,465.0,1.0
"Sales analysis, SPO",1967509,DAVID POPHAM   ,A,100887,TEXAS PRECISION MACHINE            ,20250214,50898,119.0,1.0
"Sales analysis, SPO",1967519,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20250228,52668,180.0,1.0
"Sales analysis, SPO",1967519,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20250228,52668,121.0,2.0
"Sales analysis, SPO",1967519,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20250228,52668,119.0,3.0
"Sales analysis, SPO",1967521,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250214,52683,473.0,1.0
"Sales analysis, SPO",1967522,LACEY CORTEZ   ,A,100684,APOLLO MACHINE & WELDING LTD       ,20250312,50671,119.0,3.0
"Sales analysis, SPO",1967522,LACEY CORTEZ   ,A,100684,APOLLO MACHINE & WELDING LTD       ,20250312,50671,121.0,2.0
"Sales analysis, SPO",1967522,LACEY CORTEZ   ,A,100684,APOLLO MACHINE & WELDING LTD       ,20250312,50671,180.0,1.0
"Sales analysis, SPO",1967523,LACEY CORTEZ   ,A,100499,CAJUN MFG LLC                      ,20250228,51204,168.0,1.0
"Sales analysis, SPO",1967525,DARIO CAMACHO  ,A,101336,INTELA LLC                         ,20250311,50444,168.0,1.0
"Sales analysis, SPO",1967536,MICHAEL BROUSSA,A,100566,WEATHERFORD US LP                  ,20250228,50144,168.0,1.0
"Sales analysis, SPO",1967544,DAVID POPHAM   ,A,100615,CACTUS WELLHEAD LLC                ,20250219,50995,465.0,1.0
"Sales analysis, SPO",1967545,DAVID POPHAM   ,A,100615,CACTUS WELLHEAD LLC                ,20250219,50995,465.0,1.0
"Sales analysis, SPO",1967557,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250225,51807,121.0,2.0
"Sales analysis, SPO",1967557,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250225,51807,465.0,1.0
"Sales analysis, SPO",1967558,DAVID POPHAM   ,A,100778,A E MACHINE WORKS INC              ,20250219,50995,465.0,1.0
"Sales analysis, SPO",1967564,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20250321,50971,121.0,1.0
"Sales analysis, SPO",1967568,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20250307,51824,180.0,1.0
"Sales analysis, SPO",1967568,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20250307,51824,121.0,2.0
"Sales analysis, SPO",1967568,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20250307,51824,119.0,3.0
"Sales analysis, SPO",1967571,LACEY CORTEZ   ,A,100499,CAJUN MFG LLC                      ,20250217,51202,119.0,1.0
"Sales analysis, SPO",1967575,LACEY CORTEZ   ,A,100499,CAJUN MFG LLC                      ,20250221,51204,168.0,1.0
"Sales analysis, SPO",1967576,LACEY CORTEZ   ,A,100499,CAJUN MFG LLC                      ,20250408,51202,119.0,1.0
"Sales analysis, SPO",1967577,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250305,50145,121.0,1.0
"Sales analysis, SPO",1967577,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250305,50145,119.0,2.0
"Sales analysis, SPO",1967578,DARREL THORMER ,A,100228,CROSSOVER INC                      ,20250219,50787,307.0,1.0
"Sales analysis, SPO",1967578,DARREL THORMER ,A,100228,CROSSOVER INC                      ,20250219,50787,119.0,2.0
"Sales analysis, SPO",1967579,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250304,51520,168.0,1.0
"Sales analysis, SPO",1967579,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250304,51520,121.0,2.0
"Sales analysis, SPO",1967582,DARREL THORMER ,B,100102,HUNTING ENERGY SERVICES            ,20250319,BOBAR,180.0,1.0
"Sales analysis, SPO",1967582,DARREL THORMER ,B,100102,HUNTING ENERGY SERVICES            ,20250319,BOBAR,121.0,2.0
"Sales analysis, SPO",1967582,DARREL THORMER ,B,100102,HUNTING ENERGY SERVICES            ,20250319,BOBAR,119.0,3.0
"Sales analysis, SPO",1967594,DARREL THORMER ,A,101403,LV CNC LLC                         ,20250224,52284,168.0,1.0
"Sales analysis, SPO",1967599,CHRIS SITKA    ,A,100539,SCHLUMBERGER SINGAPORE             ,20250221,50572,480.0,1.0
"Sales analysis, SPO",1967599,CHRIS SITKA    ,A,100539,SCHLUMBERGER SINGAPORE             ,20250221,50572,168.0,2.0
"Sales analysis, SPO",1967602,DARIO CAMACHO  ,A,100208,ENGELBRECHT MANUFACTURING INC      ,20250225,50340,121.0,1.0
"Sales analysis, SPO",1967604,BEN HILTON     ,A,100381,BLUELINE MANUFACTURING LLC         ,20250306,52010,465.0,1.0
"Sales analysis, SPO",1967604,BEN HILTON     ,A,100381,BLUELINE MANUFACTURING LLC         ,20250306,52010,121.0,2.0
"Sales analysis, SPO",1967606,SHAWN REYES    ,A,101154,LOGON MACHINE INC                  ,20250305,50501,168.0,1.0
"Sales analysis, SPO",1967606,SHAWN REYES    ,A,101154,LOGON MACHINE INC                  ,20250305,50501,121.0,2.0
"Sales analysis, SPO",1967613,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20250228,51329,168.0,1.0
"Sales analysis, SPO",1967613,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20250228,51329,119.0,3.0
"Sales analysis, SPO",1967613,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20250228,51329,121.0,2.0
"Sales analysis, SPO",1967616,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250228,51506,180.0,1.0
"Sales analysis, SPO",1967616,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250228,51506,119.0,3.0
"Sales analysis, SPO",1967616,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250228,51506,121.0,2.0
"Sales analysis, SPO",1967621,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250225,52426,218.0,1.0
"Sales analysis, SPO",1967621,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250225,52426,119.0,2.0
"Sales analysis, SPO",1967622,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250218,52426,307.0,1.0
"Sales analysis, SPO",1967622,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250218,52426,119.0,2.0
"Sales analysis, SPO",1967625,DAVID POPHAM   ,A,101329,QSD MANUFACTURING INC              ,20250219,51110,473.0,1.0
"Sales analysis, SPO",1967635,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250321,50024,307.0,3.0
"Sales analysis, SPO",1967635,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250321,50024,121.0,2.0
"Sales analysis, SPO",1967635,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250321,50024,465.0,1.0
"Sales analysis, SPO",1967635,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250321,50024,119.0,4.0
"Sales analysis, SPO",1967637,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250221,50522,119.0,1.0
"Sales analysis, SPO",1967638,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250225,52200,180.0,1.0
"Sales analysis, SPO",1967639,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250326,50634,898.0,1.0
"Sales analysis, SPO",1967639,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250326,50634,121.0,2.0
"Sales analysis, SPO",1967639,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250326,50634,119.0,3.0
"Sales analysis, SPO",1967640,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,50441,180.0,1.0
"Sales analysis, SPO",1967640,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,50441,121.0,2.0
"Sales analysis, SPO",1967640,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250307,50441,119.0,3.0
"Sales analysis, SPO",1967641,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250326,52230,898.0,1.0
"Sales analysis, SPO",1967641,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250326,52230,119.0,3.0
"Sales analysis, SPO",1967641,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250326,52230,121.0,2.0
"Sales analysis, SPO",1967643,LACEY CORTEZ   ,A,100499,CAJUN MFG LLC                      ,20250228,51202,168.0,1.0
"Sales analysis, SPO",1967644,LACEY CORTEZ   ,A,100355,TOP TECH INDUSTRIES LTD            ,20250226,51104,218.0,1.0
"Sales analysis, SPO",1967645,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250305,50025,168.0,1.0
"Sales analysis, SPO",1967645,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250305,50025,121.0,2.0
"Sales analysis, SPO",1967645,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250305,50025,119.0,3.0
"Sales analysis, SPO",1967646,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250305,51772,168.0,1.0
"Sales analysis, SPO",1967646,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250305,51772,121.0,2.0
"Sales analysis, SPO",1967646,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250305,51772,119.0,3.0
"Sales analysis, SPO",1967651,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250228,50241,139.0,1.0
"Sales analysis, SPO",1967657,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250226,52555,168.0,1.0
"Sales analysis, SPO",1967657,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20250226,52555,121.0,2.0
"Sales analysis, SPO",1967681,DAVID POPHAM   ,B,100227,FAITH MANUFACTURING CO INC         ,20250307,BTUBE,121.0,1.0
"Sales analysis, SPO",1967682,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250228,51966,218.0,1.0
"Sales analysis, SPO",1967682,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20250228,51966,121.0,2.0
"Sales analysis, SPO",1967683,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,50017,898.0,1.0
"Sales analysis, SPO",1967683,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,50017,121.0,2.0
"Sales analysis, SPO",1967683,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,50017,119.0,3.0
"Sales analysis, SPO",1967688,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,50619,898.0,1.0
"Sales analysis, SPO",1967688,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,50619,121.0,2.0
"Sales analysis, SPO",1967688,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,50619,119.0,3.0
"Sales analysis, SPO",1967690,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,51551,898.0,1.0
"Sales analysis, SPO",1967690,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,51551,121.0,2.0
"Sales analysis, SPO",1967690,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,51551,119.0,3.0
"Sales analysis, SPO",1967693,DARREL THORMER ,A,100228,CROSSOVER INC                      ,20250226,50261,168.0,1.0
"Sales analysis, SPO",1967698,BEN HILTON     ,A,100200,UNIVERSAL MANUFACTURING SERVICES   ,20250305,51403,121.0,1.0
"Sales analysis, SPO",1967701,BEN HILTON     ,A,101133,LEVANT METAL ALLOYS TRADING LLC    ,20250227,52212,121.0,1.0
"Sales analysis, SPO",1967701,BEN HILTON     ,A,101133,LEVANT METAL ALLOYS TRADING LLC    ,20250227,52212,119.0,2.0
"Sales analysis, SPO",1967702,BEN HILTON     ,A,101133,LEVANT METAL ALLOYS TRADING LLC    ,20250227,50526,121.0,1.0
"Sales analysis, SPO",1967702,BEN HILTON     ,A,101133,LEVANT METAL ALLOYS TRADING LLC    ,20250227,50526,119.0,2.0
"Sales analysis, SPO",1967709,DARREL THORMER ,B,100194,HUNTING ENERGY SVCS CONNECTION DIV ,20250306,BOBAR,168.0,1.0
"Sales analysis, SPO",1967710,DARREL THORMER ,B,100194,HUNTING ENERGY SVCS CONNECTION DIV ,20250306,BOBAR,168.0,1.0
"Sales analysis, SPO",1967713,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250226,50939,465.0,1.0
"Sales analysis, SPO",1967717,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250313,50293,121.0,1.0
"Sales analysis, SPO",1967717,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250313,50293,119.0,2.0
"Sales analysis, SPO",1967722,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250225,52598,465.0,1.0
"Sales analysis, SPO",1967723,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250221,52726,465.0,1.0
"Sales analysis, SPO",1967725,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250307,50002,121.0,1.0
"Sales analysis, SPO",1967733,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20250224,50278,119.0,1.0
"Sales analysis, SPO",1967770,BEN HILTON     ,A,100561,US STEEL OILWELL SERVICES LLC      ,20250220,51188,465.0,1.0
"Sales analysis, SPO",1967774,BEN HILTON     ,A,100102,HUNTING ENERGY SERVICES            ,20250304,50290,121.0,1.0
"Sales analysis, SPO",1967774,BEN HILTON     ,A,100102,HUNTING ENERGY SERVICES            ,20250304,50290,119.0,2.0
"Sales analysis, SPO",1967778,CHRIS SITKA    ,A,100157,NORQUEST INDUSTRIES INC            ,20250226,51066,465.0,1.0
"Sales analysis, SPO",1967780,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250320,51154,121.0,2.0
"Sales analysis, SPO",1967780,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250320,51154,307.0,3.0
"Sales analysis, SPO",1967780,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250320,51154,119.0,4.0
"Sales analysis, SPO",1967780,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250320,51154,465.0,1.0
"Sales analysis, SPO",1967783,DAVID POPHAM   ,A,100307,D & L OIL TOOLS                    ,20250225,50446,465.0,1.0
"Sales analysis, SPO",1967784,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,51063,465.0,1.0
"Sales analysis, SPO",1967784,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,51063,121.0,2.0
"Sales analysis, SPO",1967784,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,51063,307.0,3.0
"Sales analysis, SPO",1967784,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250327,51063,119.0,4.0
"Sales analysis, SPO",1967786,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250319,51031,121.0,2.0
"Sales analysis, SPO",1967786,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250319,51031,119.0,3.0
"Sales analysis, SPO",1967786,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250319,51031,465.0,1.0
"Sales analysis, SPO",1967787,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20250402,52230,465.0,1.0
