GLACCT_General_Ledger_Account,GLAMT_Transaction_Amount,GLDESC_Description,GLBTCH_Batch,GLREF_Reference,GLTRN#_Transaction_Number,GLCUST_Customer_ID,GLRECD_Record_Type,GLCOMP_Company_Code,GLDIST_Distribution_Center,GLAPPL_Application_Source,GLPERD_Posting_Period,GLPPYY_Posting_Year,GLCSTC_Cost_Center,GLCRDB_Credit_Debit,GLPCC_Posting_Century,GLPYY_Posting_Year,GLPMM_Posting_Month,GLPDD_Posting_Day,GLSYY_Source_Year,GLSMM_Source_Month,GLSDD_Source_Day,GLBDIS_Billing_Distribution_Center,GLRPTY_Report_Type,GLRP#_Report_Number,GLEXDT_External_Date,GLEXTM_External_Time,GLPGM_Program_Code,GLDSP_Distribution_Point,GLUSER_User,GLTIME_Time,GLTRNT_Transaction_Type,GLTYPE_TYPE,GLTRDS_Transaction_Distribution_Sequence,GLMLIN_Multi_line_Number,GLCDIS_Customer_Distribution_Code,GLAPTR_AP_Transaction_Reference,GLLOCK_Lock_Flag,GLRFCC_Reference_Century,GLRFYY_Reference_Year,GLRFMM_Reference_Month,GLRFDD_Reference_Day,GLAMTQ_Quantified_Amount,GLREF_CLEAN_Clean_Reference,GLREF_REV_Reversal_Reference
1001100000,1697.31,"CASH-IN AUTO ENTRY                 ",7858,"         046612",833231,118,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,1697.31,"         046612",216640
1021100000,1697.31,"A/R TRADE AUTO ENTRY               ",7858,"         046612",833231,118,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105246,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-1697.31,"         046612",216640
1501000000,1224.43,"HALLIBURTON ENERGY SERVICES        ",0,"50893          ",832881,189,E,1,1,IU,1,18,0,C,20,18,1,3,18,1,3,0," ",0,20180221,105303,"OE222     ",KSAUCEDOA1,"KSAUCEDO  ",113748,OE," ",1,1,1,0,0,0,0,0,0,-1224.43,50893,39805
1503000000,1224.43,"HALLIBURTON ENERGY SERVICES        ",0,"50893          ",832881,189,E,1,1,IU,1,18,0,D,20,18,1,3,18,1,3,0," ",0,20180221,105305,"OE222     ",KSAUCEDOA1,"KSAUCEDO  ",113748,OE," ",1,1,1,0,0,0,0,0,0,1224.43,50893,39805
1501000000,37.13,"HALLIBURTON ENERGY SERVICES        ",0,"50893          ",832881,189,E,1,1,IU,1,18,0,D,20,18,1,3,18,1,3,0," ",0,20180221,105303,"OE222     ",KSAUCEDOA1,"KSAUCEDO  ",113748,OE," ",1,1,1,0,0,0,0,0,0,37.13,50893,39805
1503000000,37.13,"HALLIBURTON ENERGY SERVICES        ",0,"50893          ",832881,189,E,1,1,IU,1,18,0,C,20,18,1,3,18,1,3,0," ",0,20180221,105305,"OE222     ",KSAUCEDOA1,"KSAUCEDO  ",113748,OE," ",1,1,1,0,0,0,0,0,0,-37.13,50893,39805
1501000000,1217.04,"HALLIBURTON ENERGY SERVICES        ",0,"50893          ",832881,189,E,1,1,IU,1,18,0,C,20,18,1,3,18,1,3,0," ",0,20180221,105303,"OE222     ",KSAUCEDOA1,"KSAUCEDO  ",113748,OE," ",1,1,1,0,0,0,0,0,0,-1217.04,50893,39805
1503000000,1217.04,"HALLIBURTON ENERGY SERVICES        ",0,"50893          ",832881,189,E,1,1,IU,1,18,0,D,20,18,1,3,18,1,3,0," ",0,20180221,105305,"OE222     ",KSAUCEDOA1,"KSAUCEDO  ",113748,OE," ",1,1,1,0,0,0,0,0,0,1217.04,50893,39805
1001100000,7245.00,"CASH-IN AUTO ENTRY                 ",7858,"         090655",829641,199,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,7245.00,"         090655",556090
1021100000,7245.00,"A/R TRADE AUTO ENTRY               ",7858,"         090655",829641,199,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105246,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-7245.00,"         090655",556090
1001100000,7749.00,"CASH-IN AUTO ENTRY                 ",7858,"         090655",829628,199,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,7749.00,"         090655",556090
1021100000,7749.00,"A/R TRADE AUTO ENTRY               ",7858,"         090655",829628,199,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105246,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-7749.00,"         090655",556090
1001100000,150.00,"CASH-IN AUTO ENTRY                 ",7858,"         030518",833317,125,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,150.00,"         030518",815030
1021100000,150.00,"A/R TRADE AUTO ENTRY               ",7858,"         030518",833317,125,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105246,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-150.00,"         030518",815030
1001100000,3078.71,"CASH-IN AUTO ENTRY                 ",7858,"         025043",829598,116,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,3078.71,"         025043",340520
1021100000,3078.71,"A/R TRADE AUTO ENTRY               ",7858,"         025043",829598,116,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105246,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-3078.71,"         025043",340520
1001100000,294.00,"CASH-IN AUTO ENTRY                 ",7858,"         025043",829928,116,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,294.00,"         025043",340520
1021100000,294.00,"A/R TRADE AUTO ENTRY               ",7858,"         025043",829928,116,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105246,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-294.00,"         025043",340520
1001100000,759.38,"CASH-IN AUTO ENTRY                 ",7858,"         025043",829935,116,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,759.38,"         025043",340520
1021100000,759.38,"A/R TRADE AUTO ENTRY               ",7858,"         025043",829935,116,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-759.38,"         025043",340520
1001100000,345.00,"CASH-IN AUTO ENTRY                 ",7858,"         025043",829947,116,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,345.00,"         025043",340520
1021100000,345.00,"A/R TRADE AUTO ENTRY               ",7858,"         025043",829947,116,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-345.00,"         025043",340520
1001100000,206.96,"CASH-IN AUTO ENTRY                 ",7858,"         025043",829951,116,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,206.96,"         025043",340520
1021100000,206.96,"A/R TRADE AUTO ENTRY               ",7858,"         025043",829951,116,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-206.96,"         025043",340520
1001100000,486.00,"CASH-IN AUTO ENTRY                 ",7858,"         025043",831645,116,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,486.00,"         025043",340520
1021100000,486.00,"A/R TRADE AUTO ENTRY               ",7858,"         025043",831645,116,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-486.00,"         025043",340520
1001100000,3707.36,"CASH-IN AUTO ENTRY                 ",7858,"         025043",831676,116,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,3707.36,"         025043",340520
1021100000,3707.36,"A/R TRADE AUTO ENTRY               ",7858,"         025043",831676,116,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-3707.36,"         025043",340520
1001100000,210.18,"CASH-IN AUTO ENTRY                 ",7858,"         025043",831677,116,E,1,1,CR,1,18,0,D,20,18,1,2,18,1,3,1," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,210.18,"         025043",340520
1021100000,210.18,"A/R TRADE AUTO ENTRY               ",7858,"         025043",831677,116,E,1,1,CR,1,18,0,C,20,18,1,2,18,1,3,1," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,0,1,0,1,20,18,1,2,-210.18,"         025043",340520
