IOITEM_ItemNumber,IOROH_ROPHeader,IOBOMI_BOMItem,IOQOH_QuantityOnHand,IOQOR_QuantityOnOrderRequired,IOQOO_QuantityOnOrder,IOQOOR_OtherOrderQuantity,IOFCST_ForecastQty,IOBUY_BuyerCode,IODOSC_DaysOnShelf,IOCOMP_CompanyCode,IORECD_RecordStatus,IODIST_DistributionCode,IOQIT_QuantityInTransit,IOQHLD_QuantityOnHold,IOQCOL_QuantityCommitted,IOROR_ROPReorder,IOROO_ROPOrderOpen,IOROOR_ROPOrderOther,IORIT_ROPItemThreshold,IORIQC_ROPQualityControlQty,IOBOMC_BOMCost,IOLCCC_LastCountCentury,IOLCYY_LastCountYear,IOLCMM_LastCountMonth,IOLCDD_LastCountDay,IOCUOM_CountUOM,IOACST_AverageCost,IORCST_RecentCost,IORLCK_ReorderLock,IOSCST_StandardCost,IOSCCC_StdCostCentury,IOSCYY_StdCostYear,IOSCMM_StdCostMonth,IOSCDD_StdCostDay,IODOSL_DaysOnShelfLast,IOMNRQ_MinReorderQty,IOTORQ_TotalReorderQty,IOPYIB_PriorYearInbound,IOCYIB_CurrentYearInbound,IOCYIU_CurrentYearIssued,IOITST_ItemStatus,IOPLVL_PlanningLevel,IOBGIN_BeginningInventory,IOMNBL_MinimumBalance,IOROPT_ReorderPoint,IOROPL_ROPLevel,IOROQT_ROPQty,IOLDTM_LastTransactionMonth,IOBGIT_BeginningItemQty,IOROFC_ReorderForecast,IOSSTK_SafetyStock,IOLDTL_LastDetailTrans,IOINVC_InvoiceCount,IOMTST_MaterialStatus,IODISC_DiscontinuedFlag,IOOWNF_OwnedFlag,IONSDC_NeedsCountFlag,IO1RCT_FirstReceiptDate,IOTOPP_TopPickFlag,IOPMON_PlanningMonth,IOLOCC_LocationCodeCentury,IOLOYY_LocationCodeYear,IOLOMM_LocationCodeMonth,IOLODD_LocationCodeDay,IO1ACQ_FirstAcquisitionDate
51596,0.000,1.667,1.667,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2759.66,20,25,2,3,"FT ",1655.4650,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,2759.66,5519.32,3.334,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,65,20,19,11,1,0.0000
51597,0.000,1.083,1.083,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,298.03,20,25,2,3,"FT ",275.1869,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,298.03,596.06,2.166,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,49,0,0,0,0,0.0000
51598,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",263.0680,0.0000,N,0.0000,0,0,0,0,119,0.000,0.000,547.97,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,57,20,19,11,1,0.0000
51599,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",196.0647,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,375.66,375.66,1.916,999,1.916,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,35,0,0,0,0,0.0000
51600,0.000,80.584,80.584,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27840.90,20,25,2,3,"FT ",345.4892,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,27840.90,55681.80,161.168,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,63,0,0,0,0,0.0000
51601,0.000,12.001,12.001,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19603.48,20,25,2,3,"FT ",1633.4871,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,21918.13,41521.61,25.419,999,1.417,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,64,20,19,11,11,0.0000
51602,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,73,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,58,0,0,0,0,0.0000
51603,0.000,0.833,0.833,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,909.12,20,25,2,3,"FT ",1091.3788,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,909.12,1818.24,1.666,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,64,20,19,11,27,0.0000
51604,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",146.4552,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,231.84,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,39,20,19,11,13,0.0000
51605,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",164.3452,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,16598.83,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,10,20,19,11,11,0.0000
51606,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,0,0,0,0,0,0.0000
51607,0.000,24.000,24.000,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,0.00,0.00,48.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,64,0,0,0,0,0.0000
51608,0.000,14.250,14.250,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1694.72,20,25,2,3,"FT ",118.9278,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,1694.72,3389.44,28.500,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,63,0,0,0,0,0.0000
51610,0.000,12.084,9.834,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3963.78,20,25,2,3,"FT ",328.0182,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,3963.78,7927.56,24.168,999,11.083,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,56,0,0,0,0,0.0000
51611,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",191.1080,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,3,0,0,0,0,0.0000
51612,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",562.8277,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,58816.06,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,1,0,0,0,0,0.0000
51613,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",650.4376,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,0,0,0,0,0,0.0000
51614,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,28,0,0,0,0,0.0000
51615,0.000,4.000,4.000,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,28,0.000,0.000,0.00,0.00,9.666,999,0.833,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,42,0,0,0,0,0.0000
51616,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,11,0,0,0,0,0.0000
51617,0.000,20.334,20.334,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,0.00,0.00,40.668,999,0.917,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,63,0,0,0,0,0.0000
51618,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,1,0,0,0,0,0.0000
51619,0.000,2.583,2.583,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,504.48,20,25,2,3,"FT ",195.3062,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,504.48,1008.96,5.166,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,63,0,0,0,0,0.0000
51620,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,43,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,0.00,0.00,2.583,999,2.583,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,26,0,0,0,0,0.0000
51621,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",756.4158,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,6240.43,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,14,20,19,12,18,0.0000
51622,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",1286.6672,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,13295.17,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,48,20,21,8,27,0.0000
51623,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,13,0,0,0,0,0.0000
51624,0.000,1.833,1.833,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,0.00,0.00,3.666,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,62,0,0,0,0,0.0000
51625,0.000,7.750,7.750,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,0.00,0.00,15.500,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,62,0,0,0,0,0.0000
51626,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",910.6000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,682.95,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,17,20,20,1,16,0.0000
51627,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,20,0,0,0,0,0.0000
51628,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,9,0,0,0,0,0.0000
51629,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,186,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,34,0,0,0,0,0.0000
51630,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,I,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,0,0,0,0,0,0.0000
51631,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",893.8400,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,23,20,22,4,20,0.0000
51632,0.000,68.167,363.667,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18437.65,20,25,2,3,"FT ",244.7974,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,18437.65,36875.30,136.334,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,Y,0,61,20,25,3,18,238.8734
51633,0.000,7.000,7.000,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3343.05,20,25,2,3,"FT ",477.5784,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,3343.05,6686.10,14.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,48,20,20,10,16,0.0000
51634,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,15,0,0,0,0,0.0000
51635,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,22,0,0,0,0,0.0000
51636,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,16,0,0,0,0,0.0000
51637,0.000,8.333,8.333,0.000,0.000,0.000,0.0000,1,8,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,8.333,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,6,0,0,0,0,0.0000
51638,0.000,23.750,23.750,1.583,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6733.98,20,25,2,3,"FT ",283.5362,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,7135.76,13869.74,48.917,999,1.417,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,30,20,24,11,21,0.0000
51639,0.000,2.334,2.334,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1102.99,20,25,2,3,"FT ",472.5737,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,1102.99,2205.98,4.668,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,52,20,20,11,8,0.0000
51640,0.000,1032.332,2024.082,0.000,0.000,0.000,0.0000,1,34,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21207.92,20,25,2,3,"FT ",19.8656,0.0000,N,0.0000,0,0,0,0,234,0.000,0.000,89.43,0.00,0.000,999,56.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,Y,0,38,20,25,3,4,19.6223
51641,0.000,9.750,9.750,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2838.65,20,25,2,3,"FT ",291.1441,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,13635.73,23995.80,82.419,999,37.085,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,54,20,22,6,15,0.0000
51642,0.000,4.084,4.084,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2762.28,20,25,2,3,"FT ",676.3655,0.0000,N,0.0000,0,0,0,0,1,0.000,0.000,7101.83,14203.67,21.000,999,6.416,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,26,20,24,9,23,0.0000
51643,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",354.6041,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,7712.64,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,22,0,0,0,0,0.0000
51644,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,I,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,0,0,0,0,0,0.0000
51645,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,169,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,24,0,0,0,0,0.0000
51646,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",17.1793,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,19293.76,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,7,20,20,6,16,0.0000
51647,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,2,0,0,0,0,0.0000
51648,0.000,81.332,150.749,9.999,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16410.27,20,25,2,3,"FT ",217.1063,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,23741.34,40151.61,198.998,999,131.835,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,59,20,22,6,10,0.0000
51649,0.000,1.583,1.583,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,0.00,0.00,3.166,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,59,0,0,0,0,0.0000
51650,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",50.9488,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,0,20,20,6,27,0.0000
51651,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,14,0,0,0,0,0.0000
51652,0.000,140.334,181.334,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47972.06,20,25,2,3,"FT ",328.5777,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,63924.80,111896.86,327.335,999,114.250,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,58,0,0,0,0,0.0000
51653,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",131.5502,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,723.53,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,15,20,20,4,30,0.0000
51654,0.000,13.667,13.667,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,0.00,0.00,27.334,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,59,0,0,0,0,0.0000
51655,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,0.00,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,24,0,0,0,0,0.0000
51656,0.000,18.250,18.250,0.000,0.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",0.0000,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,0.00,0.00,36.500,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,58,0,0,0,0,0.0000
51657,0.000,232.998,224.832,0.000,484.000,0.000,0.0000,1,0,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29023.61,20,25,2,3,"FT ",124.5659,0.0000,N,0.0000,0,0,0,0,0,0.000,0.000,47501.09,76773.83,616.331,999,384.835,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,57,20,23,3,2,0.0000
51658,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,1,61,1,A,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,20,25,2,3,"FT ",50.7622,0.0000,N,0.0000,0,0,0,0,260,0.000,0.000,1632.87,0.00,0.000,999,0.000,0.000,0.000,0.000,N,0.000,0.00,1.0,0.00,0.000,N," ",M," ",D,N,N,0,23,0,0,0,0,0.0000
