BDRECD,BDDIST,BDPONO,BDLINE,BDRLIN,BDCOMP,BDVNDR,BDTYPE,BDITEM,BDCRTD,BDWDTH,BDLNTH,BDDSPW,BDDSPL,BDWGTF,BDUNTW,BDCLS3,BDSBCL,BDICOD,BDTCOD,BDDEXP,BDCSMO,BDONOM,BDOMIN,BDOMAX,BDMSCD,BDEQYN,BDEQPD,BDOOQ,BDOUOM,BDOQOO,BDIUOM,BDTACD,BDCQTY,BDQUOM,BDCQOO,BDTLB,BDTPC,BDTFT,BDTSFT,BDTMTR,BDTKG,BDTIQR,BDSQTY,BDMCST,BDCUOM,BDEMCS,BDFCST,BDFUOM,BDEFCS,BDECST,BDEUOM,BDEECS,BDEACS,BDEWCS,BDSMD,BDSMAN,BDCDIS,BDCUST,BDLOD,BDLOR#,BDLTYP,BDMLIN,BDULIN,BDRESV,BDRIV,BDPOCC,BDPOYY,BDPOMM,BDPODD,BDPRCC,BDPRYY,BDPRMM,BDPRDD,BDRPCC,BDRPYY,BDRPMM,BDRPDD,BDRLCC,BDRLYY,BDRLMM,BDRLDD,BDSHCC,BDSHYY,BDSHMM,BDSHDD,BDEACC,BDEAYY,BDEAMM,BDEADD,BDINTR,BDADCH,BDWOCH,BDVQTY,BDVUOM,BDRCCC,BDRCYY,BDRCMM,BDRCDD,BDCNCC,BDCNYY,BDCNMM,BDCNDD,BDRCBY,BDINBY,BDRPC,BDFRTR,BDFRV,BDBOL,BDCWGT,BDRCV,BDMILL,BDVESL,BDVOYG,BDCTRY,BDPORT,BDBDIS,BDBTCH,BDPRCD,BDASTS,BDOBOL,BDSPEC,BDXSEL,BDXAMT,BDXCEQ,BDXEEC,BDXCFR,BDXEFC,BDPFXF,BDXEAC,BDXEWC,BDXECC,BDXEYY,BDXEMM,BDXEDD,BDPPCT,BDRPGM,BDFIRM,BDACKN,BDIDST,BDFRTF,BDLDST,BDLOAD,BDDDTC,BDTRCK,BDTRDT,BDCRE,BDTRF,BDCEN,BDFLG1,BDFLG2,BDTOLP,BDTOLM,BDALOY,BDTEMP,BDMORD,BDBLNK,BDBLIN,BDREL#,BDRDAT,BDQQTY,BDINUS,BDFLG3,BDFLG4
C,1,507669,1,0,1,157,B,BOBAR,"3.000 ROUND BAR                    ",0.0000,5.2500,"     .000","    5.250",2.00041380,0.000,ABH,"        ",W,T,I,"DEFAULT                            ",0.0000,0.0000,0.0000,"C36000                             ",N,"               ",141.401,"LB ",141.401,"LB ",A,141.401,"LB ",0.000,141.401,10.000,4.375,0.001,1.334,64.139,105.000,0.000,74.0000,"EA ",740.00,0.0100,CWT,0.01,0.0000,"   ",0.00,0.00,0.00,1,1,1,102,1,842146,B,1,0,141.401,0,20,18,7,6,20,18,7,9,20,18,7,9,0,0,0,0,20,18,7,11,0,0,0,0,N," ",N,0.000,"   ",20,22,11,14,0,0,0,0,"               ","               "," ",3,0,"               ",0.000,0,"   ",0,"          ",USA,0,0,0," ",V,"               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y," ",0," ",0,0," "," "," "," ","               ","               "," "," ",10,3,"        ","      ","            "," ",0,0,0,0.000," "," "," "
C,1,508228,1,0,1,189,B,BOBAR,"6.000 ROUND BAR                    ",0.0000,124.0000,"     .000","  124.000",8.00165520,0.000,ABH,"        ",W,T,I,"DEFAULT                            ",0.0000,0.0000,0.0000,"8630                               ",N,"               ",226.242,"LB ",226.242,"LB ",A,226.242,"LB ",0.000,226.242,1.000,10.333,0.001,3.150,102.623,993.000,0.000,1800.0000,"EA ",1800.00,0.0100,CWT,0.02,0.0000,"   ",0.00,0.00,0.00,1,1,1,102,1,847055,B,1,0,226.242,0,20,18,10,16,20,18,10,17,20,18,10,17,0,0,0,0,20,18,10,17,0,0,0,0," "," ",N,0.000,"   ",20,22,11,17,0,0,0,0,"               ","               "," ",3,0,"               ",0.000,0,"   ",0,"          ",USA,0,0,0," ",V,"               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y," ",0," ",0,0," "," "," "," ","               ","               "," "," ",10,3,"        ","      ","            "," ",0,0,0,0.000," "," "," "
C,1,508869,1,0,1,115,B,BTUBE,"15.5000 OD 13.0000 ID 1.2500 WALL  ",0.0000,25.0000,"     .000","   25.000",15.85339000,0.000,ATH,"        ",W,T,I,"DEFAULT                            ",0.0000,0.0000,0.0000,"1026                               ",N,"               ",396.335,"LB ",396.335,"LB ",A,396.335,"LB ",0.000,396.335,1.000,2.083,0.001,0.635,179.776,1.000,0.000,590.0000,LOT,590.00,0.1000,CWT,0.40,0.0000,"   ",0.00,0.00,0.00,1,4,1,115,1,853705,B,1,0,0.000,0,20,19,3,6,20,19,3,7,20,19,3,7,0,0,0,0,0,0,0,0,0,0,0,0,N," ",N,0.000,"   ",20,22,11,11,0,0,0,0,"               ","               "," ",3,0,"               ",0.000,0,"   ",0,"          ",USA,0,0,0," "," ","               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y," ",0," ",0,0," "," "," "," ","               ","               "," "," ",10,3,"        ","      ","            "," ",0,0,0,0.000," "," "," "
C,1,509130,1,0,1,219,B,BTUBE,"6.575 OD 5.180 ID .697 WALL        ",0.0000,76.0000,"     .000","   76.000",3.64866770,0.000,ATH,"        ",W,T,I,"DEFAULT                            ",0.0000,0.0000,0.0000,"4130M7 80KSI NQT                   ",N,"               ",46.992,"LB ",46.992,"LB ",A,46.992,"LB ",0.000,46.992,1.000,6.333,0.001,1.930,21.315,277.000,0.000,0.0100,"NC ",0.00,0.0000,CWT,0.00,0.0000,"   ",0.00,0.00,0.00,1,1,1,189,1,856380,B,1,0,46.992,0,20,19,4,30,20,19,4,30,20,19,4,30,0,0,0,0,0,0,0,0,0,0,0,0,N," ",N,0.000,"   ",20,22,11,14,0,0,0,0,"               ","               "," ",1,0,"               ",0.000,0,"   ",0,"          ",USA,0,0,0," "," ","               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y," ",0," ",0,0," "," "," "," ","               ","               "," "," ",10,3,"        ","      ","            "," ",0,0,0,0.000," "," "," "
C,1,509706,1,0,1,219,B,BTUBE,"21.375 OD 16.000 ID 2.687 WALL     ",0.0000,120.5000,"     .000","  120.500",44.69893146,0.000,ATH,"        ",W,T,I,"DEFAULT                            ",0.0000,0.0000,0.0000,"8630 125K                          ",N,"               ",14105.159,"LB ",14105.159,"LB ",A,14105.159,"LB ",0.000,14105.159,2.000,20.083,0.001,6.121,6398.058,10771.000,0.000,0.0100,"NC ",0.00,0.0000,CWT,0.00,0.0000,"   ",0.00,0.00,0.00,1,1,1,102,1,863519,B,1,0,14105.159,0,20,19,10,2,20,19,10,2,20,19,10,2,0,0,0,0,0,0,0,0,0,0,0,0,N," ",N,0.000,"   ",20,22,11,10,0,0,0,0,"               ","               "," ",1,0,"               ",0.000,0,"   ",0,"          ",USA,0,0,0," "," ","               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y," ",0," ",0,0," "," "," "," ","               ","               "," "," ",10,3,"        ","      ","            "," ",0,0,0,0.000," "," "," "
C,1,510147,1,0,1,230,B,BTUBE,"7.3900 OD 5.5400 ID .9250 WALL     ",0.0000,131.0000,"         ","131      ",2.87919386,0.000,ATH,"        ",W,T,I,"DEFAULT                            ",0.0000,0.0000,0.0000,"13CR L80                           ",N,"               ",2.879,"LB ",2.879,"LB ",A,2.879,"LB ",0.000,2.879,1.000,0.001,0.001,0.001,1.306,697.000,0.000,3237.0000,"EA ",3237.00,0.0100,CWT,0.00,0.0000,"   ",0.00,0.00,0.00,1,1,1,189,1,868006,B,1,0,2.879,0,20,20,1,17,20,20,1,20,20,20,1,20,0,0,0,0,20,20,1,21,0,0,0,0,N," ",N,0.000,"   ",20,22,11,15,0,0,0,0,"               ","               "," ",3,0,"               ",0.000,0,"   ",0,"          ",USA,0,0,0," ",V,"               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y," ",0," ",0,0," "," "," "," ","               ","               "," "," ",10,3,"        ","      ","            "," ",0,0,0,0.000," "," "," "
C,1,510874,1,0,1,219,B,BTUBE,"29.000 OD 18.750 ID 5.125 WALL     ",0.0000,505.5000,"         ","505.5    ",108.90171340,0.000,ATH,"        ",W,T,I,"DEFAULT                            ",0.0000,0.0000,0.0000,"4130 NQ&T API 6A NACE              ",N,"               ",55049.816,"LB ",55049.816,"LB ",A,55049.816,"LB ",0.000,55049.816,1.000,42.125,0.001,12.840,24970.433,55049.000,0.000,0.0100,"NC ",0.00,0.0000,CWT,0.00,0.0000,"   ",0.00,0.00,0.00,1,1,1,987,1,877018,B,1,0,55049.816,0,20,20,10,1,20,20,10,1,20,20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,N," ",N,0.000,"   ",20,22,12,1,0,0,0,0,"               ","               "," ",1,0,"               ",0.000,0,"   ",0,"          ",USA,0,0,0," "," ","               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y," ",0," ",0,0," "," "," "," ","               ","               "," "," ",10,3,"        ","      ","            "," ",0,0,0,0.000," "," "," "
C,1,511821,1,0,1,231,B,BOBAR,"14.000 ROUND BAR                   ",0.0000,15.0000,"         ","15       ",42.10791032,0.000,ABH,"        ",W,T,I,"DEFAULT                            ",0.0000,0.0000,0.0000,"8620                               ",N,"               ",631.619,"LB ",631.619,"LB ",A,631.619,"LB ",0.000,631.619,1.000,1.250,0.001,0.381,286.500,654.000,0.000,1715.0000,"EA ",1715.00,0.0100,CWT,0.06,0.0000,"   ",0.00,0.00,0.00,1,1,1,561,1,886009,B,1,0,631.619,0,20,21,5,17,20,21,5,18,20,21,5,18,0,0,0,0,20,21,5,25,0,0,0,0,N," ",N,0.000,"   ",20,23,3,1,0,0,0,0,"               ","               "," ",3,0,"               ",0.000,0,SCT,0,"          ",USA,0,0,0," ",V,"               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y," ",0," ",0,0," "," "," "," ","               ","               "," "," ",10,3,"        ","      ","            "," ",0,0,0,0.000," "," "," "
C,1,511864,1,0,1,219,B,BTUBE,"19.000 OD 14.500 ID 2.250 WALL     ",0.0000,171.0000,"         ","171      ",33.54245086,0.000,ATH,"        ",W,T,I,"DEFAULT                            ",0.0000,0.0000,0.0000,"                                   ",N,"               ",5735.759,"EA ",5735.759,"LB ",A,1.000,"EA ",0.000,5735.759,1.000,14.250,0.001,4.343,2601.723,5736.000,0.000,0.0100,"NC ",0.00,0.0000,CWT,0.00,0.0000,"   ",0.00,0.00,0.00,1,1,1,189,1,886417,B,1,0,5735.759,0,20,21,5,21,20,21,5,21,20,21,5,21,0,0,0,0,0,0,0,0,0,0,0,0," "," ",N,0.000,"   ",20,22,12,27,0,0,0,0,"               ","               "," ",1,0,"               ",0.000,0,CUS,0,"          ",USA,0,0,0," "," ","               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y," ",0," ",0,0," "," "," "," ","               ","               "," "," ",10,3,"        ","      ","            "," ",0,0,0,0.000," "," "," "
C,1,511943,1,0,1,132,M,50376,16.000 13.000 1.500 HF 4130 LN80 NQ,0.0000,336.0000,"         ",28'/35'RL,19.35778707,0.000,ATH,"        ",F,T,I,"STB04                              ",0.0000,0.0000,0.0000,"                                   ",N,"               ",20000.000,"LB ",84.000,"FT ",A,0.000,"LB ",0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.750,0.000,1.3100,"LB ",0.00,0.0100,"LB ",0.00,0.0000,"   ",0.00,0.00,0.00,0,0,0,0,0,0," ",0,0,0.000,0,20,21,6,4,20,22,3,14,20,22,6,9,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,0.000,"   ",20,22,6,22,0,0,0,0,"               ","               "," ",1,0,"               ",0.000,0,VAG,0,"          ","D  ",0,0,0," "," ","               ","               ",0.0000,0.00,0.0000,0.00,0.0000,0.00," ",0.00,0.00,0,0,0,0,"    ","               ",Y,N,0," ",0,0,Y,N,N," ","               ","               ",1," ",10,3,"        ","      ","            ",N,0,0,0,0.000," "," "," "
