DATABASE,,6,"                                                                                                                                                                                                                                                                ",0,0,S,LOCK,GRANT,1,0,64,0,0,SHARED_TRANSACTION_WORKSPACE,0,00000000-0000-0000-0000-000000000000,0x0000025A0EF208A0:0:0,0x0000025A23194B80
DATABASE,,6,"                                                                                                                                                                                                                                                                ",0,0,S,LOCK,GRANT,1,0,72,0,0,SHARED_TRANSACTION_WORKSPACE,0,00000000-0000-0000-0000-000000000000,0x00000259F4C3B2E0:0:0,0x00000259F1CD8440
