GLRECD,GLCOMP,GLDIST,GLAPPL,GLPERD,GLPPYY,GLCSTC,GLCRDB,GLACCT,GLAMT,GLPCC,GLPYY,GLPMM,GLPDD,GLSYY,GLSMM,GLSDD,GLDESC,GLBDIS,GLBTCH,GLREF,GLRPTY,GLRP#,GLEXDT,GLEXTM,GLPGM,GLDSP,GLUSER,GLTIME,GLTRNT,GLTYPE,GLTRDS,GLTRN#,GLMLIN,GLCDIS,GLCUST,GLAPTR,GLLOCK,GLRFCC,GLRFYY,GLRFMM,GLRFDD,GLAMTQ,GLREF_CLEAN,GLREF_REV
E,1,1,CR,1,18,0,D,1001100000,759.38,20,18,1,2,18,1,3,"CASH-IN AUTO ENTRY                 ",1,7858,"         025043"," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,829935,0,1,116,0,1,20,18,1,2,759.38,"         025043",340520
E,1,1,CR,1,18,0,C,1021100000,759.38,20,18,1,2,18,1,3,"A/R TRADE AUTO ENTRY               ",1,7858,"         025043"," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,829935,0,1,116,0,1,20,18,1,2,-759.38,"         025043",340520
E,1,1,CR,1,18,0,D,1001100000,345.00,20,18,1,2,18,1,3,"CASH-IN AUTO ENTRY                 ",1,7858,"         025043"," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,829947,0,1,116,0,1,20,18,1,2,345.00,"         025043",340520
E,1,1,CR,1,18,0,C,1021100000,345.00,20,18,1,2,18,1,3,"A/R TRADE AUTO ENTRY               ",1,7858,"         025043"," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,829947,0,1,116,0,1,20,18,1,2,-345.00,"         025043",340520
E,1,1,CR,1,18,0,D,1001100000,206.96,20,18,1,2,18,1,3,"CASH-IN AUTO ENTRY                 ",1,7858,"         025043"," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,829951,0,1,116,0,1,20,18,1,2,206.96,"         025043",340520
E,1,1,CR,1,18,0,C,1021100000,206.96,20,18,1,2,18,1,3,"A/R TRADE AUTO ENTRY               ",1,7858,"         025043"," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,829951,0,1,116,0,1,20,18,1,2,-206.96,"         025043",340520
E,1,1,CR,1,18,0,D,1001100000,486.00,20,18,1,2,18,1,3,"CASH-IN AUTO ENTRY                 ",1,7858,"         025043"," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,831645,0,1,116,0,1,20,18,1,2,486.00,"         025043",340520
E,1,1,CR,1,18,0,C,1021100000,486.00,20,18,1,2,18,1,3,"A/R TRADE AUTO ENTRY               ",1,7858,"         025043"," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,831645,0,1,116,0,1,20,18,1,2,-486.00,"         025043",340520
E,1,1,CR,1,18,0,D,1001100000,3707.36,20,18,1,2,18,1,3,"CASH-IN AUTO ENTRY                 ",1,7858,"         025043"," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,831676,0,1,116,0,1,20,18,1,2,3707.36,"         025043",340520
E,1,1,CR,1,18,0,C,1021100000,3707.36,20,18,1,2,18,1,3,"A/R TRADE AUTO ENTRY               ",1,7858,"         025043"," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,831676,0,1,116,0,1,20,18,1,2,-3707.36,"         025043",340520
E,1,1,CR,1,18,0,D,1001100000,210.18,20,18,1,2,18,1,3,"CASH-IN AUTO ENTRY                 ",1,7858,"         025043"," ",0,20180221,105245,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,831677,0,1,116,0,1,20,18,1,2,210.18,"         025043",340520
E,1,1,CR,1,18,0,C,1021100000,210.18,20,18,1,2,18,1,3,"A/R TRADE AUTO ENTRY               ",1,7858,"         025043"," ",0,20180221,105247,"AR010     ",CSTEWARTA1,"CSTEWART  ",113648,OE," ",1,831677,0,1,116,0,1,20,18,1,2,-210.18,"         025043",340520
