IOITEM_ItemNumber,IOBPRC_BasePrice
51848,1.9000
51849,1.8400
51850,0.0000
51851,1.3700
51852,0.0000
51853,2.5000
51854,2.5000
51855,1.6800
51856,0.0000
51857,2.5500
51858,0.0000
51859,1.5000
51860,1.3800
51861,1.8600
51862,0.0000
51863,0.0000
51864,0.0000
51865,0.0000
51867,3.3200
51868,2.2500
51869,0.0000
51872,2.2500
51873,0.0000
51874,0.0000
51875,0.0000
51876,2.2500
51877,1.8500
51878,0.0000
51879,0.0000
51880,1.0700
51881,1.4500
51882,1.6500
51883,2.5000
51884,0.0000
51885,0.0000
51886,2.0000
51887,2.2500
51888,2.5000
51889,2.5000
51890,2.5500
51891,1.7000
51892,2.5100
51893,1.1900
51894,0.0000
51895,0.0000
51896,0.0000
51897,0.0000
51898,1.2500
51899,2.0300
51900,2.0200
51901,0.0000
51902,1.2800
51903,1.2500
51904,2.2500
51905,2.6000
51906,2.2500
51907,2.1000
51909,0.0000
51910,0.0000
51911,1.3000
51912,1.3000
51913,0.0000
51914,2.2500
51916,1.4000
51917,1.6100
51918,3.2600
51919,1.8000
51920,2.0000
51921,0.0000
51922,1.6500
51923,0.0000
51924,1.2000
51925,2.0500
51926,0.0000
51927,0.0000
51928,0.0000
51929,1.7500
51930,1.3000
51931,0.0000
51932,1.3300
51933,1.8500
51934,0.0000
51935,0.0000
51936,2.2500
51937,0.0000
51938,2.5500
51939,0.0000
51940,0.9900
51941,0.0000
51943,0.0000
51944,0.0000
51945,0.0000
51946,0.0000
51947,2.0000
51948,0.0000
51949,2.5000
51950,0.0000
51951,2.3500
51952,0.0000
51953,0.0000
51954,0.0000
51955,0.0000
51956,0.0000
51957,0.0000
51958,0.0000
51959,1.5000
51960,2.2500
51961,1.7000
51962,0.0000
51963,0.0000
51964,0.0000
51965,2.2500
51966,1.4100
51967,0.0000
51968,0.0000
51969,0.0000
51970,0.0000
51971,1.8500
51972,1.5000
51973,0.0000
51974,2.0000
51975,0.0000
51976,4.2900
51977,0.0000
51978,2.5000
51979,0.0000
51980,2.2500
51981,2.2500
51982,0.0000
51983,2.2500
51984,0.0000
51985,1.8000
51986,2.4000
51987,1.9200
51988,0.0000
51990,0.0000
51991,2.5000
51992,0.0000
51993,2.1500
51994,2.0000
51995,1.8500
51996,2.2500
51997,2.2500
51998,2.2500
51999,2.0000
52000,1.7500
52001,1.2300
52002,1.2300
52003,1.1300
52004,1.1000
52005,1.1500
52006,1.6500
52007,1.0300
52008,1.4000
52009,0.0000
52010,2.2500
52011,2.0000
52012,0.0000
52013,1.8500
52014,1.8500
52015,2.2500
52016,2.2500
52017,3.0000
52018,0.0000
52019,1.8500
52020,1.8000
52021,1.5000
52022,1.5000
52023,2.2500
52024,2.2500
52025,0.0000
52026,2.8500
52027,2.5000
52028,2.7500
52029,1.5000
52030,2.2500
52031,1.8000
52032,1.8000
52033,1.8000
52034,1.8000
52035,1.5000
52036,1.6500
52037,2.2500
52038,2.6000
52039,2.0000
52040,1.5000
52041,1.8000
52042,1.6500
52043,1.7500
52044,1.8500
52045,2.0000
52046,1.5000
52047,1.6500
52048,1.8500
52049,2.0000
52050,2.0000
52051,0.0000
52052,1.9000
52053,0.0000
52054,2.0000
52055,0.0000
52056,0.0000
52057,1.6500
52058,1.5000
52059,1.5000
52060,1.7500
52061,1.8000
52062,1.6500
52063,2.2500
52064,1.5000
52065,1.5000
52066,1.5000
52067,1.5000
52069,2.0000
52070,2.3500
52071,3.7100
52072,1.7000
52073,1.7200
52074,0.0000
52075,0.0000
52076,0.0000
52077,0.0000
52078,0.0000
52079,2.2500
52080,2.2500
52081,2.0000
52082,2.2500
52083,1.6500
52084,1.8000
52085,1.5000
52086,1.7500
52087,1.6500
52088,1.8000
52089,2.0000
52090,0.0000
52091,0.0000
52092,1.5000
52093,0.0000
52094,10.5000
52095,1.6500
52096,2.0000
52097,1.9000
52098,1.8500
52099,1.5000
52100,1.8500
52101,2.0000
52102,2.2500
52103,1.8500
52104,0.0000
52105,1.8000
52106,0.0000
52107,0.0000
52108,0.0000
52109,2.0000
52110,1.5000
52111,1.8500
52112,1.9000
52113,1.5000
52114,1.7500
52115,1.8500
52116,1.8500
52117,1.8500
52118,1.5000
52119,1.8500
52120,1.3000
52121,0.0000
52124,2.2000
52125,0.0000
52126,0.0000
52127,2.0000
52128,2.0000
52129,1.5000
52130,2.2500
52131,1.7500
52132,1.8000
52133,1.8000
52134,1.7500
52135,1.8500
52136,2.2500
52137,1.8000
52138,2.5000
52139,2.5000
52140,0.0000
52141,2.2500
52142,1.7100
52143,2.1700
52144,0.0000
52145,1.9000
52146,1.8000
52147,2.0000
52148,2.2500
52149,2.3000
52150,1.7500
52151,1.5000
52152,1.8500
52153,2.2500
52154,2.6000
52159,0.0000
52160,0.0000
52161,2.2500
52162,2.2500
52163,1.6000
52164,1.5000
52165,1.8500
52166,1.5000
52167,1.6500
52168,1.5000
52169,2.2500
52170,1.6500
52171,0.0000
52172,0.0000
52173,2.2500
52174,0.0000
52175,0.0000
52176,0.0000
52177,0.0000
52178,0.0000
52179,0.0000
52180,0.0000
52181,0.0000
52182,1.7000
52183,2.2500
52184,1.5000
52185,1.5000
52186,0.0000
52187,2.6000
52188,0.0000
52189,0.0000
52190,1.5000
52191,1.8500
52192,0.0000
52193,2.2500
52194,0.0000
52195,1.5000
52196,2.2500
52197,0.0000
52198,0.0000
52199,1.8500
52200,1.5000
52201,0.0000
52202,2.2500
52203,2.2500
52204,2.2500
52205,2.2500
52206,2.2500
52207,2.2500
52208,2.2500
52209,0.0000
52210,0.0000
52211,2.2500
52212,2.2500
52213,1.7800
52214,2.2500
52215,2.0000
52216,0.0000
52217,2.0000
52218,0.0000
52219,0.0000
52220,0.0000
52221,1.5000
52222,3.2000
52223,0.0000
52227,0.0000
52228,1.6500
52229,0.0000
52230,2.6000
52231,0.0000
52232,0.0000
52234,0.0000
52235,0.0000
52236,0.0000
52237,0.0000
52238,0.0000
52239,0.0000
52240,2.4400
52241,1.8000
52242,2.5100
52243,1.5000
52244,1.5000
52245,2.0500
52246,0.0000
52247,3.1000
52248,0.0000
52249,3.8600
52250,3.2300
52251,1.8000
52252,2.2500
52253,0.0000
52254,0.0000
52255,0.0000
52256,0.0000
52257,2.2500
52258,0.0000
52259,0.0000
52260,0.0000
52261,0.0000
52262,0.0000
52263,0.0000
52264,1.6500
52265,0.0000
52266,0.0000
52267,0.0000
52268,0.0000
52269,2.4000
52270,0.0000
52271,2.0000
52272,0.0000
52273,0.0000
52274,0.0000
52275,0.0000
52276,0.0000
52277,0.0000
52278,0.0000
52279,1.9000
52280,0.0000
52281,0.0000
52282,0.0000
52283,5.2400
52284,1.6500
52285,0.0000
52286,0.0000
52287,0.0000
52288,0.0000
52289,0.0000
52290,0.0000
52291,11.1700
52292,2.2500
52293,0.0000
52294,0.0000
52295,0.0000
52296,0.0000
52297,0.0000
52298,0.0000
52299,5.8000
52300,0.0000
52301,0.0000
52302,2.6600
52303,2.8200
52304,2.5000
52305,0.0000
52306,0.0000
52307,0.0000
52308,4.3900
52309,0.0000
52310,0.0000
52311,0.0000
52312,0.0000
52313,0.0000
52314,1.2000
52315,0.0000
52316,0.0000
52317,0.0000
52318,5.2200
52319,0.0000
52320,0.0000
52321,0.0000
52322,2.5500
52323,2.2500
52324,2.5100
52325,0.0000
52326,0.0000
52327,0.0000
52328,0.0000
52329,0.0000
52330,1.6500
52331,0.0000
52332,0.0000
52333,0.0000
52334,0.0000
52335,0.0000
52336,0.0000
52337,2.2500
52338,0.0000
52339,0.0000
52340,2.2500
52341,0.0000
52342,1.8500
52343,0.0000
52344,0.0000
52345,0.0000
52346,0.0000
52347,1.4500
52348,0.0000
52349,1.6000
52350,0.0000
52351,0.0000
52352,0.0000
52353,0.0000
52354,0.0000
52355,0.0000
52356,2.0000
52357,2.5000
52358,0.0000
52359,1.5000
52360,1.9500
52361,1.5000
52362,0.0000
52363,0.0000
52364,0.0000
52365,2.0000
52366,0.0000
52367,2.0000
52368,1.3000
52369,1.3000
52370,0.0000
52371,0.0000
52372,0.0000
52373,2.0700
52374,0.0000
52375,7.7200
52376,0.0000
52377,0.0000
52378,4.2500
52379,0.0000
52380,9.0000
52381,0.0000
52382,5.2900
52383,0.0000
52384,0.0000
52385,0.0000
52386,5.5000
52388,0.0000
52389,3.6900
52390,0.0000
52391,0.0000
52392,0.0000
52393,0.0000
52394,0.0000
52395,0.0000
52396,0.0000
52397,1.5000
52398,0.0000
52399,0.0000
52400,0.0000
52401,0.0000
52402,0.0000
52403,0.0000
52404,0.0000
52405,3.5300
52406,0.0000
52407,0.0000
52408,0.0000
52409,0.0000
52410,0.0000
52411,0.0000
52412,0.0000
52413,0.0000
52414,0.0000
52415,0.0000
52416,0.0000
52417,0.0000
52418,0.0000
52419,0.0000
52420,0.0000
52425,0.0000
52426,4.0000
52427,0.0000
52428,4.1100
52429,0.0000
52431,0.0000
52432,0.0000
52433,0.0000
52434,0.0000
52435,2.2500
52436,0.0000
52437,0.0000
52438,0.0000
52439,0.0000
52440,0.0000
52441,0.0000
52442,0.0000
52443,2.2500
52444,0.0000
52445,0.0000
52446,0.0000
52447,0.0000
52448,0.0000
52449,0.0000
52450,2.5000
52451,1.9500
52452,0.0000
52453,0.0000
52454,0.0000
52455,0.0000
52456,0.0000
52457,0.0000
52458,0.0000
52459,0.0000
52460,0.0000
52461,0.0000
52462,0.0000
52463,0.0000
52464,0.0000
52465,0.0000
52466,0.0000
52467,0.0000
52468,0.0000
52469,0.0000
52470,0.0000
52471,0.0000
52472,0.0000
52473,1.8000
52474,0.0000
52475,0.0000
52476,0.0000
52477,0.0000
52478,0.0000
52479,0.0000
52480,0.0000
52481,0.0000
52482,0.0000
52483,0.0000
52484,0.0000
52485,0.0000
52486,0.0000
52487,4.7300
52488,0.0000
52489,1.9200
52491,0.0000
52490,0.0000
52492,0.0000
52493,0.0000
52494,0.0000
52495,0.0000
52496,0.0000
52497,0.0000
52498,0.0000
52499,0.0000
52500,1.5600
52501,0.0000
52502,0.0000
52503,0.0000
52504,0.0000
52505,0.0000
52506,2.0000
52507,0.0000
52508,2.2500
52509,0.0000
52510,0.0000
52511,0.0000
52512,0.0000
52513,0.0000
52514,0.0000
52515,2.0000
52516,0.0000
52519,0.0000
52520,0.0000
52521,0.0000
52522,0.0000
52523,0.0000
52524,0.0000
52525,0.0000
52526,0.0000
52527,0.0000
52528,0.0000
52529,0.0000
52530,2.0000
52531,0.0000
52532,0.0000
52533,0.0000
52534,0.0000
52535,0.0000
52536,0.0000
52537,1.4500
52538,0.0000
52539,0.0000
52540,0.0000
52541,0.0000
52542,0.0000
52543,0.0000
52544,0.0000
52545,0.0000
52546,1.8500
52547,0.0000
52548,0.0000
52549,0.0000
52550,0.0000
52551,2.9000
52552,0.0000
52553,0.0000
52554,0.0000
52555,1.8500
52556,0.0000
52557,0.0000
52558,0.0000
52559,2.0500
52560,0.0000
52561,0.0000
52562,0.0000
52563,0.0000
52564,1.7700
52565,1.7500
52567,1.7500
52568,1.7500
52569,0.0000
52570,0.0000
52571,0.0000
52572,2.0000
52573,0.0000
52574,0.0000
52575,0.0000
52576,0.0000
52578,0.0000
52579,0.0000
52580,0.0000
52581,0.0000
52582,4.4500
52583,8.1700
52584,0.0000
52585,0.0000
52590,0.0000
52591,1.9000
52592,0.0000
52593,0.0000
52594,1.7000
52595,0.0000
52596,0.0000
52597,0.0000
52598,1.3000
52599,0.0000
52600,0.0000
52601,0.0000
52602,0.0000
52603,0.0000
52604,0.0000
52605,0.0000
52606,0.0000
52607,0.0000
52608,2.0000
52609,0.0000
52610,3.0000
52611,1.3000
52612,0.0000
52613,0.0000
52614,0.0000
52615,0.0000
52616,0.0000
52617,0.0000
52618,0.0000
52619,0.0000
52620,0.0000
52621,0.0000
52622,0.0000
52623,0.0000
52624,0.0000
52625,0.0000
52626,1.5000
52627,0.0000
52628,0.0000
52629,0.0000
52630,0.0000
52631,0.0000
52632,2.0000
52633,0.0000
52634,0.0000
52635,0.0000
52636,1.6000
52637,0.0000
52638,0.0000
52639,0.0000
52640,0.0000
52643,0.0000
52644,0.0000
52645,0.0000
52646,0.0000
52647,0.0000
52648,0.0000
52649,4.6500
52650,0.0000
52651,0.0000
52652,0.0000
52653,0.0000
52654,0.0000
52655,0.0000
52656,0.0000
52657,0.0000
52658,0.0000
52659,0.0000
52660,0.0000
52661,0.0000
52662,0.0000
52663,0.0000
52664,0.0000
52665,0.0000
52666,0.0000
52667,0.0000
52668,1.8000
52669,0.0000
52670,0.0000
52671,0.0000
52672,0.0000
52673,0.0000
52674,0.0000
52675,0.0000
52676,0.0000
52677,0.0000
52678,0.0000
52679,0.0000
52680,0.0000
52681,0.0000
52682,0.0000
52683,0.0000
52684,0.0000
52685,0.0000
52686,0.0000
52687,0.0000
52688,3.6900
52689,0.0000
52690,0.0000
52691,0.0000
52692,0.0000
52693,0.0000
52694,0.0000
52695,0.0000
52696,0.0000
52697,0.0000
52698,0.0000
52699,0.0000
52700,0.0000
52701,0.0000
52702,0.0000
52703,0.0000
52704,0.0000
52705,0.0000
52706,0.0000
52707,0.0000
52715,0.0000
52716,0.0000
52717,0.0000
52718,0.0000
52719,0.0000
52720,0.0000
52721,0.0000
52722,0.0000
52723,2.2500
52724,0.0000
52725,1.9000
52726,0.0000
52727,0.0000
52728,0.0000
52729,0.0000
52730,0.0000
52731,0.0000
52732,0.0000
52733,0.0000
52734,0.0000
52736,0.0000
52737,0.0000
52738,0.0000
52739,2.0000
52740,0.0000
52741,0.0000
52742,0.0000
52743,0.0000
52744,0.0000
52745,0.0000
52746,0.0000
52747,0.0000
52748,0.0000
52749,0.0000
52750,0.0000
52751,0.0000
52752,0.0000
52753,0.0000
52754,0.0000
52755,0.0000
52756,0.0000
52757,0.0000
