MATERIAL_CLASS_DATE_____ITMCD,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Material_Origin__D/C_____ITORIG,Single Value,1,D (289140),"D, D, D, D, D",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Material_Rejection_NUMBER_____ITRJT#,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Max_Random_Length_____ITMAXL,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Max_Random_Width_____ITMAXW,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
MILL_FOOTAGE_____ITMLFT,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
MILL_PO_DATE_____ITMPD,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Min_Random_Length_____ITMINL,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Min_Random_Width_____ITMINW,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Olsen_Cup_____ITOLSN,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Ordered_Gauge_MAX_____ITOGMX,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Ordered_Gauge_MIN_____ITOGMN,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Ordered_Gauge_NOM_____ITOGNM,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Override_Company_SMO_____ITOCSM,Single Value,1,Y (140570),"Y,  ,  , Y,  ",nvarchar,(MAX),289140,0,148570,0.00%,51.38%,0,7
Q/A_STATUS_DATE_____ITQCD,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
RESERVE_BOL.QTY_____ITRBOL,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Rockwell_Scale_____ITRKWS,Single Value,1,0 (10)," ,  ,  ,  ,  ",nvarchar,(MAX),289140,0,289130,0.00%,100.00%,0,7
Rockwell_Value_____ITRKWV,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
SCRAP_WEIGHT_____ITSCRP,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Size_4_____ITSIZ4,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Tag_Printed_____ITPRIN,Single Value,1,Y (81)," ,  ,  ,  ,  ",nvarchar,(MAX),289140,0,289059,0.00%,99.97%,0,7
Tag_Selected_____ITFLG1,Single Value,1,N (255)," ,  ,  ,  ,  ",nvarchar,(MAX),289140,0,288885,0.00%,99.91%,0,7
TAIL_OR_2ND_MIC_READING_____ITMIC2,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
TARE_WEIGHT_____ITTARE,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Test_Report_Data_Y/N/E_____ITTRDT,Single Value,1,N (2)," ,  ,  ,  ,  ",nvarchar,(MAX),289140,0,289138,0.00%,100.00%,0,7
Vessel_____ITVSSL,Single Value,1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,7
Cust_Dist_____ITCDIS,Flag (2 Values),2,"0.0 (281932), 1.0 (7208)","0.0, 0.0, 0.0, 0.0, 1.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,Flag,10
MATERIAL_RECIEVED_____ITRTAF,Flag (2 Values),2,"T (288831), A (283)","T, T, T, T, T",nvarchar,(MAX),289140,0,26,0.00%,0.01%,Flag,10
MP_Processed_____ITFLG2,Flag (2 Values),2,"N (78866), O (6803)"," ,  ,  ,  , N",nvarchar,(MAX),289140,0,203471,0.00%,70.37%,Flag,10
PO_Dist_____ITPODI,Flag (2 Values),2,"1.0 (150914), 0.0 (138226)","0.0, 0.0, 0.0, 0.0, 1.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,Flag,10
PO_Type_____ITPOTY,Flag (2 Values),2,"M (281894), B (7220)","M, M, M, M, M",nvarchar,(MAX),289140,0,26,0.00%,0.01%,Flag,10
Salesman_District_____ITSMDI,Flag (2 Values),2,"0.0 (281920), 1.0 (7220)","0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,Flag,10
Tag_UOM_____ITTUOM,Flag (2 Values),2,"FT  (185558), LB  (7535)","FT , FT , FT ,    , FT ",nvarchar,(MAX),289140,0,96047,0.00%,33.22%,Flag,10
Tracable_Material_YES_OR_NO_____ITTRAC,Flag (2 Values),2,"N (163467), Y (125673)","Y, Y, N, N, N",nvarchar,(MAX),289140,0,0,0.00%,0.00%,Flag,10
Transaction_District_____ITTRD,Flag (2 Values),2,"1.0 (289114), 0.0 (26)","1.0, 1.0, 1.0, 1.0, 1.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,Flag,10
CC_Tag_to_History_____ITHSCC,Date (Suffix),2,"20.0 (276355), 0.0 (12785)","20.0, 20.0, 20.0, 20.0, 20.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Certification_CC_____ITCTCC,Date (Suffix),1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Certification_Day_____ITCTDD,Date (Suffix),1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Certification_MM_____ITCTMM,Date (Suffix),1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Certification_YY_____ITCTYY,Date (Suffix),1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
DD_Tag_to_History_____ITHSDD,Date (Suffix),32,Distinct: 32,"27.0, 18.0, 23.0, 10.0, 26.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
L/M_CENTURY_____ITLMCC,Date (Suffix),2,"0.0 (265020), 20.0 (24120)","0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
