First_Receipt_Flag_____IO1RCT,Flag (2 Values),2,"N (2380), Y (190)","N, N, N, N, N",nvarchar,(MAX),2612,0,42,0.00%,1.61%,Flag,10
Last_Closing_Month_End_Century_____IOLCCC,Flag (2 Values),2,"20.0 (2602), 0.0 (10)","20.0, 20.0, 20.0, 20.0, 20.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Last_Closing_Month_End_Day_____IOLCDD,Flag (2 Values),2,"1.0 (2602), 0.0 (10)","1.0, 1.0, 1.0, 1.0, 1.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Last_Closing_Month_End_Month_____IOLCMM,Flag (2 Values),2,"3.0 (2602), 0.0 (10)","3.0, 3.0, 3.0, 3.0, 3.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Last_Closing_Month_End_Year_____IOLCYY,Flag (2 Values),2,"25.0 (2602), 0.0 (10)","25.0, 25.0, 25.0, 25.0, 25.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Last_MAantained_Sales_Century_____IOLSCC,Flag (2 Values),2,"0.0 (1548), 20.0 (1064)","0.0, 0.0, 20.0, 0.0, 20.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Last_Maintained_Machine_Day_____IOLMDD,Flag (2 Values),2,"24.0 (2611), 25.0 (1)","24.0, 24.0, 24.0, 24.0, 24.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Last_Maintained_Machine_User_____IOLMUS,Flag (2 Values),2,"EOD        (2611), SWARBRIT   (1)","EOD       , EOD       , EOD       , EOD       , EOD       ",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Last_Maintained_Purchasing_Century_____IOLPCC,Flag (2 Values),2,"0.0 (1546), 20.0 (1066)","0.0, 0.0, 0.0, 20.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Last_Order_Received_Century_____IOLOCC,Flag (2 Values),2,"20.0 (1494), 0.0 (1118)","0.0, 20.0, 0.0, 0.0, 20.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Last_Sale_Century_____IODLCC,Flag (2 Values),2,"20.0 (2231), 0.0 (381)","20.0, 20.0, 20.0, 20.0, 20.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Local_Product_Movement_Code_____IOLPMC,Flag (2 Values),2,"A (2611), B (1)","A, A, A, A, A",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
R/I_Reserved_Qty_____IOROR,Flag (2 Values),2,"0.0 (2611), 4.0830000000000002 (1)","0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Replacement_Cost_____IORCST,Flag (2 Values),2,"0.0 (2611), 2.0 (1)","0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Test_Reports_____IOTSTR,Flag (2 Values),2,"N (1690), Y (922)","N, N, N, N, Y",nvarchar,(MAX),2612,0,0,0.00%,0.00%,Flag,10
Base_Price_Day_____IOBPDD,Date (Suffix),32,Distinct: 32,"20.0, 0.0, 4.0, 0.0, 9.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Base_Price_Month_____IOBPMM,Date (Suffix),13,"0.0 (1552), 6.0 (182), 4.0 (176), 2.0 (128), 9.0 (100), 5.0 (87), 7.0 (77), 12.0 (62), 11.0 (61), 3.0 (58)","0.0, 0.0, 9.0, 0.0, 5.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Base_Price_Year_____IOBPYY,Date (Suffix),6,"0.0 (1552), 22.0 (445), 23.0 (265), 25.0 (152), 24.0 (105), 21.0 (93)","22.0, 22.0, 0.0, 0.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Maintained_Purchasing_Day_____IOLPDD,Date (Suffix),32,Distinct: 32,"0.0, 26.0, 0.0, 5.0, 5.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Maintained_Purchasing_Month_____IOLPMM,Date (Suffix),13,"0.0 (1546), 6.0 (221), 4.0 (214), 5.0 (105), 9.0 (103), 7.0 (80), 8.0 (67), 11.0 (62), 12.0 (62), 3.0 (60)","0.0, 0.0, 0.0, 3.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Maintained_Purchasing_Year_____IOLPYY,Date (Suffix),8,"0.0 (1546), 22.0 (492), 23.0 (343), 24.0 (104), 21.0 (98), 25.0 (27), 14.0 (1), 16.0 (1)","0.0, 23.0, 0.0, 24.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Maintained_Sales_Day_____IOLSDD,Date (Suffix),32,Distinct: 32,"19.0, 0.0, 10.0, 9.0, 12.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Maintained_Sales_Month_____IOLSMM,Date (Suffix),13,"0.0 (1548), 6.0 (221), 4.0 (214), 5.0 (105), 9.0 (103), 7.0 (79), 8.0 (66), 11.0 (62), 12.0 (62), 3.0 (60)","0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Maintained_Sales_Year_____IOLSYY,Date (Suffix),6,"0.0 (1548), 22.0 (492), 23.0 (343), 24.0 (104), 21.0 (98), 25.0 (27)","0.0, 0.0, 21.0, 25.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Order_Received_Day_____IOLODD,Date (Suffix),32,Distinct: 32,"27.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Order_Received_Month_____IOLOMM,Date (Suffix),13,"0.0 (1118), 3.0 (201), 2.0 (155), 4.0 (151), 1.0 (140), 11.0 (133), 10.0 (120), 12.0 (114), 5.0 (114), 6.0 (107)","0.0, 2.0, 5.0, 2.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Order_Received_Year_____IOLOYY,Date (Suffix),14,"0.0 (1118), 23.0 (363), 22.0 (234), 25.0 (190), 24.0 (174), 18.0 (106), 17.0 (82), 14.0 (81), 19.0 (78), 21.0 (60)","18.0, 0.0, 24.0, 0.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Sale_Day_____IODLDD,Date (Suffix),32,Distinct: 32,"31.0, 12.0, 25.0, 25.0, 0.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Sale_Month_____IODLMM,Date (Suffix),13,"4.0 (610), 0.0 (381), 3.0 (315), 2.0 (199), 1.0 (164), 10.0 (143), 11.0 (139), 9.0 (133), 5.0 (109), 12.0 (108)","5.0, 2.0, 9.0, 4.0, 1.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Last_Sale_Year_____IODLYY,Date (Suffix),14,"25.0 (920), 0.0 (381), 24.0 (367), 23.0 (217), 22.0 (211), 21.0 (132), 19.0 (87), 20.0 (84), 18.0 (69), 17.0 (59)","0.0, 0.0, 24.0, 0.0, 25.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Set_Up_Date_Day_____IOSUDD,Date (Suffix),31,Distinct: 31,"4.0, 14.0, 2.0, 15.0, 28.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Set_Up_Date_Month_____IOSUMM,Date (Suffix),12,"8.0 (467), 10.0 (252), 3.0 (231), 11.0 (225), 4.0 (220), 9.0 (212), 5.0 (185), 1.0 (184), 2.0 (176), 12.0 (161)","8.0, 10.0, 8.0, 7.0, 4.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Set_Up_Date_Year_____IOSUYY,Date (Suffix),13,"13.0 (425), 22.0 (377), 17.0 (267), 18.0 (198), 21.0 (198), 24.0 (190), 14.0 (176), 19.0 (168), 16.0 (167), 23.0 (159)","15.0, 13.0, 25.0, 19.0, 23.0",nvarchar,(MAX),2612,0,0,0.00%,0.00%,0,11
Comments_____IOCMNT,All Whitespace,0,(All Whitespace),"                              ,                               ,                               ,                               ,                               ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
Default_process_code_to_override_IOPRCD_____IOPRC2,All Whitespace,0,(All Whitespace),"    ,     ,     ,     ,     ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
Extra_____IMFLAG1,All Whitespace,0,(All Whitespace)," ,  ,  ,  ,  ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
Extra_____IMFLAG2,All Whitespace,0,(All Whitespace)," ,  ,  ,  ,  ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
Extra_____IMFLAG3,All Whitespace,0,(All Whitespace)," ,  ,  ,  ,  ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
Extra_____IMFLAG4,All Whitespace,0,(All Whitespace)," ,  ,  ,  ,  ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
Extra_____IMFLAG5,All Whitespace,0,(All Whitespace)," ,  ,  ,  ,  ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
ITEM_SUB-CLASS_____IOSBCL,All Whitespace,0,(All Whitespace),"        ,         ,         ,         ,         ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
LIFO_Source_____IOLIFO,All Whitespace,0,(All Whitespace),"     ,      ,      ,      ,      ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
Month_End_Inventory_Flag_____IOMEIF,All Whitespace,0,(All Whitespace)," ,  ,  ,  ,  ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
Q/A_STATUS_CODES_____IOQAC,All Whitespace,0,(All Whitespace)," ,  ,  ,  ,  ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
R=Reconstructed_C=Copied_from_Source_____IOSRCE,All Whitespace,0,(All Whitespace)," ,  ,  ,  ,  ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
Review_Code_____IOINVC,All Whitespace,0,(All Whitespace)," ,  ,  ,  ,  ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
SCRAP_POINT_CD_____IOSPCD,All Whitespace,0,(All Whitespace),"               ,                ,                ,                ,                ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
"VALUES_=_LB_,_EA_,_HR_____IOOUOM",All Whitespace,0,(All Whitespace),"   ,    ,    ,    ,    ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
VALUES_HR_/_LB_____IORUOM,All Whitespace,0,(All Whitespace),"   ,    ,    ,    ,    ",nvarchar,(MAX),2612,0,2612,0.00%,100.00%,0,12
