table_name,table_prop_name,table_prop_value,column_name,column_prop_name,column_prop_value
01_AS400_MSSQL_Equivalents,,,AS400_TableName,,
01_AS400_MSSQL_Equivalents,,,TABLEDESCRIPTION,,
01_AS400_MSSQL_Equivalents,,,COLUMN_COUNT,,
01_AS400_MSSQL_Equivalents,,,ROW_COUNT,,
01_AS400_MSSQL_Equivalents,,,MSSQL_TableName,,
z_***_remove_next_rel_____CLIMITA,CLIMITA,z_***_remove_next_rel_____CLIMITA,_____CCUST,,
z_***_remove_next_rel_____CLIMITA,CLIMITA,z_***_remove_next_rel_____CLIMITA,_____CLIMIT,,
z______ADDHSTCT,_ADDHSTCT,z,A=ACTIVE__D=DELETED_____ATRECD,ATRECD,A=ACTIVE__D=DELETED
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,A=ACTIVE__D=DELETED_____ATRECD,ATRECD,A=ACTIVE__D=DELETED
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Additional_Charge_Transaction_Type_____ATTRNT,ATTRNT,Additional_Charge_Transaction_Type
z______ADDHSTCT,_ADDHSTCT,z,Additional_Charge_Transaction_Type_____ATTRNT,ATTRNT,Additional_Charge_Transaction_Type
z______ADDHSTCT,_ADDHSTCT,z,Transaction_District_____ATDIST,ATDIST,Transaction_District
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Transaction_District_____ATDIST,ATDIST,Transaction_District
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Transaction_Number_____ATTRN#,ATTRN#,Transaction_Number
z______ADDHSTCT,_ADDHSTCT,z,Transaction_Number_____ATTRN#,ATTRN#,Transaction_Number
z______ADDHSTCT,_ADDHSTCT,z,Transaction_Line_Number_____ATMLIN,ATMLIN,Transaction_Line_Number
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Transaction_Line_Number_____ATMLIN,ATMLIN,Transaction_Line_Number
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Transaction_Used_Line_Number_____ATULIN,ATULIN,Transaction_Used_Line_Number
z______ADDHSTCT,_ADDHSTCT,z,Transaction_Used_Line_Number_____ATULIN,ATULIN,Transaction_Used_Line_Number
z______ADDHSTCT,_ADDHSTCT,z,Transaction_Receipt/_Restock_Line_Number_____ATRLIN,ATRLIN,Transaction_Receipt/_Restock_Line_Number
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Transaction_Receipt/_Restock_Line_Number_____ATRLIN,ATRLIN,Transaction_Receipt/_Restock_Line_Number
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Additional_Charge_Sequence_Number_____ATSEQ#,ATSEQ#,Additional_Charge_Sequence_Number
z______ADDHSTCT,_ADDHSTCT,z,Additional_Charge_Sequence_Number_____ATSEQ#,ATSEQ#,Additional_Charge_Sequence_Number
z______ADDHSTCT,_ADDHSTCT,z,Additional_Charge_Code_____ATACCD,ATACCD,Additional_Charge_Code
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Additional_Charge_Code_____ATACCD,ATACCD,Additional_Charge_Code
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Additional_Charge_Quantity_____ATQTY,ATQTY,Additional_Charge_Quantity
z______ADDHSTCT,_ADDHSTCT,z,Additional_Charge_Quantity_____ATQTY,ATQTY,Additional_Charge_Quantity
z______ADDHSTCT,_ADDHSTCT,z,Quantity_UOM_____ATQUOM,ATQUOM,Quantity_UOM
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Quantity_UOM_____ATQUOM,ATQUOM,Quantity_UOM
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Unit_Price_____ATUPRC,ATUPRC,Unit_Price
z______ADDHSTCT,_ADDHSTCT,z,Unit_Price_____ATUPRC,ATUPRC,Unit_Price
z______ADDHSTCT,_ADDHSTCT,z,Price_UOM_____ATPUOM,ATPUOM,Price_UOM
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Price_UOM_____ATPUOM,ATPUOM,Price_UOM
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Extended_Price_____ATEPRC,ATEPRC,Extended_Price
z______ADDHSTCT,_ADDHSTCT,z,Extended_Price_____ATEPRC,ATEPRC,Extended_Price
z______ADDHSTCT,_ADDHSTCT,z,Unit_Cost_____ATUCST,ATUCST,Unit_Cost
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Unit_Cost_____ATUCST,ATUCST,Unit_Cost
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Cost_UOM_____ATCUOM,ATCUOM,Cost_UOM
z______ADDHSTCT,_ADDHSTCT,z,Cost_UOM_____ATCUOM,ATCUOM,Cost_UOM
z______ADDHSTCT,_ADDHSTCT,z,Extended_Cost_____ATECST,ATECST,Extended_Cost
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Extended_Cost_____ATECST,ATECST,Extended_Cost
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Inside/Outside_____ATIOCD,ATIOCD,Inside/Outside
z______ADDHSTCT,_ADDHSTCT,z,Inside/Outside_____ATIOCD,ATIOCD,Inside/Outside
z______ADDHSTCT,_ADDHSTCT,z,Company_____ATCOMP,ATCOMP,Company
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Company_____ATCOMP,ATCOMP,Company
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Vendor_Number_____ATVNDR,ATVNDR,Vendor_Number
z______ADDHSTCT,_ADDHSTCT,z,Vendor_Number_____ATVNDR,ATVNDR,Vendor_Number
z______ADDHSTCT,_ADDHSTCT,z,Include_Code_____ATINCD,ATINCD,Include_Code
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Include_Code_____ATINCD,ATINCD,Include_Code
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,BOL_/_PRO_Number_____ATBOL,ATBOL,BOL_/_PRO_Number
z______ADDHSTCT,_ADDHSTCT,z,BOL_/_PRO_Number_____ATBOL,ATBOL,BOL_/_PRO_Number
z______ADDHSTCT,_ADDHSTCT,z,Created_from_W/O?_____ATWOCF,ATWOCF,Created_from_W/O?
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Created_from_W/O?_____ATWOCF,ATWOCF,Created_from_W/O?
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Exch_Price_Flag_____ATXPFL,ATXPFL,Exch_Price_Flag
z______ADDHSTCT,_ADDHSTCT,z,Exch_Price_Flag_____ATXPFL,ATXPFL,Exch_Price_Flag
z______ADDHSTCT,_ADDHSTCT,z,Exch_Unit_Price_____ATXUSL,ATXUSL,Exch_Unit_Price
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Exch_Unit_Price_____ATXUSL,ATXUSL,Exch_Unit_Price
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Exch_Sales_Amt_____ATXSLS,ATXSLS,Exch_Sales_Amt
z______ADDHSTCT,_ADDHSTCT,z,Exch_Sales_Amt_____ATXSLS,ATXSLS,Exch_Sales_Amt
z______ADDHSTCT,_ADDHSTCT,z,Exch_Cost_Flag_____ATXCFL,ATXCFL,Exch_Cost_Flag
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Exch_Cost_Flag_____ATXCFL,ATXCFL,Exch_Cost_Flag
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Exch_Unit_Cost_____ATXUCS,ATXUCS,Exch_Unit_Cost
z______ADDHSTCT,_ADDHSTCT,z,Exch_Unit_Cost_____ATXUCS,ATXUCS,Exch_Unit_Cost
z______ADDHSTCT,_ADDHSTCT,z,Exch_Cost_Amt_____ATXCST,ATXCST,Exch_Cost_Amt
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Exch_Cost_Amt_____ATXCST,ATXCST,Exch_Cost_Amt
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Exch_Currency_____ATXCTY,ATXCTY,Exch_Currency
z______ADDHSTCT,_ADDHSTCT,z,Exch_Currency_____ATXCTY,ATXCTY,Exch_Currency
z______ADDHSTCT,_ADDHSTCT,z,Cost_Exch_Rate_____ATXRAT,ATXRAT,Cost_Exch_Rate
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Cost_Exch_Rate_____ATXRAT,ATXRAT,Cost_Exch_Rate
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Exch_Rate_Lock_____ATXLCK,ATXLCK,Exch_Rate_Lock
z______ADDHSTCT,_ADDHSTCT,z,Exch_Rate_Lock_____ATXLCK,ATXLCK,Exch_Rate_Lock
z______ADDHSTCT,_ADDHSTCT,z,Effective_Century_____ATEFCC,ATEFCC,Effective_Century
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Effective_Century_____ATEFCC,ATEFCC,Effective_Century
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Effective_Year_____ATEFYY,ATEFYY,Effective_Year
z______ADDHSTCT,_ADDHSTCT,z,Effective_Year_____ATEFYY,ATEFYY,Effective_Year
z______ADDHSTCT,_ADDHSTCT,z,Effective_Month_____ATEFMM,ATEFMM,Effective_Month
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Effective_Month_____ATEFMM,ATEFMM,Effective_Month
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Effective_Day_____ATEFDD,ATEFDD,Effective_Day
z______ADDHSTCT,_ADDHSTCT,z,Effective_Day_____ATEFDD,ATEFDD,Effective_Day
z______ADDHSTCT,_ADDHSTCT,z,LANGUAGE_COUNTRY_____ATLANG,ATLANG,LANGUAGE_COUNTRY
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,LANGUAGE_COUNTRY_____ATLANG,ATLANG,LANGUAGE_COUNTRY
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Fed_Tax_Taxable_____ATFDTX,ATFDTX,Fed_Tax_Taxable
z______ADDHSTCT,_ADDHSTCT,z,Fed_Tax_Taxable_____ATFDTX,ATFDTX,Fed_Tax_Taxable
z______ADDHSTCT,_ADDHSTCT,z,FED_TAX_AMOUNT_____ATFTXA,ATFTXA,FED_TAX_AMOUNT
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,FED_TAX_AMOUNT_____ATFTXA,ATFTXA,FED_TAX_AMOUNT
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Provincial_Taxable_____ATPVTX,ATPVTX,Provincial_Taxable
z______ADDHSTCT,_ADDHSTCT,z,Provincial_Taxable_____ATPVTX,ATPVTX,Provincial_Taxable
z______ADDHSTCT,_ADDHSTCT,z,PROV_TAX_AMOUNT_____ATPTXA,ATPTXA,PROV_TAX_AMOUNT
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,PROV_TAX_AMOUNT_____ATPTXA,ATPTXA,PROV_TAX_AMOUNT
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Cust_Trans_Code_____ATCTRC,ATCTRC,Cust_Trans_Code
z______ADDHSTCT,_ADDHSTCT,z,Cust_Trans_Code_____ATCTRC,ATCTRC,Cust_Trans_Code
z______ADDHSTCT,_ADDHSTCT,z,Cust_Work_Order#_____ATCORD,ATCORD,Cust_Work_Order#
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Cust_Work_Order#_____ATCORD,ATCORD,Cust_Work_Order#
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Cust_Sub_Order#_____ATCSOR,ATCSOR,Cust_Sub_Order#
z______ADDHSTCT,_ADDHSTCT,z,Cust_Sub_Order#_____ATCSOR,ATCSOR,Cust_Sub_Order#
z______ADDHSTCT,_ADDHSTCT,z,Value_Added_Charge_____ATVAC,ATVAC,Value_Added_Charge
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Value_Added_Charge_____ATVAC,ATVAC,Value_Added_Charge
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Auto_Added_Charge_____ATAUTO,ATAUTO,Auto_Added_Charge
z______ADDHSTCT,_ADDHSTCT,z,Auto_Added_Charge_____ATAUTO,ATAUTO,Auto_Added_Charge
z______ADDHSTCT,_ADDHSTCT,z,Firm_Price_Chrg_____ATFIRM,ATFIRM,Firm_Price_Chrg
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Firm_Price_Chrg_____ATFIRM,ATFIRM,Firm_Price_Chrg
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Quality_Approval_____ATQAAP,ATQAAP,Quality_Approval
z______ADDHSTCT,_ADDHSTCT,z,Quality_Approval_____ATQAAP,ATQAAP,Quality_Approval
z______ADDHSTCT,_ADDHSTCT,z,QA_Comments_Reviewed_____ATQACR,ATQACR,QA_Comments_Reviewed
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,QA_Comments_Reviewed_____ATQACR,ATQACR,QA_Comments_Reviewed
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Entered_By_____ATUSER,ATUSER,Entered_By
z______ADDHSTCT,_ADDHSTCT,z,Entered_By_____ATUSER,ATUSER,Entered_By
z______ADDHSTCT,_ADDHSTCT,z,SPO_Sequence_____ATSPS#,ATSPS#,SPO_Sequence
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,SPO_Sequence_____ATSPS#,ATSPS#,SPO_Sequence
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Paperwork_print_step_sequence_____ATPRT#,ATPRT#,Paperwork_print_step_sequence
z______ADDHSTCT,_ADDHSTCT,z,Paperwork_print_step_sequence_____ATPRT#,ATPRT#,Paperwork_print_step_sequence
z______ADDHSTCT,_ADDHSTCT,z,Auto_Charge_may_not_delete_____ATAUTC,ATAUTC,Auto_Charge_may_not_delete
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Auto_Charge_may_not_delete_____ATAUTC,ATAUTC,Auto_Charge_may_not_delete
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,Inc4_Processed_____ATINCF,ATINCF,Inc4_Processed
z______ADDHSTCT,_ADDHSTCT,z,Inc4_Processed_____ATINCF,ATINCF,Inc4_Processed
z______ADDHSTCT,_ADDHSTCT,z,P/O_Receiving_Batch/Register_Seq_Number_____ATBTCH,ATBTCH,P/O_Receiving_Batch/Register_Seq_Number
z______ADDHSTCT,ADDHSTCT,z______ADDHSTCT,P/O_Receiving_Batch/Register_Seq_Number_____ATBTCH,ATBTCH,P/O_Receiving_Batch/Register_Seq_Number
z______AROEHITS,_AROEHITS,z,Record_Code_____OHRECD,OHRECD,Record_Code
z______AROEHITS,AROEHITS,z______AROEHITS,Record_Code_____OHRECD,OHRECD,Record_Code
z______AROEHITS,AROEHITS,z______AROEHITS,DISTRICT_NUMBER_____OHCDIS,OHCDIS,DISTRICT_NUMBER
z______AROEHITS,_AROEHITS,z,DISTRICT_NUMBER_____OHCDIS,OHCDIS,DISTRICT_NUMBER
z______AROEHITS,_AROEHITS,z,CUSTOMER_NUMBER_____OHCUST,OHCUST,CUSTOMER_NUMBER
z______AROEHITS,AROEHITS,z______AROEHITS,CUSTOMER_NUMBER_____OHCUST,OHCUST,CUSTOMER_NUMBER
z______AROEHITS,AROEHITS,z______AROEHITS,Century_____OHCC,OHCC,Century
z______AROEHITS,_AROEHITS,z,Century_____OHCC,OHCC,Century
z______AROEHITS,_AROEHITS,z,YEAR_____OHYY,OHYY,YEAR
z______AROEHITS,AROEHITS,z______AROEHITS,YEAR_____OHYY,OHYY,YEAR
z______AROEHITS,AROEHITS,z______AROEHITS,MONTH_____OHMM,OHMM,MONTH
z______AROEHITS,_AROEHITS,z,MONTH_____OHMM,OHMM,MONTH
z______AROEHITS,_AROEHITS,z,Open_Quotes_lines_____OHQETOT,OHQETOT,Open_Quotes_lines
z______AROEHITS,AROEHITS,z______AROEHITS,Open_Quotes_lines_____OHQETOT,OHQETOT,Open_Quotes_lines
z______AROEHITS,AROEHITS,z______AROEHITS,Orders_lines_____OHOETOT,OHOETOT,Orders_lines
z______AROEHITS,_AROEHITS,z,Orders_lines_____OHOETOT,OHOETOT,Orders_lines
z______AROEHITS,_AROEHITS,z,HIT_RATE_____OHHITR,OHHITR,HIT_RATE
z______AROEHITS,AROEHITS,z______AROEHITS,HIT_RATE_____OHHITR,OHHITR,HIT_RATE
z______DELCODE,_DELCODE,z,COMPANY_NUMBER_____DCCOMP,DCCOMP,COMPANY_NUMBER
z______DELCODE,DELCODE,z______DELCODE,COMPANY_NUMBER_____DCCOMP,DCCOMP,COMPANY_NUMBER
z______DELCODE,DELCODE,z______DELCODE,DISTRICT_NUMBER_____DCDIST,DCDIST,DISTRICT_NUMBER
z______DELCODE,_DELCODE,z,DISTRICT_NUMBER_____DCDIST,DCDIST,DISTRICT_NUMBER
z______DELCODE,_DELCODE,z,Delivery_Code_____DCCODE,DCCODE,Delivery_Code
z______DELCODE,DELCODE,z______DELCODE,Delivery_Code_____DCCODE,DCCODE,Delivery_Code
z______DELCODE,DELCODE,z______DELCODE,System_Defined_y/n_____DCSYSC,DCSYSC,System_Defined_y/n
z______DELCODE,_DELCODE,z,System_Defined_y/n_____DCSYSC,DCSYSC,System_Defined_y/n
z______DELCODE,_DELCODE,z,Code_Desc_____DCDESC,DCDESC,Code_Desc
z______DELCODE,DELCODE,z______DELCODE,Code_Desc_____DCDESC,DCDESC,Code_Desc
z______DELCODE,DELCODE,z______DELCODE,USER_____DCLMUS,DCLMUS,USER
z______DELCODE,_DELCODE,z,USER_____DCLMUS,DCLMUS,USER
z______DELCODE,_DELCODE,z,Century_____DCLMCC,DCLMCC,Century
z______DELCODE,DELCODE,z______DELCODE,Century_____DCLMCC,DCLMCC,Century
z______DELCODE,DELCODE,z______DELCODE,YEAR_____DCLMYY,DCLMYY,YEAR
z______DELCODE,_DELCODE,z,YEAR_____DCLMYY,DCLMYY,YEAR
z______DELCODE,_DELCODE,z,MONTH_____DCLMMM,DCLMMM,MONTH
z______DELCODE,DELCODE,z______DELCODE,MONTH_____DCLMMM,DCLMMM,MONTH
z______DELCODE,DELCODE,z______DELCODE,DAY_____DCLMDD,DCLMDD,DAY
z______DELCODE,_DELCODE,z,DAY_____DCLMDD,DCLMDD,DAY
z______ITEMEXP,ITEMEXP,z______ITEMEXP,Record_Code_____IERECD,IERECD,Record_Code
z______ITEMEXP,_ITEMEXP,z,Record_Code_____IERECD,IERECD,Record_Code
z______ITEMEXP,_ITEMEXP,z,ITEM_NUMBER_____IEITEM,IEITEM,ITEM_NUMBER
z______ITEMEXP,ITEMEXP,z______ITEMEXP,ITEM_NUMBER_____IEITEM,IEITEM,ITEM_NUMBER
z______ITEMEXP,ITEMEXP,z______ITEMEXP,ITAR_____IEITAR,IEITAR,ITAR
z______ITEMEXP,_ITEMEXP,z,ITAR_____IEITAR,IEITAR,ITAR
z______ITEMEXP,_ITEMEXP,z,EAR_____IEEAR,IEEAR,EAR
z______ITEMEXP,ITEMEXP,z______ITEMEXP,EAR_____IEEAR,IEEAR,EAR
z______ITEMEXP,ITEMEXP,z______ITEMEXP,HTC_____IEHTC,IEHTC,HTC
z______ITEMEXP,_ITEMEXP,z,HTC_____IEHTC,IEHTC,HTC
z______ITEMLIST,ITEMLIST,z______ITEMLIST,3_POSITION_CLASS_____IMCLS3,IMCLS3,3_POSITION_CLASS
z______ITEMLIST,_ITEMLIST,z,3_POSITION_CLASS_____IMCLS3,IMCLS3,3_POSITION_CLASS
z______ITEMLIST,_ITEMLIST,z,ITEM_SUB-CLASS_____IMSBCL,IMSBCL,ITEM_SUB-CLASS
z______ITEMLIST,ITEMLIST,z______ITEMLIST,ITEM_SUB-CLASS_____IMSBCL,IMSBCL,ITEM_SUB-CLASS
z______ITEMLIST,ITEMLIST,z______ITEMLIST,ITEM_NUMBER_____IMITEM,IMITEM,ITEM_NUMBER
z______ITEMLIST,_ITEMLIST,z,ITEM_NUMBER_____IMITEM,IMITEM,ITEM_NUMBER
z______ITEMLIST,_ITEMLIST,z,CRT_Description_____IMCRTD,IMCRTD,CRT_Description
z______ITEMLIST,ITEMLIST,z______ITEMLIST,CRT_Description_____IMCRTD,IMCRTD,CRT_Description
z______ITEMLIST,ITEMLIST,z______ITEMLIST,Calculating_Width_____IMWDTH,IMWDTH,Calculating_Width
z______ITEMLIST,_ITEMLIST,z,Calculating_Width_____IMWDTH,IMWDTH,Calculating_Width
z______ITEMLIST,_ITEMLIST,z,Display_Width_____IMDSPW,IMDSPW,Display_Width
z______ITEMLIST,ITEMLIST,z______ITEMLIST,Display_Width_____IMDSPW,IMDSPW,Display_Width
z______ITEMLIST,ITEMLIST,z______ITEMLIST,Calculating_Length_____IMLNTH,IMLNTH,Calculating_Length
z______ITEMLIST,_ITEMLIST,z,Calculating_Length_____IMLNTH,IMLNTH,Calculating_Length
z______ITEMLIST,_ITEMLIST,z,Display_Length_____IMDSPL,IMDSPL,Display_Length
z______ITEMLIST,ITEMLIST,z______ITEMLIST,Display_Length_____IMDSPL,IMDSPL,Display_Length
z______ITEMLIST,ITEMLIST,z______ITEMLIST,Weight_Factor_____IMWGTF,IMWGTF,Weight_Factor
z______ITEMLIST,_ITEMLIST,z,Weight_Factor_____IMWGTF,IMWGTF,Weight_Factor
z______ITEMLIST,_ITEMLIST,z,"PSI_=_PER_SQUARE_INCH_PLI_=_PER_LINEAR_INCH_""___""=_____IMWUOM",,
z______ITEMLIST,ITEMLIST,z______ITEMLIST,"PSI_=_PER_SQUARE_INCH_PLI_=_PER_LINEAR_INCH_""___""=_____IMWUOM",,
z______ITEMLIST,ITEMLIST,z______ITEMLIST,Weight_Per_Foot_____IMWPFT,IMWPFT,Weight_Per_Foot
z______ITEMLIST,_ITEMLIST,z,Weight_Per_Foot_____IMWPFT,IMWPFT,Weight_Per_Foot
z______ITEMLIST,_ITEMLIST,z,Fast_Path_Item_Description_____IMFSTP,IMFSTP,Fast_Path_Item_Description
z______ITEMLIST,ITEMLIST,z______ITEMLIST,Fast_Path_Item_Description_____IMFSTP,IMFSTP,Fast_Path_Item_Description
z______OECHANGE,_OECHANGE,z,Transaction_Type_____OCTRNT,OCTRNT,Transaction_Type
z______OECHANGE,OECHANGE,z______OECHANGE,Transaction_Type_____OCTRNT,OCTRNT,Transaction_Type
z______OECHANGE,OECHANGE,z______OECHANGE,DISTRICT_NUMBER_____OCDIST,OCDIST,DISTRICT_NUMBER
z______OECHANGE,_OECHANGE,z,DISTRICT_NUMBER_____OCDIST,OCDIST,DISTRICT_NUMBER
z______OECHANGE,_OECHANGE,z,Transaction_#_____OCORDR,OCORDR,Transaction_#
z______OECHANGE,OECHANGE,z______OECHANGE,Transaction_#_____OCORDR,OCORDR,Transaction_#
z______OECHANGE,OECHANGE,z______OECHANGE,Main_Line#_____OCMLIN,OCMLIN,Main_Line#
z______OECHANGE,_OECHANGE,z,Main_Line#_____OCMLIN,OCMLIN,Main_Line#
z______OECHANGE,_OECHANGE,z,CHANGE_TYPE_____OCCTYP,OCCTYP,CHANGE_TYPE
z______OECHANGE,OECHANGE,z______OECHANGE,CHANGE_TYPE_____OCCTYP,OCCTYP,CHANGE_TYPE
z______OECHANGE,OECHANGE,z______OECHANGE,Quantity_____OCIQTY,OCIQTY,Quantity
z______OECHANGE,_OECHANGE,z,Quantity_____OCIQTY,OCIQTY,Quantity
z______OECHANGE,_OECHANGE,z,UNIT_OF_MEASURE_____OCIUOM,OCIUOM,UNIT_OF_MEASURE
z______OECHANGE,OECHANGE,z______OECHANGE,UNIT_OF_MEASURE_____OCIUOM,OCIUOM,UNIT_OF_MEASURE
z______OECHANGE,OECHANGE,z______OECHANGE,Old_Date_____OCRQCC,OCRQCC,Old_Date
z______OECHANGE,_OECHANGE,z,Old_Date_____OCRQCC,OCRQCC,Old_Date
z______OECHANGE,_OECHANGE,z,YEAR_____OCRQYY,OCRQYY,YEAR
z______OECHANGE,OECHANGE,z______OECHANGE,YEAR_____OCRQYY,OCRQYY,YEAR
z______OECHANGE,OECHANGE,z______OECHANGE,MONTH_____OCRQMM,OCRQMM,MONTH
z______OECHANGE,_OECHANGE,z,MONTH_____OCRQMM,OCRQMM,MONTH
z______OECHANGE,_OECHANGE,z,DAY_____OCRQDD,OCRQDD,DAY
z______OECHANGE,OECHANGE,z______OECHANGE,DAY_____OCRQDD,OCRQDD,DAY
z______OECHANGE,OECHANGE,z______OECHANGE,Last_Maint_Date_____OCLMCC,OCLMCC,Last_Maint_Date
z______OECHANGE,_OECHANGE,z,Last_Maint_Date_____OCLMCC,OCLMCC,Last_Maint_Date
z______OECHANGE,_OECHANGE,z,YEAR_____OCLMYY,OCLMYY,YEAR
z______OECHANGE,OECHANGE,z______OECHANGE,YEAR_____OCLMYY,OCLMYY,YEAR
z______OECHANGE,OECHANGE,z______OECHANGE,MONTH_____OCLMMM,OCLMMM,MONTH
z______OECHANGE,_OECHANGE,z,MONTH_____OCLMMM,OCLMMM,MONTH
z______OECHANGE,_OECHANGE,z,DAY_____OCLMDD,OCLMDD,DAY
z______OECHANGE,OECHANGE,z______OECHANGE,DAY_____OCLMDD,OCLMDD,DAY
z______OECHANGE,OECHANGE,z______OECHANGE,USER_____OCLMUS,OCLMUS,USER
z______OECHANGE,_OECHANGE,z,USER_____OCLMUS,OCLMUS,USER
z______OECHANGE,_OECHANGE,z,Time_____OCLMTM,OCLMTM,Time
z______OECHANGE,OECHANGE,z______OECHANGE,Time_____OCLMTM,OCLMTM,Time
z______OECHANGE,OECHANGE,z______OECHANGE,Reprintedq_____OCREPR,OCREPR,Reprintedq
z______OECHANGE,_OECHANGE,z,Reprintedq_____OCREPR,OCREPR,Reprintedq
z______OECHANGE,_OECHANGE,z,Reprint_Date_____OCRPCC,OCRPCC,Reprint_Date
z______OECHANGE,OECHANGE,z______OECHANGE,Reprint_Date_____OCRPCC,OCRPCC,Reprint_Date
z______OECHANGE,OECHANGE,z______OECHANGE,YEAR_____OCRPYY,OCRPYY,YEAR
z______OECHANGE,_OECHANGE,z,YEAR_____OCRPYY,OCRPYY,YEAR
z______OECHANGE,_OECHANGE,z,MONTH_____OCRPMM,OCRPMM,MONTH
z______OECHANGE,OECHANGE,z______OECHANGE,MONTH_____OCRPMM,OCRPMM,MONTH
z______OECHANGE,OECHANGE,z______OECHANGE,DAY_____OCRPDD,OCRPDD,DAY
z______OECHANGE,_OECHANGE,z,DAY_____OCRPDD,OCRPDD,DAY
z______OECHANGE,_OECHANGE,z,USER_____OCRPUS,OCRPUS,USER
z______OECHANGE,OECHANGE,z______OECHANGE,USER_____OCRPUS,OCRPUS,USER
z______OECHANGE,OECHANGE,z______OECHANGE,Time_____OCRPTM,OCRPTM,Time
z______OECHANGE,_OECHANGE,z,Time_____OCRPTM,OCRPTM,Time
z______POHSTDET,POHSTDET,z______POHSTDET,Record_Code_____BDRECD,BDRECD,Record_Code
z______POHSTDET,_POHSTDET,z,Record_Code_____BDRECD,BDRECD,Record_Code
z______POHSTDET,_POHSTDET,z,DISTRICT_NUMBER_____BDDIST,BDDIST,DISTRICT_NUMBER
z______POHSTDET,POHSTDET,z______POHSTDET,DISTRICT_NUMBER_____BDDIST,BDDIST,DISTRICT_NUMBER
z______POHSTDET,POHSTDET,z______POHSTDET,Transaction_#_____BDPONO,BDPONO,Transaction_#
z______POHSTDET,_POHSTDET,z,Transaction_#_____BDPONO,BDPONO,Transaction_#
z______POHSTDET,_POHSTDET,z,PO_Line#_____BDLINE,BDLINE,PO_Line#
z______POHSTDET,POHSTDET,z______POHSTDET,PO_Line#_____BDLINE,BDLINE,PO_Line#
z______POHSTDET,POHSTDET,z______POHSTDET,PO_Receipt_Line#_____BDRLIN,BDRLIN,PO_Receipt_Line#
z______POHSTDET,_POHSTDET,z,PO_Receipt_Line#_____BDRLIN,BDRLIN,PO_Receipt_Line#
