table_name,table_prop_name,table_prop_value,column_name,column_prop_name,column_prop_value
z_Item_Tag_User_Defined_fields_____ITEMTUD,ITEMTUD,z_Item_Tag_User_Defined_fields_____ITEMTUD,Quantity_____ITQT10,ITQT10,Quantity
z_Item_Tag_User_Defined_fields_____ITEMTUD,ITEMTUD,z_Item_Tag_User_Defined_fields_____ITEMTUD,"Dimensions-Width,_Length,Tolerances_____ITDIM6",ITDIM6,"Dimensions-Width,_Length,Tolerances"
z_Item_Tag_User_Defined_fields_____ITEMTUD,ITEMTUD,z_Item_Tag_User_Defined_fields_____ITEMTUD,"Dimensions-Width,_Length,Tolerances_____ITDIM7",ITDIM7,"Dimensions-Width,_Length,Tolerances"
z_Item_Tag_User_Defined_fields_____ITEMTUD,ITEMTUD,z_Item_Tag_User_Defined_fields_____ITEMTUD,"Dimensions-Width,_Length,Tolerances_____ITDIM8",ITDIM8,"Dimensions-Width,_Length,Tolerances"
z_Item_Tag_User_Defined_fields_____ITEMTUD,ITEMTUD,z_Item_Tag_User_Defined_fields_____ITEMTUD,"Dimensions-Width,_Length,Tolerances_____ITDIM9",ITDIM9,"Dimensions-Width,_Length,Tolerances"
z_Item_Tag_User_Defined_fields_____ITEMTUD,ITEMTUD,z_Item_Tag_User_Defined_fields_____ITEMTUD,"Dimensions-Width,_Length,Tolerances_____ITDI10",ITDI10,"Dimensions-Width,_Length,Tolerances"
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,COMPANY_NUMBER_____IHCOMP,IHCOMP,COMPANY_NUMBER
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,DISTRICT_NUMBER_____IHDIST,IHDIST,DISTRICT_NUMBER
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,ITEM_NUMBER_____IHITEM,IHITEM,ITEM_NUMBER
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_CC_____IHTRCC,IHTRCC,Trans_CC
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_YY_____IHTRYY,IHTRYY,Trans_YY
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_MM_____IHTRMM,IHTRMM,Trans_MM
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_DD_____IHTRDD,IHTRDD,Trans_DD
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Transaction_Type_____IHTRNT,IHTRNT,Transaction_Type
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_Inv_Qty_____IHTQTY,IHTQTY,Trans_Inv_Qty
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_Cost_____IHTCST,IHTCST,Trans_Cost
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_Cost_UOM_____IHTUOM,IHTUOM,Trans_Cost_UOM
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Extended_Trans_Cost_____IHECST,IHECST,Extended_Trans_Cost
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_Price_____IHTPRC,IHTPRC,Trans_Price
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_Price_UOM_____IHPUOM,IHPUOM,Trans_Price_UOM
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Extended_Trans_Price_____IHEPRC,IHEPRC,Extended_Trans_Price
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,TAG_NUMBER_ALPHA_____IHTAG,IHTAG,TAG_NUMBER_ALPHA
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,3_POSITION_CLASS_____IHCLS3,IHCLS3,3_POSITION_CLASS
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,ITEM_SUB-CLASS_____IHSBCL,IHSBCL,ITEM_SUB-CLASS
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_Width_____IHWDTH,IHWDTH,Trans_Width
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_Length_____IHLNTH,IHLNTH,Trans_Length
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Vendor_#_____IHVNDR,IHVNDR,Vendor_#
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Customer_District_____IHCDIS,IHCDIS,Customer_District
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,CUSTOMER_NUMBER_____IHCUST,IHCUST,CUSTOMER_NUMBER
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_District_____IHTRND,IHTRND,Trans_District
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Transaction_#_____IHTRN#,IHTRN#,Transaction_#
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Assoc_Main_Line_____IHTMLN,IHTMLN,Assoc_Main_Line
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Assoc_Used_Line_____IHTULN,IHTULN,Assoc_Used_Line
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Debit_Memo#_____IHDMEM,IHDMEM,Debit_Memo#
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Remote_Inv_Vendor_____IHRIV,IHRIV,Remote_Inv_Vendor
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Processed_by_M/E_____IHPRCD,IHPRCD,Processed_by_M/E
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,PROCESSED_PERIOD_____IHPRPP,IHPRPP,PROCESSED_PERIOD
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Processed_Century_____IHPRCC,IHPRCC,Processed_Century
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,PROCESSED_YEAR_____IHPRPY,IHPRPY,PROCESSED_YEAR
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,G/L_FISCAL_PERIOD_____IHGLPP,IHGLPP,G/L_FISCAL_PERIOD
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,G/L_Fiscal_Century_____IHGLCC,IHGLCC,G/L_Fiscal_Century
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,G/L_FISCAL_YEAR_____IHGLPY,IHGLPY,G/L_FISCAL_YEAR
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Trans_Subtype_____IHSTYP,IHSTYP,Trans_Subtype
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Assoc_PO_Dist_____IHPODS,IHPODS,Assoc_PO_Dist
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Assoc_PO_Number_____IHPONM,IHPONM,Assoc_PO_Number
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Assoc_PO_Line_____IHPOLN,IHPOLN,Assoc_PO_Line
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Qty_On_Hand_____IHQOH,IHQOH,Qty_On_Hand
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Average_Cost_____IHACST,IHACST,Average_Cost
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,PO_Rcpt_List#_____IHLIST,IHLIST,PO_Rcpt_List#
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Tariff_Code_____IHTRF,IHTRF,Tariff_Code
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Customs_Entry#_____IHCEN,IHCEN,Customs_Entry#
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Port_of_Entry_____IHPOE,IHPOE,Port_of_Entry
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Transport_ID_____IHTID,IHTID,Transport_ID
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Customs_Value_____IHCSTV,IHCSTV,Customs_Value
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Duty_Incurred_____IHDUTY,IHDUTY,Duty_Incurred
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,L/M_CENTURY_____IHLMCC,IHLMCC,L/M_CENTURY
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,L/M_YEAR_____IHLMYY,IHLMYY,L/M_YEAR
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,L/M_MONTH_____IHLMMM,IHLMMM,L/M_MONTH
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,L/M_DAY_____IHLMDD,IHLMDD,L/M_DAY
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,L/M_USER_____IHLMUS,IHLMUS,L/M_USER
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Time_____IHTIME,IHTIME,Time
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Document_#_____IHDOC#,IHDOC#,Document_#
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Heat_#_____IHHEAT,IHHEAT,Heat_#
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Workstation_ID_____IHWSID,IHWSID,Workstation_ID
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Time_Stamp_____IHSTMP,IHSTMP,Time_Stamp
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Rebate_Cost_____IHRCST,IHRCST,Rebate_Cost
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,IA_PPV_Amount_____IHIAPPV,IHIAPPV,IA_PPV_Amount
z_Item_Transaction_History_____ITEMHIST,ITEMHIST,z_Item_Transaction_History_____ITEMHIST,Time_Stamp_____IHTIMES,IHTIMES,Time_Stamp
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Company_Number_____ITFCOM,ITFCOM,Company_Number
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Item_#_____ITFITM,ITFITM,Item_#
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Country_Code_____ITFCTR,ITFCTR,Country_Code
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Tariff_Code_____ITFTRF,ITFTRF,Tariff_Code
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Import_Licence_Required_____ITFIPL,ITFIPL,Import_Licence_Required
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Last_Maintained_Century_____ITFLMC,ITFLMC,Last_Maintained_Century
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Last_Maintained_Year_____ITFLMY,ITFLMY,Last_Maintained_Year
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Last_Maintained_Month_____ITFLMM,ITFLMM,Last_Maintained_Month
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Last_Maintained_Day_____ITFLMD,ITFLMD,Last_Maintained_Day
z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,ITEMTRIF,z_Itemtrif_-_Item_Tariff_File_____ITEMTRIF,Last_Maintained_User_____ITFUSR,ITFUSR,Last_Maintained_User
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Record_Code_____ELRECD,ELRECD,Record_Code
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Company_____ELCOMP,ELCOMP,Company
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,District_____ELDIST,ELDIST,District
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,G/L_Period_____ELPERD,ELPERD,G/L_Period
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,G/L_Year_____ELYEAR,ELYEAR,G/L_Year
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Last_Day_CC_____ELGLCC,ELGLCC,Last_Day_CC
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Last_Day_YY_____ELGLYY,ELGLYY,Last_Day_YY
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Last_Day_MM_____ELGLMM,ELGLMM,Last_Day_MM
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Last_Day_DD_____ELGLDD,ELGLDD,Last_Day_DD
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Last_Maint_CC_____ELLMCC,ELLMCC,Last_Maint_CC
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Last_Maint_YY_____ELLMYY,ELLMYY,Last_Maint_YY
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Last_Maint_MM_____ELLMMM,ELLMMM,Last_Maint_MM
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Last_Maint_DD_____ELLMDD,ELLMDD,Last_Maint_DD
z_Last_Day_of_Period_File_____EMLSTDAY,EMLSTDAY,z_Last_Day_of_Period_File_____EMLSTDAY,Last_Maint_User_____ELLMUS,ELLMUS,Last_Maint_User
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,A=AFTER__B=BEFORE_____LCHREC,LCHREC,A=AFTER__B=BEFORE
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,L_=_LINE__W_=_WHOLE_ORDER_C_=_CUSTOMER_H_=_WAREHOU_____LCHCTP,LCHCTP,L_=_LINE__W_=_WHOLE_ORDER_C_=_CUSTOMER_H_=_WAREHOU
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,ORDER_TYPE_____LCHOTP,LCHOTP,ORDER_TYPE
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,TRANSACTION_TYPE_____LCHTRT,LCHTRT,TRANSACTION_TYPE
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,DISTRICT_____LCHDST,LCHDST,DISTRICT
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,TRANSACTION_NUMBER_____LCHTRN,LCHTRN,TRANSACTION_NUMBER
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,TRANSACTION_MAIN_LINE_#_____LCHMLN,LCHMLN,TRANSACTION_MAIN_LINE_#
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,COMMENT_SEQ#_____LCHSEQ,LCHSEQ,COMMENT_SEQ#
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,COMMENT_____LCHCMT,LCHCMT,COMMENT
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,COMMENT_CODE_____LCHCOD,LCHCOD,COMMENT_CODE
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,Proc_Seq_____LCHTSQ,LCHTSQ,Proc_Seq
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,CUSTOMER_SHIP-TO_____LCHSTO,LCHSTO,CUSTOMER_SHIP-TO
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,INSTR_SEQ#_____LCHISQ,LCHISQ,INSTR_SEQ#
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,Program_ID_____LCHPGM,LCHPGM,Program_ID
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,L/M_User_____LCHMUS,LCHMUS,L/M_User
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,L/M_Century_____LCHLMC,LCHLMC,L/M_Century
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,L/M_Year_____LCHLMY,LCHLMY,L/M_Year
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,L/M_Month_____LCHLMM,LCHLMM,L/M_Month
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,L/M_Day_____LCHLMD,LCHLMD,L/M_Day
z_line_comment_changes_____LINECCHG,LINECCHG,z_line_comment_changes_____LINECCHG,Time_Stamp_____LCHTIMES,LCHTIMES,Time_Stamp
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,_____LSCODE,,
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,_____LSCCOD,,
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,_____LSPRNT,,
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,_____LSCMNT,,
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,_____LSAPPL,,
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,_____LSREQR,,
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Auto_Comment_Type_____LSCTYP,LSCTYP,Auto_Comment_Type
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Last_maint_UserID_____LSUSER,LSUSER,Last_maint_UserID
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Last_maint_CC_____LSLMCC,LSLMCC,Last_maint_CC
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Last_maint_YY_____LSLMYY,LSLMYY,Last_maint_YY
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Last_maint_MM_____LSLMMM,LSLMMM,Last_maint_MM
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Last_maint_DD_____LSLMDD,LSLMDD,Last_maint_DD
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Extra_Flag_1_____LSFLG1,LSFLG1,Extra_Flag_1
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Extra_Flag_2_____LSFLG2,LSFLG2,Extra_Flag_2
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Extra_Flag_3_____LSFLG3,LSFLG3,Extra_Flag_3
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Extra_Flag_4_____LSFLG4,LSFLG4,Extra_Flag_4
z_Line_Comment_Code_Constants_____LINECNST,LINECNST,z_Line_Comment_Code_Constants_____LINECNST,Extra_Flag_5_____LSFLG5,LSFLG5,Extra_Flag_5
z_Line_Related_Comments_____LINECMNT,LINECMNT,z_Line_Related_Comments_____LINECMNT,A=ACTIVE__D=DELETED_____LCRECD,LCRECD,A=ACTIVE__D=DELETED
z_Line_Related_Comments_____LINECMNT,LINECMNT,z_Line_Related_Comments_____LINECMNT,TRANSACTION_TYPE_____LCTRNT,LCTRNT,TRANSACTION_TYPE
z_Line_Related_Comments_____LINECMNT,LINECMNT,z_Line_Related_Comments_____LINECMNT,DISTRICT_____LCDIST,LCDIST,DISTRICT
z_Line_Related_Comments_____LINECMNT,LINECMNT,z_Line_Related_Comments_____LINECMNT,TRANSACTION_NUMBER_____LCTRN#,LCTRN#,TRANSACTION_NUMBER
z_Line_Related_Comments_____LINECMNT,LINECMNT,z_Line_Related_Comments_____LINECMNT,TRANSACTION_MAIN_LINE_#_____LCMLIN,LCMLIN,TRANSACTION_MAIN_LINE_#
z_Line_Related_Comments_____LINECMNT,LINECMNT,z_Line_Related_Comments_____LINECMNT,COMMENT_SEQ#_____LCSEQ#,LCSEQ#,COMMENT_SEQ#
z_Line_Related_Comments_____LINECMNT,LINECMNT,z_Line_Related_Comments_____LINECMNT,COMMENT_____LCCMNT,LCCMNT,COMMENT
z_Line_Related_Comments_____LINECMNT,LINECMNT,z_Line_Related_Comments_____LINECMNT,COMMENT_CODE_____LCCCOD,LCCCOD,COMMENT_CODE
z_Line_Related_Comments_____LINECMNT,LINECMNT,z_Line_Related_Comments_____LINECMNT,Proc_Seq_____LCOTSQ,LCOTSQ,Proc_Seq
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Record_Code_____LHRECD,LHRECD,Record_Code
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,List#_____LHLIST,LHLIST,List#
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Heat_#_____LHHEAT,LHHEAT,Heat_#
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,ITEM_NUMBER_____LHITEM,LHITEM,ITEM_NUMBER
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,DISTRICT_NUMBER_____LHDIST,LHDIST,DISTRICT_NUMBER
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Transaction_#_____LHPONO,LHPONO,Transaction_#
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,PO_Line_____LHLINE,LHLINE,PO_Line
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Receipt_Line_____LHRLIN,LHRLIN,Receipt_Line
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Rcvd_CC_____LHRCCC,LHRCCC,Rcvd_CC
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Rcvd_YY_____LHRCYY,LHRCYY,Rcvd_YY
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Rcvd_MM_____LHRCMM,LHRCMM,Rcvd_MM
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Rcvd_DD_____LHRCDD,LHRCDD,Rcvd_DD
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Slab_Number_____LHSLAB,LHSLAB,Slab_Number
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Vendor_#_____LHVNBR,LHVNBR,Vendor_#
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,COMPANY_NUMBER_____LHCNBR,LHCNBR,COMPANY_NUMBER
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Trans_CC_____LHTDCC,LHTDCC,Trans_CC
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Trans_YY_____LHTDYY,LHTDYY,Trans_YY
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Trans_MM_____LHTDMM,LHTDMM,Trans_MM
z_List_/_Heat_Number_____LISTHEAT,LISTHEAT,z_List_/_Heat_Number_____LISTHEAT,Trans_DD_____LHTDDD,LHTDDD,Trans_DD
z_M/P_Final_Detail_____MPHSTDET,MPHSTDET,z_M/P_Final_Detail_____MPHSTDET,Record_Code_____MDRECD,MDRECD,Record_Code
z_M/P_Final_Detail_____MPHSTDET,MPHSTDET,z_M/P_Final_Detail_____MPHSTDET,Order_Type_____MDTYPE,MDTYPE,Order_Type
z_M/P_Final_Detail_____MPHSTDET,MPHSTDET,z_M/P_Final_Detail_____MPHSTDET,DISTRICT_NUMBER_____MDDIST,MDDIST,DISTRICT_NUMBER
z_M/P_Final_Detail_____MPHSTDET,MPHSTDET,z_M/P_Final_Detail_____MPHSTDET,Transaction_#_____MDORDR,MDORDR,Transaction_#
z_M/P_Final_Detail_____MPHSTDET,MPHSTDET,z_M/P_Final_Detail_____MPHSTDET,POST_SEQ#_____MDPSEQ,MDPSEQ,POST_SEQ#
z_M/P_Final_Detail_____MPHSTDET,MPHSTDET,z_M/P_Final_Detail_____MPHSTDET,Main_Line#_____MDMLIN,MDMLIN,Main_Line#
