mrs,z_BDSEPR_-_Buyout_Override_info_____BDSEPR,Transaction_#_____BBORDR,BBORDR,Transaction_#_____BBORDR,No,Yes,10132.0,99716.0
mrs,z_BDSEPR_-_Buyout_Override_info_____BDSEPRBH,Transaction_#_____BBORDR,BBORDR,Transaction_#_____BBORDR,No,Yes,115.0,800750.0
mrs,z_Service_Purchase_Order_Header_File_____SPHEADER,Transaction_#_____BSORDR,BSORDR,Transaction_#_____BSORDR,No,Yes,100990.0,99674.0
mrs,z_Service_Purchase_Order_Detail_File_____SPDETAIL,Transaction_#_____BTORDR,BTORDR,Transaction_#_____BTORDR,No,Yes,100344.0,99674.0
mrs,z_Quote_/_Order_Detail_History_File_____OEHISTRD,Transaction_#_____DHORDR,DHORDR,Transaction_#_____DHORDR,No,Yes,100000.0,99998.0
mrs,z_Daily_invoicing_analysis_____WFOE895,Order_Number_____DLORDR,DLORDR,Order_Number_____DLORDR,Yes,No,967017.0,970996.0
mrs,z_Delivery_Tracking_Performance_File_____DELTRACK,Transaction_#_____DPORDR,DPORDR,Transaction_#_____DPORDR,Yes,No,600082.0,971555.0
mrs,z_Tolerance_Details_for_Main_Lines_____TLDETAIL,Transaction_#_____DTORDR,DTORDR,Transaction_#_____DTORDR,No,Yes,100934.0,99949.0
mrs,z_Sales_Description_Override_____SLSDSCOV,Transaction_#_____DXORDR,DXORDR,Transaction_#_____DXORDR,No,Yes,100934.0,99949.0
mrs,z_MW_Email_Log_File_____EMAILLOG,ORDER_NUMBER_____EMORDR,EMORDR,ORDER_NUMBER_____EMORDR,No,Yes,0.0,971682.0
mrs,z_M/P_Final_Detail_____MPHSTDET,Transaction_#_____MDORDR,MDORDR,Transaction_#_____MDORDR,No,Yes,400008.0,402183.0
mrs,z_Material_Processing_Order_Detail_____MPDETAIL,Transaction_#_____MDORDR,MDORDR,Transaction_#_____MDORDR,Yes,No,400155.0,402186.0
mrs,z_Material_Processing_Order_Profile_____MPPROFIL,Transaction_#_____MFORDR,MFORDR,Transaction_#_____MFORDR,Yes,No,400155.0,402186.0
mrs,z_Material_Processing_Order_Header_____MPHDRORD,Transaction_#_____MHORDR,MHORDR,Transaction_#_____MHORDR,Yes,No,400155.0,402186.0
mrs,z_M/P_Final_Header_____MPHSTHDR,Transaction_#_____MHORDR,MHORDR,Transaction_#_____MHORDR,No,Yes,400008.0,402183.0
mrs,z_Manifest_____MNFEST,Transaction_#_____MNORDR,MNORDR,Transaction_#_____MNORDR,Yes,No,820590.0,930168.0
mrs,z_MP_Setup_Control_File_____MPSETUP,ORDER_NUMBER_____MSORDR,MSORDR,ORDER_NUMBER_____MSORDR,Yes,No,400008.0,402186.0
mrs,z_MP_Tracking_File_____MPTRCK,Transaction_#_____MTORDR,MTORDR,Transaction_#_____MTORDR,No,Yes,400145.0,402186.0
mrs,z_mw100_reset_audit_trail_____MWRESET,Transaction_#_____MWORDR,MWORDR,Transaction_#_____MWORDR,No,Yes,0.0,99685.0
mrs,z______OECHANGE,Transaction_#_____OCORDR,OCORDR,Transaction_#_____OCORDR,No,Yes,502.0,971651.0
mrs,z_Order_Detail_File_____OEDETAIL,Transaction_#_____ODORDR,ODORDR,Transaction_#_____ODORDR,No,Yes,100934.0,99949.0
mrs,z_Quote_/_Order_History_Header_File_____OEHISTRY,Order_Number_____OHORDR,OHORDR,Order_Number_____OHORDR,No,Yes,100035.0,99999.0
mrs,z_Operational_Information_____OPERINFO,ORDER_NUMBER_____OIORDR,OIORDR,ORDER_NUMBER_____OIORDR,No,Yes,400007.0,402186.0
mrs,z_Open_Order_File_____OEOPNORD,ORDER_NUMBER_____OOORDR,OOORDR,ORDER_NUMBER_____OOORDR,Yes,No,100934.0,99949.0
mrs,z_Order_Profile_File_____OEPROFIL,ORDER_NUMBER_____OPORDR,OPORDR,ORDER_NUMBER_____OPORDR,Yes,No,100934.0,99949.0
mrs,z_Credit-Held_Order_Release_File_____OECRRELS,ORDER_NUMBER_____ORORDR,ORORDR,ORDER_NUMBER_____ORORDR,Yes,No,800977.0,971699.0
mrs,z_Order_Ship_Instructions_____OESHPINS,Transaction_#_____OSORDR,OSORDR,Transaction_#_____OSORDR,No,Yes,100311.0,99675.0
mrs,z_Order_Tracking_File_____ORDTRCK,ORDER_NUMBER_____OTORDR,OTORDR,ORDER_NUMBER_____OTORDR,No,Yes,100990.0,99674.0
mrs,z_PC_Tracking_File_____PCTRCK,ORDER_NUMBER_____PCORDR,PCORDR,ORDER_NUMBER_____PCORDR,No,Yes,400145.0,971690.0
