GLPYY,GLTRNT,GLTRN#,GLBTCH,GLREF,GLAMTQ
25,"  ",0,11894,"         194345",430.00
25,"  ",0,11894,"         194346",-430.00
25,"  ",0,11894,"         194346",430.00
25,"  ",0,11894,"         194376",-160.00
25,"  ",0,11894,"         194376",160.00
25,"  ",0,11894,"         433160",-295.00
25,"  ",0,11894,"         433160",295.00
25,"  ",0,11894,"         433161",-11436.62
25,"  ",0,11894,"         433161",11436.62
25,"  ",0,11894,"         433162",-768.40
25,"  ",0,11894,"         433162",768.40
25,"  ",0,11894,"         823291",-385.71
25,"  ",0,11894,"         823291",385.71
25,"  ",0,11894,"        2501253",-436.00
25,"  ",0,11894,"        2501253",436.00
25,"  ",0,11894,"       99003076",-130.00
25,"  ",0,11894,"       99003076",-73.00
25,"  ",0,11894,"       99003076",73.00
25,"  ",0,11894,"       99003076",130.00
25,"  ",0,11894,"       99003077",-11436.62
25,"  ",0,11894,"       99003077",-768.40
25,"  ",0,11894,"       99003077",-295.00
25,"  ",0,11894,"       99003077",295.00
25,"  ",0,11894,"       99003077",768.40
25,"  ",0,11894,"       99003077",11436.62
25,"  ",0,11894,"       99003079",-385.71
25,"  ",0,11894,"       99003079",385.71
25,"  ",0,11894,"       99003080",-700.00
25,"  ",0,11894,"       99003080",-635.00
25,"  ",0,11894,"       99003080",-430.00
25,"  ",0,11894,"       99003080",-315.00
25,"  ",0,11894,"       99003080",-160.00
25,"  ",0,11894,"       99003080",160.00
25,"  ",0,11894,"       99003080",315.00
25,"  ",0,11894,"       99003080",430.00
25,"  ",0,11894,"       99003080",635.00
25,"  ",0,11894,"       99003080",700.00
25,"  ",0,11894,"       99003097",-250.00
25,"  ",0,11894,"       99003097",250.00
25,"  ",0,11894,"       99003098",-415.00
25,"  ",0,11894,"       99003098",-390.00
25,"  ",0,11894,"       99003098",-150.00
25,"  ",0,11894,"       99003098",150.00
25,"  ",0,11894,"       99003098",390.00
25,"  ",0,11894,"       99003098",415.00
25,"  ",0,11894,"       99003106",-436.00
25,"  ",0,11894,"       99003106",436.00
25,"  ",0,11894,"      114668800",-130.00
25,"  ",0,11894,"      114668800",130.00
25,"  ",0,11894,"      114722000",-73.00
25,"  ",0,11894,"      114722000",73.00
25,"  ",0,11894,"      114722300",-73.00
25,"  ",0,11894,"      114722300",73.00
25,"  ",0,11895,"       99002858",-1099.03
25,"  ",0,11895,"       99002858",1099.03
25,"  ",0,11895,"       99002860",-336.69
25,"  ",0,11895,"       99002860",336.69
25,"  ",0,11895,"      20250221A",-336.69
25,"  ",0,11895,"      20250221A",336.69
25,"  ",0,11895,"      20250221B",-1099.03
25,"  ",0,11895,"      20250221B",291.30
25,"  ",0,11895,"      20250221B",807.73
25,"  ",0,11896,"          54237",-185.00
25,"  ",0,11896,"          54237",185.00
25,"  ",0,11896,"          54277",-200.00
25,"  ",0,11896,"          54277",200.00
25,"  ",0,11896,"          54296",-185.00
25,"  ",0,11896,"          54296",185.00
25,"  ",0,11896,"          54297",-200.00
25,"  ",0,11896,"          54297",200.00
25,"  ",0,11896,"          54356",-185.00
25,"  ",0,11896,"          54356",185.00
25,"  ",0,11896,"          54373",-150.00
25,"  ",0,11896,"          54373",150.00
25,"  ",0,11896,"       56886REV",-160.00
25,"  ",0,11896,"       56886REV",160.00
25,"  ",0,11896,"       99002879",-241.92
25,"  ",0,11896,"       99002879",241.92
25,"  ",0,11896,"       99002967",-72.32
25,"  ",0,11896,"       99002967",72.32
25,"  ",0,11896,"       99002997",-200.00
25,"  ",0,11896,"       99002997",-185.00
25,"  ",0,11896,"       99002997",-150.00
25,"  ",0,11896,"       99002997",150.00
25,"  ",0,11896,"       99002997",185.00
25,"  ",0,11896,"       99002997",200.00
25,"  ",0,11896,"       99003025",-5232.88
25,"  ",0,11896,"       99003025",-2578.18
25,"  ",0,11896,"       99003025",-494.92
25,"  ",0,11896,"       99003025",-476.15
25,"  ",0,11896,"       99003025",-389.10
25,"  ",0,11896,"       99003025",-221.74
25,"  ",0,11896,"       99003025",-150.01
25,"  ",0,11896,"       99003025",-141.50
25,"  ",0,11896,"       99003025",-116.50
25,"  ",0,11896,"       99003025",116.50
25,"  ",0,11896,"       99003025",141.50
25,"  ",0,11896,"       99003025",150.01
25,"  ",0,11896,"       99003025",221.74
25,"  ",0,11896,"       99003025",389.10
25,"  ",0,11896,"       99003025",476.15
25,"  ",0,11896,"       99003025",494.92
25,"  ",0,11896,"       99003025",2578.18
25,"  ",0,11896,"       99003025",5232.88
25,"  ",0,11896,"       99003032",-160.00
25,"  ",0,11896,"       99003032",160.00
25,"  ",0,11896,"       99003065",-199.88
25,"  ",0,11896,"       99003065",199.88
25,"  ",0,11896,"       99003078",-1094.20
25,"  ",0,11896,"       99003078",-940.88
25,"  ",0,11896,"       99003078",-521.03
25,"  ",0,11896,"       99003078",-488.55
25,"  ",0,11896,"       99003078",-424.63
25,"  ",0,11896,"       99003078",-313.37
25,"  ",0,11896,"       99003078",-240.10
25,"  ",0,11896,"       99003078",-232.60
25,"  ",0,11896,"       99003078",-199.24
25,"  ",0,11896,"       99003078",-150.01
25,"  ",0,11896,"       99003078",-116.50
25,"  ",0,11896,"       99003078",116.50
25,"  ",0,11896,"       99003078",150.01
25,"  ",0,11896,"       99003078",199.24
25,"  ",0,11896,"       99003078",232.60
25,"  ",0,11896,"       99003078",240.10
25,"  ",0,11896,"       99003078",313.37
25,"  ",0,11896,"       99003078",424.63
25,"  ",0,11896,"       99003078",488.55
25,"  ",0,11896,"       99003078",521.03
25,"  ",0,11896,"       99003078",940.88
25,"  ",0,11896,"       99003078",1094.20
25,"  ",0,11896,"      122868599",-199.88
25,"  ",0,11896,"      122868599",199.88
25,"  ",0,11896,"      201032323",-5232.88
25,"  ",0,11896,"      201032323",5232.88
25,"  ",0,11896,"      201032329",-476.15
25,"  ",0,11896,"      201032329",476.15
25,"  ",0,11896,"      201032357",-2578.18
25,"  ",0,11896,"      201032357",2578.18
25,"  ",0,11896,"      201032622",-389.10
25,"  ",0,11896,"      201032622",389.10
25,"  ",0,11896,"      201032626",-116.50
25,"  ",0,11896,"      201032626",116.50
25,"  ",0,11896,"      201032627",-116.50
25,"  ",0,11896,"      201032627",116.50
25,"  ",0,11896,"      201032628",-150.01
25,"  ",0,11896,"      201032628",150.01
25,"  ",0,11896,"      201032629",-221.74
25,"  ",0,11896,"      201032629",221.74
25,"  ",0,11896,"      201032630",-116.50
25,"  ",0,11896,"      201032630",116.50
25,"  ",0,11896,"      201032631",-494.92
25,"  ",0,11896,"      201032631",494.92
25,"  ",0,11896,"      201032659",-141.50
25,"  ",0,11896,"      201032659",141.50
25,"  ",0,11896,"      201032660",-116.50
25,"  ",0,11896,"      201032660",116.50
25,"  ",0,11896,"      201032759",-116.50
25,"  ",0,11896,"      201032759",116.50
25,"  ",0,11896,"      201032760",-116.50
25,"  ",0,11896,"      201032760",116.50
25,"  ",0,11896,"      201032764",-199.24
25,"  ",0,11896,"      201032764",199.24
25,"  ",0,11896,"      201032766",-232.60
25,"  ",0,11896,"      201032766",232.60
25,"  ",0,11896,"      201032767",-424.63
25,"  ",0,11896,"      201032767",424.63
25,"  ",0,11896,"      201032768",-313.37
25,"  ",0,11896,"      201032768",313.37
25,"  ",0,11896,"      201032792",-940.88
25,"  ",0,11896,"      201032792",940.88
25,"  ",0,11896,"      201032813",-240.10
25,"  ",0,11896,"      201032813",240.10
25,"  ",0,11896,"      201032836",-116.50
25,"  ",0,11896,"      201032836",116.50
25,"  ",0,11896,"      201032837",-150.01
25,"  ",0,11896,"      201032837",150.01
25,"  ",0,11896,"      201032842",-150.01
25,"  ",0,11896,"      201032842",150.01
25,"  ",0,11896,"      201032850",-1094.20
25,"  ",0,11896,"      201032850",1094.20
25,"  ",0,11896,"      201032938",-150.01
25,"  ",0,11896,"      201032938",150.01
25,"  ",0,11896,"      201032940",-521.03
25,"  ",0,11896,"      201032940",521.03
25,"  ",0,11896,"      201032965",-150.01
25,"  ",0,11896,"      201032965",150.01
25,"  ",0,11896,"      201032990",-488.55
25,"  ",0,11896,"      201032990",488.55
25,"  ",0,11896,"      201032999",-116.50
25,"  ",0,11896,"      201032999",116.50
25,"  ",0,11896,"    77104188210",-241.92
25,"  ",0,11896,"    77104188210",241.92
25,"  ",0,11896,"    77104188620",-241.92
25,"  ",0,11896,"    77104188620",241.92
25,"  ",0,11896,"   201032034REV",-72.32
25,"  ",0,11896,"   201032034REV",72.32
25,"  ",0,11897,"       99003075",-5920.00
25,"  ",0,11897,"       99003075",-304.15
25,"  ",0,11897,"       99003075",304.15
25,"  ",0,11897,"       99003075",5920.00
25,"  ",0,11898,"           5189",-68.25
25,"  ",0,11898,"           5189",68.25
25,"  ",0,11898,"           5190",-573.80
25,"  ",0,11898,"           5190",573.80
25,"  ",0,11898,"           5191",-2367.04
25,"  ",0,11898,"           5191",2367.04
25,"  ",0,11898,"           5192",-673.72
25,"  ",0,11898,"           5192",673.72
25,"  ",0,11898,"           5193",-210.00
25,"  ",0,11898,"           5193",210.00
25,"  ",0,11898,"           5194",-678.89
25,"  ",0,11898,"           5194",678.89
25,"  ",0,11898,"          32206",-400.00
25,"  ",0,11898,"          32206",400.00
25,"  ",0,11898,"          32207",-12030.00
25,"  ",0,11898,"          32207",12030.00
25,"  ",0,11898,"          32208",-160.00
25,"  ",0,11898,"          32208",160.00
25,"  ",0,11898,"          32209",-424.00
25,"  ",0,11898,"          32209",424.00
25,"  ",0,11898,"          32210",-1502.00
25,"  ",0,11898,"          32210",1502.00
25,"  ",0,11898,"          32211",-2492.00
25,"  ",0,11898,"          32211",2492.00
25,"  ",0,11898,"          32212",-1459.00
25,"  ",0,11898,"          32212",1459.00
25,"  ",0,11898,"          32213",-320.00
25,"  ",0,11898,"          32213",320.00
25,"  ",0,11898,"          32214",-336.00
25,"  ",0,11898,"          32214",336.00
25,"  ",0,11898,"          56914",-1799.00
25,"  ",0,11898,"          56914",1799.00
25,"  ",0,11898,"          56927",-325.00
25,"  ",0,11898,"          56927",325.00
25,"  ",0,11898,"          56928",-250.00
25,"  ",0,11898,"          56928",250.00
25,"  ",0,11898,"          56929",-1885.00
25,"  ",0,11898,"          56929",1885.00
25,"  ",0,11898,"          56930",-455.00
25,"  ",0,11898,"          56930",455.00
25,"  ",0,11898,"          56931",-400.00
25,"  ",0,11898,"          56931",400.00
25,"  ",0,11898,"          56932",-150.00
25,"  ",0,11898,"          56932",150.00
25,"  ",0,11898,"         194468",-3690.00
25,"  ",0,11898,"         194468",3690.00
25,"  ",0,11898,"         194521",-764.00
25,"  ",0,11898,"         194521",764.00
25,"  ",0,11898,"         194543",-530.00
25,"  ",0,11898,"         194543",530.00
25,"  ",0,11898,"         194549",-170.00
25,"  ",0,11898,"         194549",170.00
25,"  ",0,11898,"         194550",-400.00
25,"  ",0,11898,"         194550",400.00
25,"  ",0,11898,"         194553",-425.00
25,"  ",0,11898,"         194553",425.00
25,"  ",0,11898,"         823296",-1486.32
25,"  ",0,11898,"         823296",1486.32
25,"  ",0,11898,"        2501333",-3420.00
25,"  ",0,11898,"        2501333",3420.00
25,"  ",0,11898,"       99002883",-2367.04
25,"  ",0,11898,"       99002883",-678.89
25,"  ",0,11898,"       99002883",-673.72
25,"  ",0,11898,"       99002883",-573.80
25,"  ",0,11898,"       99002883",-210.00
25,"  ",0,11898,"       99002883",-68.25
25,"  ",0,11898,"       99002883",68.25
25,"  ",0,11898,"       99002883",210.00
25,"  ",0,11898,"       99002883",573.80
25,"  ",0,11898,"       99002883",673.72
25,"  ",0,11898,"       99002883",678.89
25,"  ",0,11898,"       99002883",2367.04
25,"  ",0,11898,"       99003032",-160.00
25,"  ",0,11898,"       99003032",160.00
25,"  ",0,11898,"       99003076",-111.00
25,"  ",0,11898,"       99003076",-80.00
25,"  ",0,11898,"       99003076",80.00
25,"  ",0,11898,"       99003076",111.00
25,"  ",0,11898,"       99003079",-1486.32
25,"  ",0,11898,"       99003079",1486.32
25,"  ",0,11898,"       99003080",-3690.00
25,"  ",0,11898,"       99003080",-764.00
25,"  ",0,11898,"       99003080",-530.00
25,"  ",0,11898,"       99003080",-425.00
25,"  ",0,11898,"       99003080",-400.00
25,"  ",0,11898,"       99003080",-170.00
25,"  ",0,11898,"       99003080",170.00
25,"  ",0,11898,"       99003080",400.00
25,"  ",0,11898,"       99003080",425.00
25,"  ",0,11898,"       99003080",530.00
25,"  ",0,11898,"       99003080",764.00
25,"  ",0,11898,"       99003080",3690.00
25,"  ",0,11898,"       99003082",-1885.00
25,"  ",0,11898,"       99003082",-1799.00
25,"  ",0,11898,"       99003082",-455.00
25,"  ",0,11898,"       99003082",-400.00
25,"  ",0,11898,"       99003082",-325.00
25,"  ",0,11898,"       99003082",-250.00
25,"  ",0,11898,"       99003082",-150.00
25,"  ",0,11898,"       99003082",150.00
25,"  ",0,11898,"       99003082",250.00
25,"  ",0,11898,"       99003082",325.00
25,"  ",0,11898,"       99003082",400.00
25,"  ",0,11898,"       99003082",455.00
25,"  ",0,11898,"       99003082",1799.00
25,"  ",0,11898,"       99003082",1885.00
25,"  ",0,11898,"       99003097",-12030.00
25,"  ",0,11898,"       99003097",-2492.00
25,"  ",0,11898,"       99003097",-1502.00
25,"  ",0,11898,"       99003097",-1459.00
25,"  ",0,11898,"       99003097",-424.00
25,"  ",0,11898,"       99003097",-400.00
25,"  ",0,11898,"       99003097",-336.00
25,"  ",0,11898,"       99003097",-320.00
25,"  ",0,11898,"       99003097",-160.00
25,"  ",0,11898,"       99003097",160.00
25,"  ",0,11898,"       99003097",320.00
25,"  ",0,11898,"       99003097",336.00
25,"  ",0,11898,"       99003097",400.00
25,"  ",0,11898,"       99003097",424.00
25,"  ",0,11898,"       99003097",1459.00
25,"  ",0,11898,"       99003097",1502.00
25,"  ",0,11898,"       99003097",2492.00
25,"  ",0,11898,"       99003097",12030.00
25,"  ",0,11898,"       99003106",-3420.00
25,"  ",0,11898,"       99003106",3420.00
25,"  ",0,11898,"      114631800",-80.00
25,"  ",0,11898,"      114631800",80.00
25,"  ",0,11898,"      114722100",-111.00
25,"  ",0,11898,"      114722100",111.00
25,"  ",0,11898,"      56886CORR",-160.00
25,"  ",0,11898,"      56886CORR",160.00
25,"  ",0,11899,"          15569",-131.00
25,"  ",0,11899,"          15569",131.00
25,"  ",0,11899,"          17631",-375.00
25,"  ",0,11899,"          17631",375.00
25,"  ",0,11899,"          17632",-450.00
25,"  ",0,11899,"          17632",450.00
25,"  ",0,11899,"          17633",-450.00
25,"  ",0,11899,"          17633",450.00
25,"  ",0,11899,"          17636",-100.00
25,"  ",0,11899,"          17636",100.00
25,"  ",0,11899,"          17642",-100.00
25,"  ",0,11899,"          17642",100.00
25,"  ",0,11899,"          17643",-450.00
25,"  ",0,11899,"          17643",450.00
25,"  ",0,11899,"          17644",-175.00
25,"  ",0,11899,"          17644",175.00
25,"  ",0,11899,"          17645",-125.00
25,"  ",0,11899,"          17645",125.00
25,"  ",0,11899,"          17646",-100.00
25,"  ",0,11899,"          17646",100.00
25,"  ",0,11899,"          17647",-125.00
25,"  ",0,11899,"          17647",125.00
25,"  ",0,11899,"       99002888",-450.00
25,"  ",0,11899,"       99002888",-375.00
25,"  ",0,11899,"       99002888",-175.00
25,"  ",0,11899,"       99002888",-131.00
25,"  ",0,11899,"       99002888",-125.00
25,"  ",0,11899,"       99002888",-100.00
25,"  ",0,11899,"       99002888",100.00
25,"  ",0,11899,"       99002888",125.00
25,"  ",0,11899,"       99002888",131.00
25,"  ",0,11899,"       99002888",175.00
25,"  ",0,11899,"       99002888",375.00
25,"  ",0,11899,"       99002888",450.00
25,"  ",0,11900,"       99100718",-769.57
25,"  ",0,11900,"       99100718",-226.96
25,"  ",0,11900,"       99100718",-0.49
25,"  ",0,11900,"       99100718",227.45
25,"  ",0,11900,"       99100718",769.57
25,"  ",0,11900,"    30015021925",-769.57
25,"  ",0,11900,"    30015021925",41.69
25,"  ",0,11900,"    30015021925",226.96
25,"  ",0,11900,"    30015021925",500.92
25,"  ",0,11901,"          17902",-375.00
25,"  ",0,11901,"          17902",375.00
25,"  ",0,11901,"          17903",-125.00
25,"  ",0,11901,"          17903",125.00
25,"  ",0,11901,"          17904",-150.00
25,"  ",0,11901,"          17904",150.00
25,"  ",0,11901,"          17905",-125.00
25,"  ",0,11901,"          17905",125.00
25,"  ",0,11901,"          17906",-100.00
25,"  ",0,11901,"          17906",100.00
25,"  ",0,11901,"          17907",-150.00
25,"  ",0,11901,"          17907",150.00
25,"  ",0,11901,"          17908",-100.00
25,"  ",0,11901,"          17908",100.00
25,"  ",0,11901,"          17909",-375.00
25,"  ",0,11901,"          17909",375.00
25,"  ",0,11901,"          17910",-275.00
25,"  ",0,11901,"          17910",275.00
25,"  ",0,11901,"          17913",-100.00
25,"  ",0,11901,"          17913",100.00
25,"  ",0,11901,"          17914",-100.00
25,"  ",0,11901,"          17914",100.00
25,"  ",0,11901,"          17915",-150.00
25,"  ",0,11901,"          17915",150.00
25,"  ",0,11901,"          17916",-100.00
25,"  ",0,11901,"          17916",100.00
25,"  ",0,11901,"          17917",-175.00
25,"  ",0,11901,"          17917",175.00
25,"  ",0,11901,"          17918",-350.00
25,"  ",0,11901,"          17918",350.00
25,"  ",0,11901,"          17919",-100.00
25,"  ",0,11901,"          17919",100.00
25,"  ",0,11901,"          17920",-175.00
25,"  ",0,11901,"          17920",175.00
25,"  ",0,11901,"          54382",-150.00
25,"  ",0,11901,"          54382",150.00
25,"  ",0,11901,"          54399",-200.00
25,"  ",0,11901,"          54399",200.00
25,"  ",0,11901,"          54422",-150.00
25,"  ",0,11901,"          54422",150.00
25,"  ",0,11901,"          54434",-185.00
25,"  ",0,11901,"          54434",185.00
25,"  ",0,11901,"          54869",-8416.44
25,"  ",0,11901,"          54869",8416.44
25,"  ",0,11901,"         290295",-1092.85
25,"  ",0,11901,"         290295",1092.85
25,"  ",0,11901,"        R111732",-6420.38
25,"  ",0,11901,"        R111732",6420.38
25,"  ",0,11901,"       84214089",-6847.02
25,"  ",0,11901,"       84214089",-220.21
25,"  ",0,11901,"       84214089",7.40
25,"  ",0,11901,"       84214089",64.94
25,"  ",0,11901,"       84214089",147.87
25,"  ",0,11901,"       84214089",2019.32
25,"  ",0,11901,"       84214089",4827.70
25,"  ",0,11901,"       99002906",-1092.85
25,"  ",0,11901,"       99002906",1092.85
25,"  ",0,11901,"       99002997",-200.00
25,"  ",0,11901,"       99002997",-185.00
25,"  ",0,11901,"       99002997",-150.00
25,"  ",0,11901,"       99002997",150.00
25,"  ",0,11901,"       99002997",185.00
25,"  ",0,11901,"       99002997",200.00
25,"  ",0,11901,"       99003025",-231.78
25,"  ",0,11901,"       99003025",-222.93
25,"  ",0,11901,"       99003025",-180.80
25,"  ",0,11901,"       99003025",-125.43
25,"  ",0,11901,"       99003025",125.43
25,"  ",0,11901,"       99003025",180.80
25,"  ",0,11901,"       99003025",222.93
25,"  ",0,11901,"       99003025",231.78
25,"  ",0,11901,"       99003040",-6420.38
25,"  ",0,11901,"       99003040",6420.38
25,"  ",0,11901,"       99003078",-1172.76
25,"  ",0,11901,"       99003078",-584.25
25,"  ",0,11901,"       99003078",-543.88
25,"  ",0,11901,"       99003078",-504.15
25,"  ",0,11901,"       99003078",-431.63
25,"  ",0,11901,"       99003078",-323.15
25,"  ",0,11901,"       99003078",-243.57
25,"  ",0,11901,"       99003078",-150.01
25,"  ",0,11901,"       99003078",-125.43
25,"  ",0,11901,"       99003078",-116.50
25,"  ",0,11901,"       99003078",116.50
25,"  ",0,11901,"       99003078",125.43
25,"  ",0,11901,"       99003078",150.01
25,"  ",0,11901,"       99003078",243.57
25,"  ",0,11901,"       99003078",323.15
25,"  ",0,11901,"       99003078",431.63
25,"  ",0,11901,"       99003078",504.15
25,"  ",0,11901,"       99003078",543.88
25,"  ",0,11901,"       99003078",584.25
25,"  ",0,11901,"       99003078",1172.76
25,"  ",0,11901,"       99003100",-375.00
25,"  ",0,11901,"       99003100",-350.00
25,"  ",0,11901,"       99003100",-275.00
25,"  ",0,11901,"       99003100",-175.00
25,"  ",0,11901,"       99003100",-150.00
25,"  ",0,11901,"       99003100",-125.00
25,"  ",0,11901,"       99003100",-100.00
25,"  ",0,11901,"       99003100",100.00
25,"  ",0,11901,"       99003100",125.00
25,"  ",0,11901,"       99003100",150.00
25,"  ",0,11901,"       99003100",175.00
25,"  ",0,11901,"       99003100",275.00
25,"  ",0,11901,"       99003100",350.00
25,"  ",0,11901,"       99003100",375.00
25,"  ",0,11901,"       99003101",-2250.00
25,"  ",0,11901,"       99003101",2250.00
25,"  ",0,11901,"       99003114",-8416.44
25,"  ",0,11901,"       99003114",8416.44
25,"  ",0,11901,"       99100718",-220.21
25,"  ",0,11901,"       99100718",-64.94
25,"  ",0,11901,"       99100718",-0.14
25,"  ",0,11901,"       99100718",65.08
25,"  ",0,11901,"       99100718",220.21
25,"  ",0,11901,"       99100720",-6847.02
25,"  ",0,11901,"       99100720",-2019.32
25,"  ",0,11901,"       99100720",-11.78
25,"  ",0,11901,"       99100720",2031.10
25,"  ",0,11901,"       99100720",6847.02
25,"  ",0,11901,"       99100721",-6847.02
25,"  ",0,11901,"       99100721",-2019.32
25,"  ",0,11901,"       99100721",-11.78
25,"  ",0,11901,"       99100721",2031.10
25,"  ",0,11901,"       99100721",6847.02
25,"  ",0,11901,"      201031832",-231.78
25,"  ",0,11901,"      201031832",231.78
25,"  ",0,11901,"      201031837",-222.93
25,"  ",0,11901,"      201031837",222.93
25,"  ",0,11901,"      201032469",-504.15
25,"  ",0,11901,"      201032469",504.15
25,"  ",0,11901,"      201032769",-431.63
25,"  ",0,11901,"      201032769",431.63
25,"  ",0,11901,"      201032968",-116.50
25,"  ",0,11901,"      201032968",116.50
25,"  ",0,11901,"      201033047",-125.43
25,"  ",0,11901,"      201033047",125.43
25,"  ",0,11901,"      201033049",-125.43
25,"  ",0,11901,"      201033049",125.43
25,"  ",0,11901,"      201033051",-180.80
25,"  ",0,11901,"      201033051",180.80
25,"  ",0,11901,"      201033053",-125.43
25,"  ",0,11901,"      201033053",125.43
25,"  ",0,11901,"      201033057",-125.43
25,"  ",0,11901,"      201033057",125.43
25,"  ",0,11901,"      201033102",-323.15
25,"  ",0,11901,"      201033102",323.15
25,"  ",0,11901,"      201033103",-584.25
25,"  ",0,11901,"      201033103",584.25
25,"  ",0,11901,"      201033104",-150.01
25,"  ",0,11901,"      201033104",150.01
25,"  ",0,11901,"      201033108",-543.88
25,"  ",0,11901,"      201033108",543.88
25,"  ",0,11901,"      201033109",-1172.76
25,"  ",0,11901,"      201033109",1172.76
25,"  ",0,11901,"      201033110",-243.57
25,"  ",0,11901,"      201033110",243.57
25,"  ",0,11901,"      201033112",-116.50
25,"  ",0,11901,"      201033112",116.50
25,"  ",0,11901,"      201033150",-116.50
25,"  ",0,11901,"      201033150",116.50
25,"  ",0,11901,"      201033151",-150.01
25,"  ",0,11901,"      201033151",150.01
25,"  ",0,11901,"      201033230",-125.43
25,"  ",0,11901,"      201033230",125.43
25,"  ",0,11901,"      201033232",-125.43
25,"  ",0,11901,"      201033232",125.43
25,"  ",0,11901,"      201033235",-125.43
25,"  ",0,11901,"      201033235",125.43
25,"  ",0,11901,"      201033237",-125.43
25,"  ",0,11901,"      201033237",125.43
25,"  ",0,11901,"      201033268",-125.43
25,"  ",0,11901,"      201033268",125.43
25,"  ",0,11901,"      201033270",-125.43
25,"  ",0,11901,"      201033270",125.43
25,"  ",0,11901,"      201033272",-125.43
25,"  ",0,11901,"      201033272",125.43
25,"  ",0,11901,"      201033273",-125.43
25,"  ",0,11901,"      201033273",125.43
25,"  ",0,11901,"      201033278",-125.43
25,"  ",0,11901,"      201033278",125.43
25,"  ",0,11901,"      201033279",-125.43
25,"  ",0,11901,"      201033279",125.43
25,"  ",0,11901,"      3367972IN",-2250.00
25,"  ",0,11901,"      3367972IN",2250.00
25,"  ",0,11902,"       20250217",-381.30
25,"  ",0,11902,"       20250217",10.34
25,"  ",0,11902,"       20250217",52.03
25,"  ",0,11902,"       20250217",112.45
25,"  ",0,11902,"       20250217",206.48
25,"  ",0,11902,"       99100719",-381.30
25,"  ",0,11902,"       99100719",-112.45
25,"  ",0,11902,"       99100719",-0.24
25,"  ",0,11902,"       99100719",112.69
25,"  ",0,11902,"       99100719",381.30
25,"  ",0,11903,"       99003081",-43282.41
25,"  ",0,11903,"       99003081",-40924.43
25,"  ",0,11903,"       99003081",-8780.91
25,"  ",0,11903,"       99003081",8780.91
25,"  ",0,11903,"       99003081",40924.43
25,"  ",0,11903,"       99003081",43282.41
25,"  ",0,11903,"       99003083",-2160.53
25,"  ",0,11903,"       99003083",2160.53
25,"  ",0,11903,"       99003093",-100.00
25,"  ",0,11903,"       99003093",100.00
25,"  ",0,11903,"       99003096",-36184.75
25,"  ",0,11903,"       99003096",36184.75
25,"  ",0,11904,"          32232",-600.00
25,"  ",0,11904,"          32232",600.00
25,"  ",0,11904,"          32233",-640.00
25,"  ",0,11904,"          32233",640.00
25,"  ",0,11904,"          32234",-160.00
25,"  ",0,11904,"          32234",160.00
25,"  ",0,11904,"          32235",-160.00
25,"  ",0,11904,"          32235",160.00
25,"  ",0,11904,"          32244",-2184.00
25,"  ",0,11904,"          32244",2184.00
25,"  ",0,11904,"          32248",-504.00
25,"  ",0,11904,"          32248",504.00
25,"  ",0,11904,"          32249",-3150.00
25,"  ",0,11904,"          32249",3150.00
25,"  ",0,11904,"          32250",-310.00
25,"  ",0,11904,"          32250",310.00
25,"  ",0,11904,"          92217",-250.00
25,"  ",0,11904,"          92217",250.00
25,"  ",0,11904,"          92219",-760.00
25,"  ",0,11904,"          92219",760.00
25,"  ",0,11904,"         194601",-7125.00
25,"  ",0,11904,"         194601",7125.00
25,"  ",0,11904,"         194602",-7125.00
25,"  ",0,11904,"         194602",7125.00
25,"  ",0,11904,"         194603",-1020.00
25,"  ",0,11904,"         194603",1020.00
25,"  ",0,11904,"         194638",-2400.00
25,"  ",0,11904,"         194638",2400.00
25,"  ",0,11904,"         194639",-425.00
25,"  ",0,11904,"         194639",425.00
25,"  ",0,11904,"         433205",-5269.68
25,"  ",0,11904,"         433205",5269.68
25,"  ",0,11904,"         433206",-4141.99
25,"  ",0,11904,"         433206",4141.99
25,"  ",0,11904,"         433207",-1441.18
25,"  ",0,11904,"         433207",1441.18
25,"  ",0,11904,"         433208",-509.66
25,"  ",0,11904,"         433208",509.66
25,"  ",0,11904,"         433209",-125.00
25,"  ",0,11904,"         433209",125.00
25,"  ",0,11904,"         433210",-940.06
25,"  ",0,11904,"         433210",940.06
25,"  ",0,11904,"         433211",-666.40
25,"  ",0,11904,"         433211",666.40
25,"  ",0,11904,"         433212",-250.00
25,"  ",0,11904,"         433212",250.00
25,"  ",0,11904,"         823315",-884.60
25,"  ",0,11904,"         823315",884.60
25,"  ",0,11904,"       99003076",-160.00
25,"  ",0,11904,"       99003076",-130.00
25,"  ",0,11904,"       99003076",-80.00
25,"  ",0,11904,"       99003076",-73.00
25,"  ",0,11904,"       99003076",73.00
25,"  ",0,11904,"       99003076",80.00
25,"  ",0,11904,"       99003076",130.00
25,"  ",0,11904,"       99003076",160.00
25,"  ",0,11904,"       99003077",-5269.68
25,"  ",0,11904,"       99003077",-4141.99
25,"  ",0,11904,"       99003077",-1441.18
25,"  ",0,11904,"       99003077",-940.06
25,"  ",0,11904,"       99003077",-666.40
25,"  ",0,11904,"       99003077",-509.66
25,"  ",0,11904,"       99003077",-250.00
25,"  ",0,11904,"       99003077",-125.00
25,"  ",0,11904,"       99003077",125.00
25,"  ",0,11904,"       99003077",250.00
25,"  ",0,11904,"       99003077",509.66
25,"  ",0,11904,"       99003077",666.40
